trade_date,ts_code,close,open,high,low,pre_close,change,pct_chg,vol,amount,WeekMa10,WeekMa60,Week60-10,Week10-60
20211126,601866.SH,3.09,3.09,3.19,3.08,3.09,0.0,0.0,249565565.0,780589873.0,3.5729999999999955,3.105713333333338,-0.4672866666666575,0.4672866666666575
20211119,601866.SH,3.09,3.12,3.17,3.0,3.11,-0.020000000000000018,-0.6431,312487253.0,958304493.0,3.739999999999995,3.088256666666671,-0.6517433333333238,0.6517433333333238
20211112,601866.SH,3.11,3.16,3.22,3.05,3.16,-0.050000000000000266,-1.5823,268900801.0,842930343.0,3.8839999999999955,3.0734200000000045,-0.810579999999991,0.810579999999991
20211105,601866.SH,3.16,3.49,3.5,3.13,3.47,-0.31000000000000005,-8.9337,351574455.0,1156350763.0,3.9779999999999953,3.058576666666671,-0.9194233333333242,0.9194233333333242
20211029,601866.SH,3.47,3.48,3.59,3.35,3.52,-0.04999999999999982,-1.4205,249618409.0,864848425.0,4.048999999999995,3.040281666666671,-1.008718333333324,1.008718333333324
20211022,601866.SH,3.52,3.62,3.84,3.5,3.65,-0.1299999999999999,-3.5616,316450789.0,1166439019.0,4.037999999999995,3.0171466666666706,-1.0208533333333243,1.0208533333333243
20211015,601866.SH,3.65,3.9,3.98,3.58,3.88,-0.22999999999999998,-5.9278,351249911.0,1314384557.0,4.046999999999995,2.993670000000004,-1.0533299999999914,1.0533299999999914
20211008,601866.SH,3.88,3.96,4.05,3.83,3.9,-0.020000000000000018,-0.5128,103848598.0,407545370.0,4.035999999999995,2.9683533333333374,-1.0676466666666578,1.0676466666666578
20210930,601866.SH,3.9,4.85,4.85,3.78,4.86,-0.9600000000000004,-19.7531,570678441.0,2278670039.0,3.9769999999999945,2.9382216666666707,-1.0387783333333238,1.0387783333333238
20210924,601866.SH,4.86,4.76,5.11,4.7,4.76,0.10000000000000053,2.1008,325958627.0,1603605770.0,3.9366099999999946,2.906775000000004,-1.0298349999999905,1.0298349999999905
20210917,601866.SH,4.76,4.47,5.11,4.45,4.53,0.22999999999999954,5.0773,1054058330.0,5148976247.0,3.817889999999995,2.8586816666666706,-0.9592083333333243,0.9592083333333243
20210910,601866.SH,4.53,4.05,4.69,3.85,4.05,0.4800000000000004,11.8519,905341748.0,3951036951.0,3.7337199999999955,2.8120950000000042,-0.9216249999999913,0.9216249999999913
20210903,601866.SH,4.05,3.88,4.12,3.74,3.87,0.17999999999999972,4.6512,664870964.0,2608400173.0,3.675499999999995,2.7712683333333374,-0.9042316666666577,0.9042316666666577
20210827,601866.SH,3.87,3.36,3.94,3.33,3.36,0.5100000000000002,15.1786,693381730.0,2567543050.0,3.636799999999995,2.7360333333333373,-0.9007666666666578,0.9007666666666578
20210820,601866.SH,3.36,3.66,3.66,3.3,3.61,-0.25,-6.9252,356629369.0,1230863867.0,3.5630699999999953,2.701390000000004,-0.8616799999999913,0.8616799999999913
20210813,601866.SH,3.61,3.54,3.78,3.45,3.54,0.06999999999999984,1.9774,483540073.0,1741608253.0,3.5354299999999954,2.6760500000000036,-0.8593799999999918,0.8593799999999918
20210806,601866.SH,3.54,3.34,3.7,3.31,3.29,0.25,7.5988,535151534.0,1877388296.0,3.4611899999999958,2.6465433333333364,-0.8146466666666594,0.8146466666666594
20210730,601866.SH,3.29,3.55,3.6,3.21,3.56,-0.27,-7.5843,372643017.0,1265732560.0,3.4047499999999955,2.618043333333337,-0.7867066666666584,0.7867066666666584
20210723,601866.SH,3.4961,3.663,3.83,3.4862,3.6728,-0.17669999999999986,-4.811,606689617.0,2246529663.0,3.3772399999999956,2.5929066666666705,-0.7843333333333251,0.7843333333333251
20210716,601866.SH,3.6728,3.8889,3.9969,3.6237,3.9183,-0.24549999999999983,-6.2655,599753106.0,2325891416.0,3.330099999999996,2.5641750000000036,-0.7659249999999922,0.7659249999999922
20210709,601866.SH,3.9183,3.9674,4.3013,3.7809,3.9478,-0.02950000000000008,-0.7473,1202121596.0,4979763698.0,3.274129999999996,2.5333000000000037,-0.7408299999999923,0.7408299999999923
20210702,601866.SH,3.9478,3.6728,3.9478,3.4862,3.663,0.28480000000000016,7.775,899212322.0,3399770426.0,3.162179999999996,2.499136666666671,-0.6630433333333254,0.6630433333333254
20210625,601866.SH,3.663,3.1229,3.8791,3.0738,3.1327,0.5303,16.9279,1245279472.0,4526551378.0,3.045319999999996,2.4643216666666707,-0.5809983333333251,0.5809983333333251
20210618,601866.SH,3.1327,3.0541,3.1916,2.9658,3.0836,0.0490999999999997,1.5923,415177491.0,1311241816.0,2.9687199999999963,2.434735000000004,-0.5339849999999924,0.5339849999999924
20210611,601866.SH,3.0836,2.897,3.2015,2.8676,2.8676,0.2160000000000002,7.5324,449573157.0,1394055084.0,2.944169999999996,2.414788333333337,-0.5293816666666591,0.5293816666666591
20210604,601866.SH,2.8676,2.9461,2.9952,2.8676,2.9756,-0.1080000000000001,-3.6295,285425513.0,847376021.0,2.900959999999996,2.3956600000000043,-0.5052999999999916,0.5052999999999916
20210528,601866.SH,2.9756,3.005,3.0149,2.8676,3.0149,-0.03929999999999989,-1.3035,353067175.0,1054380757.0,2.878369999999996,2.3799716666666706,-0.4983983333333253,0.4983983333333253
20210521,601866.SH,3.0149,3.0541,3.172,2.8577,3.0247,-0.009800000000000253,-0.324,564422764.0,1735484061.0,2.844979999999996,2.362483333333337,-0.482496666666659,0.482496666666659
20210514,601866.SH,3.0247,3.0934,3.28,2.9952,3.1131,-0.08840000000000003,-2.8396,737965253.0,2368111373.0,2.802749999999996,2.3445000000000036,-0.4582499999999925,0.4582499999999925
