trade_date,ts_code,close,open,high,low,pre_close,change,pct_chg,vol,amount,WeekMa10,WeekMa60,Week60-10,Week10-60
20220121,002532.SZ,8.9,8.61,9.18,8.51,8.73,0.16999999999999993,1.9473,156683948.0,1394547499.99,8.385119999999992,9.01227333333332,0.6271533333333288,-0.6271533333333288
20220114,002532.SZ,8.73,8.42,9.29,8.42,8.41,0.3200000000000003,3.805,282435225.0,2528488865.35,8.27262999999999,9.004586666666654,0.7319566666666635,-0.7319566666666635
20220107,002532.SZ,8.41,8.15,8.52,8.05,8.15,0.2599999999999998,3.1902,106507969.0,878689821.22,8.15857999999999,9.005136666666655,0.8465566666666646,-0.8465566666666646
20211231,002532.SZ,8.15,8.45,8.46,7.96,8.5,-0.34999999999999964,-4.1176,133593379.0,1094788397.08,8.135139999999991,9.004184999999987,0.8690449999999963,-0.8690449999999963
20211224,002532.SZ,8.5,8.73,8.83,8.34,8.76,-0.2599999999999998,-2.968,178988891.0,1531081945.59,8.207049999999992,8.982616666666654,0.7755666666666627,-0.7755666666666627
20211217,002532.SZ,8.5565,8.3416,8.7812,8.1072,8.3416,0.2149000000000001,2.5762,212533898.0,1817584781.98,8.304519999999991,8.957916666666655,0.653396666666664,-0.653396666666664
20211210,002532.SZ,8.3416,7.9412,8.4198,7.9314,7.9119,0.4296999999999995,5.4311,277403700.0,2328024747.29,8.37582999999999,8.928301666666654,0.5524716666666638,-0.5524716666666638
20211203,002532.SZ,7.9119,7.8826,8.3026,7.736,8.0975,-0.1856,-2.2921,180457546.0,1475425143.5,8.48522999999999,8.904493333333322,0.41926333333333154,-0.41926333333333154
20211126,002532.SZ,8.0975,8.2635,8.3514,8.0388,8.2537,-0.15620000000000012,-1.8925,174041368.0,1456333631.82,8.740159999999992,8.891024999999988,0.15086499999999603,-0.15086499999999603
20211119,002532.SZ,8.2537,7.7458,8.3807,7.5309,7.7751,0.47860000000000014,6.1555,231598737.0,1868598617.11,9.058579999999992,8.867311666666657,-0.19126833333333515,0.19126833333333515
20211112,002532.SZ,7.7751,7.6091,8.1268,7.3063,7.5895,0.1856,2.4455,238741040.0,1873171154.61,9.376029999999993,8.844491666666658,-0.5315383333333354,0.5315383333333354
20211105,002532.SZ,7.5895,8.1854,8.3123,7.57,8.1756,-0.5860999999999992,-7.1689,203272012.0,1656919071.66,9.640739999999994,8.832031666666659,-0.8087083333333354,0.8087083333333354
20211029,002532.SZ,8.1756,8.791,8.9277,8.1365,8.8691,-0.6935000000000002,-7.8193,195084564.0,1700310547.7,9.953309999999993,8.819009999999992,-1.1343000000000014,1.1343000000000014
20211022,002532.SZ,8.8691,9.5333,9.758,8.7519,9.4747,-0.6056000000000008,-6.3918,258461446.0,2466823079.07,10.125219999999993,8.799081666666659,-1.3261383333333345,1.3261383333333345
20211015,002532.SZ,9.4747,9.2891,9.5821,8.9472,9.2696,0.20509999999999984,2.2126,190873077.0,1815895438.66,10.220939999999993,8.774268333333326,-1.446671666666667,1.446671666666667
