trade_date,open,close,high,low
2021-12-31,7.93,8.66,9.14,7.62
2021-11-30,7.48,7.92,8.15,7.22
2021-10-31,8.42,7.47,9.12,7.23
2021-09-30,7.31,8.38,9.04,7.17
2021-08-31,7.37,7.27,7.66,7.1
2021-07-31,8.21,7.34,8.61,7.02
2021-06-30,8.55,8.23,8.69,7.31
2021-05-31,7.7748,8.64,9.6089,7.7748
2021-04-30,6.8079,7.6652,7.9243,6.6086
2021-03-31,6.0205,6.7382,7.3761,5.8909
2021-02-28,5.6716,6.0205,6.1401,5.4324
2021-01-31,6.7481,5.6716,6.7481,5.6118
2020-12-31,6.96,6.6385,7.12,6.3195
2020-11-30,6.85,6.9575,7.14,6.7282
2020-10-31,7.03,6.8578,7.39,6.8378
2020-09-30,7.44,6.9375,7.62,6.778
2020-08-31,7.95,7.406000000000001,8.14,7.2565
2020-07-31,6.94,7.8446,7.92,6.8378
2020-06-30,6.7019,6.92,7.21,6.6026
2020-05-31,6.8806,6.6522,7.0295,6.5232
2020-04-30,7.1685,6.8806,7.9231,6.4834
2020-03-31,7.1983,7.2877,7.6848,6.6721
2020-02-29,6.96,7.1785,8.5188,6.6224
2020-01-31,6.6026,6.9005,7.7245,6.4636
2019-12-31,6.0962,6.6224,6.6721,6.0168
2019-11-30,6.3941,6.0863,6.5529,5.9572
2019-10-31,6.4537,6.404,6.8806,6.1856
2019-09-30,6.3147,6.4139,6.8012,6.1757
2019-08-31,6.3345,6.3246,6.7615,5.7686
2019-07-31,6.9302,6.3345,6.9997,6.1757
2019-06-30,6.5331,6.8707,7.7444,6.4139
2019-05-31,6.8409,6.5827,7.2877,6.4537
2019-04-30,7.2281,7.0891,9.1046,6.692
2019-03-31,6.6522,7.1487,7.665,6.4735
2019-02-28,5.4906,6.6622,6.692,5.4906
2019-01-31,5.6991,5.4707,6.126,5.431
2018-12-31,6.3444,5.6991,6.4834,5.5899
2018-11-30,5.8877,6.2253,6.6324,5.8381
2018-10-31,6.3444,5.8381,6.3444,5.3516
2018-09-30,6.5728,6.4139,7.0891,6.2154
2018-08-31,6.9501,6.6423,7.0097,6.3246
2018-07-31,6.9898,6.9501,7.1685,6.5629
2018-06-30,8.0607,6.9799,8.2578,6.4939
2018-05-31,8.3071,8.1494,9.2432,7.9819
2018-04-30,9.0461,8.3465,9.3023,7.9031
2018-03-31,7.8341,8.9673,9.7359,7.6863
2018-02-28,8.3859,7.9129,8.4056,7.164
2018-01-31,8.6126,8.3859,9.0856,8.3071
2017-12-31,9.1,8.74,9.28,8.42
2017-11-30,10.33,9.11,10.44,8.98
2017-10-31,10.67,10.34,10.85,10.18
2017-09-30,10.4,10.53,10.68,10.14
2017-08-31,9.95,10.4,10.45,9.84
2017-07-31,11.2,10.0,11.45,9.61
2017-06-30,11.04,11.22,11.48,10.51
2017-05-31,12.11,11.11,12.24,10.58
2017-04-30,12.58,12.12,13.08,11.64
2017-03-31,12.99,12.5,13.5,12.25
2017-02-28,12.5,12.99,13.26,12.36
2017-01-31,12.8,12.51,13.26,11.68
2016-12-31,13.52,12.8,13.77,12.37
2016-11-30,12.87,13.51,14.89,12.77
2016-10-31,13.0,12.87,13.48,12.72
2016-09-30,13.33,12.96,13.5,12.16
2016-08-31,11.62,13.59,14.42,11.31
2016-07-31,13.03,11.6,13.58,11.51
2016-06-30,11.74,13.03,13.15,11.48
2016-05-31,12.74,11.74,13.1,10.9
2016-04-30,11.75,12.68,13.85,11.51
2016-03-31,10.29,11.85,12.29,10.01
2016-02-29,10.68,10.24,12.31,10.08
2016-01-31,16.31,10.85,16.48,10.01
2015-12-31,16.15,16.3,20.8,15.7
2015-11-30,15.5,16.3,17.62,15.02
2015-10-31,13.9,15.83,17.88,13.53
2015-09-30,18.0,13.21,18.0,12.33
2015-08-31,16.55,19.12,21.74,15.49
2015-07-31,22.73,16.76,24.36,14.98
2015-06-30,20.0903,22.73,26.816999999999997,18.88
2015-05-31,17.8547,19.8508,21.4775,16.6471
2015-04-30,15.9784,17.7549,18.6431,15.9185
2015-03-31,13.9524,16.0782,16.4375,13.8426
2015-02-28,13.7728,13.9125,14.0622,13.1241
2015-01-31,12.8446,13.8526,14.4115,12.5851
