trade_date,open,close,high,low
2021-12-31,10.08,10.75,11.66,10.07
2021-11-30,11.17,10.08,11.51,9.96
2021-10-31,13.34,11.34,14.91,11.21
2021-09-30,11.31,12.61,13.78,10.83
2021-08-31,9.76,11.37,11.43,9.38
2021-07-31,9.36,9.91,10.08,9.05
2021-06-30,9.2859,9.35,10.1124,9.0914
2021-05-31,9.0622,9.2859,10.161,9.0428
2021-04-30,9.6456,9.0039,9.9568,8.8386
2021-03-31,8.6247,9.7429,9.9665,8.6247
2021-02-28,8.2746,8.6247,9.1886,7.9052
2021-01-31,9.7915,8.2746,10.1513,8.1677
2020-12-31,9.6,9.8596,10.88,8.5761
2020-11-30,8.67,9.2762,10.2,8.3622
2020-10-31,8.81,8.4302,9.42,8.4302
2020-09-30,8.88,8.4497,9.18,8.3913
2020-08-31,8.96,8.6344,9.35,8.4108
2020-07-31,8.0,8.7122,9.6,7.769
2020-06-30,7.9085,8.0,8.3457,7.821000000000001
2020-05-31,7.7044,7.888999999999999,8.1125,7.6364
2020-04-30,7.8113,7.7336,7.8988,7.3935
2020-03-31,8.0445,7.8016,8.607999999999999,7.7725
2020-02-29,7.8599,8.0445,8.5011,7.7822
2020-01-31,9.1618,8.7246,9.3561,8.6954
2019-12-31,8.8217,9.1229,9.1909,8.7246
2019-11-30,8.7926,8.8217,9.0258,8.5788
2019-10-31,8.7634,8.8217,9.0258,8.676
2019-09-30,8.6954,8.7634,9.2104,8.676
2019-08-31,9.1326,8.6663,9.1715,8.54
2019-07-31,9.4824,9.1521,9.5504,9.0452
2019-06-30,9.3705,9.4144,9.599,9.0872
2019-05-31,9.7956,9.3705,9.7956,9.2572
2019-04-30,10.079,9.8712,10.8158,9.7484
2019-03-31,10.164,10.079,10.5985,9.7956
2019-02-28,9.1533,10.1168,10.5796,9.106
2019-01-31,9.1344,9.0872,9.5217,9.021
2018-12-31,9.7012,9.1155,9.8145,9.0305
2018-11-30,9.8428,9.55,10.079,9.4461
2018-10-31,10.249,9.8334,10.5419,9.2666
2018-09-30,10.3718,10.4096,10.4474,9.72
2018-08-31,10.2679,10.3907,10.6458,9.8145
2018-07-31,10.0223,10.249,10.3813,9.3989
2018-06-30,10.0291,10.0884,10.6866,9.8523
2018-05-31,10.1217,10.0939,10.9088,9.9087
2018-04-30,10.0939,9.9087,10.1217,9.5846
2018-03-31,11.2793,10.0384,11.4923,9.6865
2018-02-28,11.909,11.3811,12.5757,10.6032
2018-01-31,11.2052,11.9738,12.5202,11.2052
2017-12-31,12.45,12.13,12.77,11.67
2017-11-30,13.1,12.5,13.4,11.46
2017-10-31,12.98,13.1,13.14,12.52
2017-09-30,14.15,12.94,14.68,12.81
2017-08-31,13.28,13.99,14.36,12.47
2017-07-31,11.67,13.29,13.75,11.4
2017-06-30,10.85,11.67,11.77,10.85
2017-05-31,11.12,10.89,11.25,10.4
2017-04-30,11.42,11.12,11.77,10.55
2017-03-31,11.47,11.42,12.65,11.26
2017-02-28,11.1,11.47,11.95,11.05
2017-01-31,10.87,11.1,11.2,9.99
2016-12-31,10.97,10.86,11.09,10.44
2016-11-30,10.93,10.96,12.18,10.73
2016-10-31,10.65,11.0,11.61,10.55
2016-09-30,10.17,10.54,10.68,9.97
2016-08-31,9.51,10.17,10.35,9.31
2016-07-31,9.25,9.58,10.21,9.21
2016-06-30,8.98,9.27,9.38,8.7
2016-05-31,9.58,9.03,9.73,8.6
2016-04-30,9.26,9.53,10.48,9.2
2016-03-31,8.86,9.27,9.85,8.76
2016-02-29,8.75,8.85,9.56,8.35
2016-01-31,10.32,8.75,10.85,8.4
2015-12-31,9.9,10.29,10.64,9.82
2015-11-30,9.8,9.88,11.08,9.53
2015-10-31,10.15,10.06,10.82,9.74
2015-09-30,9.74,9.76,11.55,8.71
2015-08-31,9.97,9.65,13.24,8.65
2015-07-31,15.41,10.02,15.99,8.21
2015-06-30,13.77,15.73,18.3,13.28
2015-05-31,13.88,13.73,15.55,12.11
2015-04-30,11.96,13.91,15.2,11.91
2015-03-31,10.95,12.02,12.35,10.77
2015-02-28,10.78,10.92,11.03,10.23
2015-01-31,11.27,10.99,12.39,10.51
