,ts_code,trade_date,close,open,high,low,vol,amount
0,002271.SZ,20211130,39.53,41.7,43.35,36.42,742154981.0,30120887284.56
1,002271.SZ,20211029,41.75,44.48,49.8,41.2,484889101.0,21685267864.45
2,002271.SZ,20210930,44.32,48.0,52.18,38.85,672053258.0,30075625061.01
3,002271.SZ,20210831,48.4,51.48,59.5,47.75,533277239.0,28608103862.93
4,002271.SZ,20210730,50.88,54.67,57.3,45.13,525477878.0,27077413154.49
5,002271.SZ,20210630,55.32,63.32,64.14,53.19,475704312.0,27482080638.73
6,002271.SZ,20210531,62.65,57.4,62.65,53.14,369388301.0,21372054240.56
7,002271.SZ,20210430,57.76,51.65,59.94,49.0,481113590.0,26247974090.48
8,002271.SZ,20210331,51.16,48.78,53.98,42.81,726326001.0,35165291713.99
9,002271.SZ,20210226,47.23,48.51,57.6,46.17,489818018.0,25284807632.63
10,002271.SZ,20210129,48.5,38.5,53.36,38.43,701507354.0,33354334288.86
11,002271.SZ,20201231,38.8,34.01,39.29,33.7,526772126.0,19067612773.88
12,002271.SZ,20201130,34.2,37.49,40.43,33.6,490256096.0,18223762163.33
13,002271.SZ,20201030,37.07,55.01,61.0,31.6,360068508.0,16158657841.08
14,002271.SZ,20200930,53.9,59.94,63.32,52.0,316540789.0,17918856404.65
15,002271.SZ,20200831,59.94,55.11,61.48,51.2,323551325.0,18002948475.42
16,002271.SZ,20200731,54.82,41.4,57.21,39.81,451502069.0,22603418337.16
17,002271.SZ,20200630,40.63,38.9,41.89,37.26,343612900.0,13747026298.06
18,002271.SZ,20200529,38.55,38.2,39.95,35.87,345448778.0,13080004654.18
19,002271.SZ,20200430,38.64,34.17,41.28,32.52,460045847.0,17230984664.91
20,002271.SZ,20200331,34.03,31.5,35.55,28.91,624335830.0,20335412024.07
21,002271.SZ,20200228,31.06,24.45,32.8,24.45,416474887.0,12124183322.25
22,002271.SZ,20200123,27.17,26.6,29.13,25.93,234277211.0,6382573667.89
23,002271.SZ,20191231,26.31,23.86,26.35,22.97,306567749.0,7465884717.29
24,002271.SZ,20191129,24.0,23.45,25.45,23.18,353938883.0,8616478525.32
25,002271.SZ,20191031,23.45,20.86,23.59,20.86,245182725.0,5492703859.43
26,002271.SZ,20190930,21.02,20.3,22.27,19.95,278410266.0,5959421998.05
27,002271.SZ,20190830,20.27,23.07,24.4,20.22,347793745.0,7535733841.96
28,002271.SZ,20190731,23.12,22.99,24.34,21.91,227467972.0,5233029949.18
29,002271.SZ,20190628,22.66,19.23,22.95,18.5,236615168.0,4934465951.36
30,002271.SZ,20190531,19.19,18.8,21.13,18.71,270285617.0,5405772999.5
31,002271.SZ,20190430,19.61,21.5,23.5,18.55,502950256.0,10491283123.11
32,002271.SZ,20190329,21.07,19.23,22.36,18.56,453698115.0,9259079748.27
33,002271.SZ,20190228,19.22,16.3,19.66,15.84,306816178.0,5379670129.16
34,002271.SZ,20190131,16.15,13.0,16.58,12.2,366927040.0,5371860550.27
35,002271.SZ,20181228,12.95,14.5,15.64,12.75,294974620.0,4272290329.68
36,002271.SZ,20181130,14.08,14.6,15.25,13.53,310780002.0,4438341123.63
37,002271.SZ,20181031,13.49,14.28,14.3,10.37,337847947.0,4171380762.84
38,002271.SZ,20180928,14.53,15.21,15.53,13.6,195036214.0,2855641610.86
39,002271.SZ,20180831,15.42,17.15,17.84,14.16,330383235.0,5195395631.01
40,002271.SZ,20180731,17.31,16.9,18.77,14.52,613805417.0,10064630624.25
41,002271.SZ,20180629,17.01,35.12,36.47,16.69,170069997.0,4140434945.95
42,002271.SZ,20180531,35.1,35.8,39.39,34.58,117891497.0,4402633799.23
43,002271.SZ,20180427,35.89,41.21,42.46,34.68,111666844.0,4308335416.44
44,002271.SZ,20180330,41.06,38.88,46.24,38.31,133494447.0,5676362611.16
45,002271.SZ,20180228,39.07,39.8,42.2,35.25,109338152.0,4321064461.91
46,002271.SZ,20180131,39.8,39.97,44.4,38.68,119662793.0,4909535339.4
47,002271.SZ,20171229,39.96,36.22,40.49,34.58,85702642.0,3211557691.09
48,002271.SZ,20171130,36.1,38.88,40.67,34.52,160125652.0,6056451055.91
49,002271.SZ,20171031,38.8,39.19,42.68,37.5,99565035.0,3956416163.2
50,002271.SZ,20170929,38.57,35.45,40.35,33.93,155807428.0,5771045545.28
51,002271.SZ,20170831,35.42,36.56,37.0,32.92,111193164.0,3932085885.77
52,002271.SZ,20170731,36.61,37.46,38.78,33.88,120068401.0,4423690482.78
53,002271.SZ,20170630,37.1,32.75,37.75,31.6,151857181.0,5337342433.56
54,002271.SZ,20170531,32.83,28.05,33.34,27.46,177361757.0,5423501355.88
55,002271.SZ,20170428,27.9,29.37,30.5,27.21,299247681.0,8624004641.5
56,002271.SZ,20170331,26.7,25.78,29.5,24.85,156028217.0,4227898210.34
57,002271.SZ,20170228,25.59,23.27,26.13,22.61,106704377.0,2600668841.11
58,002271.SZ,20170126,23.27,21.75,23.71,20.81,70996611.0,1573870396.41
59,002271.SZ,20161230,21.69,22.6,24.36,20.92,124898942.0,2828628551.8
60,002271.SZ,20161130,22.48,23.55,23.89,21.91,140075202.0,3165748876.36
61,002271.SZ,20161031,23.62,25.6,25.6,22.8,143994919.0,3435932878.5
62,002271.SZ,20160930,25.67,22.82,25.96,22.06,178962730.0,4379116132.63
63,002271.SZ,20160831,22.82,20.6,23.1,19.6,177849539.0,3858150897.63
64,002271.SZ,20160729,20.88,17.9,21.16,17.9,259958278.0,5081921978.43
65,002271.SZ,20160630,17.23,15.92,17.61,15.45,191458737.0,3155974061.29
66,002271.SZ,20160531,15.9,16.75,17.38,14.2,173449420.0,2686890288.82
67,002271.SZ,20160429,16.71,16.75,18.68,16.01,286799594.0,5027350939.99
68,002271.SZ,20160331,16.89,14.89,18.08,14.8,480676843.0,7988244041.55
69,002271.SZ,20160229,14.95,13.2,15.52,12.58,240715265.0,3488707127.42
70,002271.SZ,20160129,13.3,19.56,19.68,12.39,283805303.0,4385561657.71
71,002271.SZ,20151231,19.53,18.74,22.44,18.51,600919657.0,12304902516.91
72,002271.SZ,20151130,18.48,17.76,20.38,17.03,564066934.0,10670194996.46
73,002271.SZ,20151030,17.76,18.33,20.75,17.17,302019388.0,5706093529.69
74,002271.SZ,20150930,17.65,17.9,19.51,15.15,206986998.0,3737255877.03
75,002271.SZ,20150831,18.27,20.43,27.18,16.72,278510202.0,5988404581.5
76,002271.SZ,20150731,20.7,25.0,26.75,15.39,367999202.0,7961511931.17
77,002271.SZ,20150630,25.7,30.8,34.38,21.47,310853030.0,9005167513.41
78,002271.SZ,20150529,60.28,43.58,65.73,38.03,157298876.0,7829358809.84
79,002271.SZ,20150430,43.61,42.4,47.8,41.4,126327841.0,5628006922.71
80,002271.SZ,20150331,42.39,39.0,43.82,37.25,105005166.0,4192001406.15
81,002271.SZ,20150227,38.75,40.97,40.98,37.0,39247533.0,1523246780.49
82,002271.SZ,20150130,41.1,33.38,41.61,31.98,70565151.0,2613709743.86
