,ts_code,trade_date,close,open,high,low,vol,amount
0,002901.SZ,20211130,47.24,46.09,51.88,45.1,23199511.0,1118234708.24
1,002901.SZ,20211029,46.08,53.43,58.08,44.38,28500257.0,1485544910.11
2,002901.SZ,20210930,52.98,48.12,59.89,46.04,53204996.0,2804747770.62
3,002901.SZ,20210831,48.12,54.66,59.23,47.74,32987739.0,1785981019.92
4,002901.SZ,20210730,54.96,72.07,73.86,54.74,32811957.0,2093384274.32
5,002901.SZ,20210630,72.89,75.81,80.48,65.24,46426241.0,3384467663.59
6,002901.SZ,20210531,76.0,64.83,77.59,62.0,48757222.0,3458091789.43
7,002901.SZ,20210430,64.83,49.9,66.3,49.81,44726312.0,2644256404.5
8,002901.SZ,20210331,50.09,54.0,54.88,47.37,22961795.0,1164189496.25
9,002901.SZ,20210226,53.53,70.1,70.94,51.72,33656661.0,1943116310.67
10,002901.SZ,20210129,70.1,73.74,84.5,67.41,54423791.0,4123773674.62
11,002901.SZ,20201231,73.73,69.32,75.98,68.0,46806610.0,3367666625.88
12,002901.SZ,20201130,69.09,90.81,92.18,67.35,41086122.0,3199203302.85
13,002901.SZ,20201030,91.6,91.35,104.55,87.65,26088292.0,2494900467.66
14,002901.SZ,20200930,91.34,101.2,105.5,84.8,29294524.0,2689784403.97
15,002901.SZ,20200831,100.25,106.5,110.98,89.07,34221252.0,3369433177.68
16,002901.SZ,20200731,104.74,118.37,118.71,96.03,48611422.0,5191308710.98
17,002901.SZ,20200630,119.29,93.89,120.38,88.14,28453044.0,2925970615.91
18,002901.SZ,20200529,92.0,83.11,98.88,81.28,29659729.0,2712634685.67
19,002901.SZ,20200430,83.1,67.6,88.78,64.64,29056921.0,2228194805.54
20,002901.SZ,20200331,67.27,67.27,78.3,59.0,34727121.0,2374706666.36
21,002901.SZ,20200228,66.54,57.4,72.0,55.0,41137184.0,2665803271.84
22,002901.SZ,20200123,63.78,59.78,67.58,55.53,30705719.0,1910900574.25
23,002901.SZ,20191231,59.09,59.22,62.18,54.0,40024873.0,2340219748.19
24,002901.SZ,20191129,59.9,55.15,71.0,53.3,59637805.0,3655485647.01
25,002901.SZ,20191031,55.2,47.05,58.2,46.6,35420303.0,1805757649.01
26,002901.SZ,20190930,47.33,38.23,49.17,37.96,37877126.0,1647697334.48
27,002901.SZ,20190830,38.16,38.81,40.93,36.5,42642795.0,1655648286.41
28,002901.SZ,20190731,39.6,33.5,41.86,33.16,38827150.0,1462231419.27
29,002901.SZ,20190628,32.88,32.03,33.7,28.65,19095152.0,601440505.56
30,002901.SZ,20190531,32.44,31.6,35.16,30.73,17163667.0,565823321.48
31,002901.SZ,20190430,32.3,32.98,37.37,31.92,32245675.0,1130108198.61
32,002901.SZ,20190329,32.85,33.61,35.9,31.73,40957343.0,1389423697.83
33,002901.SZ,20190228,33.53,29.23,34.6,29.23,20620233.0,669689131.61
34,002901.SZ,20190131,29.0,29.27,30.69,26.95,26331537.0,759965871.77
35,002901.SZ,20181228,29.59,36.5,36.5,28.52,24639446.0,790203060.45
36,002901.SZ,20181130,35.35,32.37,36.94,32.06,22539703.0,770254563.74
37,002901.SZ,20181031,32.56,28.78,33.08,24.24,24872511.0,713201072.02
38,002901.SZ,20180928,29.3,32.18,33.26,27.44,19316028.0,583443663.53
39,002901.SZ,20180831,32.66,34.79,34.89,28.9,25965615.0,837757973.17
40,002901.SZ,20180731,34.59,36.22,39.59,34.25,22197897.0,830508896.25
41,002901.SZ,20180629,36.32,39.58,40.4,32.48,25422649.0,939552450.31
42,002901.SZ,20180531,39.57,39.97,43.37,36.58,54837604.0,2254650001.63
43,002901.SZ,20180427,39.97,37.17,45.09,35.51,73267232.0,2904837979.18
44,002901.SZ,20180330,37.16,29.64,37.58,29.48,76505324.0,2588671572.28
45,002901.SZ,20180228,29.92,33.98,34.76,26.7,30839872.0,906633939.48
46,002901.SZ,20180131,33.97,37.64,39.1,33.6,86584029.0,3225572320.62
47,002901.SZ,20171229,37.5,35.5,39.43,32.72,82204967.0,2978361569.33
48,002901.SZ,20171130,35.87,39.6,51.8,34.22,182757432.0,8192975929.52
49,002901.SZ,20171031,39.96,29.51,51.83,29.51,171707552.0,7817807354.81
50,002901.SZ,20170929,26.83,13.87,26.83,13.87,79515.0,1820796.33
