trade_date,open,close,high,low
2021-12-31,4.94,5.18,5.26,4.91
2021-11-30,5.08,4.93,5.11,4.89
2021-10-31,5.38,5.07,5.45,4.91
2021-09-30,5.26,5.31,5.78,5.25
2021-08-31,5.12,5.26,5.55,5.09
2021-07-31,5.8292,5.13,5.8485,5.06
2021-06-30,5.8969,5.8292,5.9744,5.742000000000001
2021-05-31,5.7614,5.9066,5.9744,5.7323
2021-04-30,7.3107,5.742000000000001,7.3784,5.7323
2021-03-31,6.3811,7.7948,8.0078,5.9647
2021-02-28,6.0131,6.3714,6.6329,5.8776
2021-01-31,6.5651,6.0519,6.7103,6.0131
2020-12-31,7.07,6.5651,7.33,6.3424
2020-11-30,6.76,6.8362,7.31,6.3036
2020-10-31,6.86,6.507000000000001,7.4,6.4876
2020-09-30,7.3,6.6038,7.41,6.5554
2020-08-31,7.4,7.0976,7.78,6.933
2020-07-31,7.3238,7.1461,8.9,6.8265
2020-06-30,6.9185,7.2609,7.5894,6.8416
2020-05-31,6.9884,6.7927,7.0932,6.617999999999999
2020-04-30,6.8137,7.0303,7.3867,6.7368
2020-03-31,7.4776,6.8137,7.8969,6.4922
2020-02-29,6.8276,7.4217,7.8899,6.1707
2020-01-31,8.6306,7.5824,8.6446,7.5195
2019-12-31,8.0436,8.5049,8.7355,7.7851
2019-11-30,8.4,8.0436,8.6306,7.9458
2019-10-31,8.5328,8.4629,9.2456,8.3162
2019-09-30,8.6446,8.6446,9.7418,8.4769
2019-08-31,8.427999999999999,8.6446,8.7005,7.6034
2019-07-31,8.6461,8.4909,8.8333,7.9668
2019-06-30,8.221,8.4747,8.8656,7.6245
2019-05-31,8.557,8.2622,8.5776,7.8713
2019-04-30,9.4415,8.7764,10.4974,8.509
2019-03-31,8.7216,9.5032,10.7991,8.7216
2019-02-28,6.932,8.7079,9.4484,6.9046
2019-01-31,7.3365,6.8977,7.3365,6.6509
2018-12-31,7.7891,7.3708,7.7959,6.5275
2018-11-30,7.3365,7.46,8.461,7.0691
2018-10-31,7.5491,7.4805,7.6108,6.1641
2018-09-30,7.5491,7.6451,7.7891,7.268
2018-08-31,7.6999,7.5559,7.9331,7.028
2018-07-31,7.5175,7.7891,7.8645,7.0623
2018-06-30,8.343,7.5443,8.484,6.9402
2018-05-31,8.6854,8.3565,9.1753,8.3028
2018-04-30,9.0075,8.6854,9.719,8.4974
2018-03-31,9.1351,9.0008,9.7995,8.7189
2018-02-28,9.625,9.1149,9.6653,8.1618
2018-01-31,9.9137,9.5915,10.5714,9.2492
2017-12-31,14.51,15.0,15.17,13.44
2017-11-30,15.97,14.55,15.97,14.04
2017-10-31,16.96,15.79,18.28,15.61
2017-09-30,17.48,16.85,17.98,16.47
2017-08-31,17.6,17.54,18.32,16.5
2017-07-31,15.53,17.67,18.34,14.86
2017-06-30,14.68,15.6,16.15,14.22
2017-05-31,17.19,14.93,17.47,14.5
2017-04-30,18.81,17.45,20.8,16.65
2017-03-31,22.09,18.81,24.31,18.34
2017-02-28,18.83,20.09,20.7,17.48
2017-01-31,19.63,18.68,24.29,17.11
2016-12-31,16.75,18.75,19.0,16.5
2016-11-30,17.26,16.75,17.99,15.6
2016-10-31,19.32,17.35,19.44,16.69
2016-09-30,13.56,18.4,19.09,13.56
2016-04-30,10.83,12.91,13.45,10.83
2016-03-31,9.71,11.4,12.39,9.33
2016-02-29,9.37,9.75,10.83,8.86
2016-01-31,15.06,9.46,15.48,8.7
2015-12-31,13.7,15.55,16.45,13.2
2015-11-30,13.59,13.8,15.7,12.65
2015-10-31,12.78,13.91,14.92,12.13
2015-09-30,11.6,12.19,13.5,9.33
2015-08-31,10.49,11.74,16.42,8.7
2015-07-31,15.25,10.53,15.79,7.44
2015-06-30,19.2,15.48,21.83,13.31
2015-05-31,15.02,19.15,21.17,13.3
2015-04-30,13.04,15.02,16.97,12.82
2015-03-31,11.06,13.11,13.47,10.62
2015-02-28,10.55,11.09,11.29,9.93
2015-01-31,9.62,10.79,11.39,9.51
