,ts_code,trade_date,close,open,high,low,vol,amount
0,600438.SH,20211130,44.92,56.5,56.87,43.9,1425182742.0,70132429579.0
1,600438.SH,20211029,57.23,52.57,57.48,49.28,1036090356.0,56585628109.0
2,600438.SH,20210930,50.94,61.02,62.77,47.69,1852432847.0,99796833086.0
3,600438.SH,20210831,61.0,43.15,62.32,43.0,2609373078.0,131758939673.0
4,600438.SH,20210730,43.22,44.71,45.88,38.5,2742903788.0,115690675565.0
5,600438.SH,20210630,43.27,39.85,44.24,33.55,2073502256.0,77606014124.0
6,600438.SH,20210531,40.13,35.0,41.29,34.76,1341109063.0,51628090715.0
7,600438.SH,20210430,35.23,33.29,36.0,29.97,1518086365.0,50880516820.0
8,600438.SH,20210331,32.74,48.15,49.49,29.34,2921828774.0,102046144794.0
9,600438.SH,20210226,46.98,43.89,55.5,42.69,1675824739.0,80445750438.0
10,600438.SH,20210129,46.0,38.3,51.49,37.0,2558710230.0,109273291828.0
11,600438.SH,20201231,38.44,30.53,41.1,27.82,2280470510.0,77260567791.0
12,600438.SH,20201130,30.8,30.1,34.71,28.9,1600682922.0,50231506913.0
13,600438.SH,20201030,30.7,28.6,32.86,26.63,1255153740.0,36987432095.0
14,600438.SH,20200930,26.58,24.3,27.6,21.75,1320474795.0,32957024579.0
15,600438.SH,20200831,24.4,27.65,28.11,21.51,1549056288.0,37413196863.0
16,600438.SH,20200731,27.3,17.95,28.35,17.41,2028303571.0,44499910915.0
17,600438.SH,20200630,17.38,13.96,18.18,13.68,1370204918.0,21139278902.0
18,600438.SH,20200529,13.7,14.97,15.55,12.84,1661445494.0,23758311291.0
19,600438.SH,20200430,15.11,11.5,15.26,11.22,3001361478.0,38082777439.0
20,600438.SH,20200331,11.61,17.64,18.41,11.21,2592685796.0,35182758002.0
21,600438.SH,20200228,17.25,12.19,20.1,12.18,1732865142.0,30446370818.0
22,600438.SH,20200123,13.54,13.3,15.64,13.16,747809919.0,10787963015.0
23,600438.SH,20191231,13.13,13.32,13.96,12.53,546071893.0,7262498469.0
24,600438.SH,20191129,13.1,12.61,13.29,11.19,508181373.0,6326462123.0
25,600438.SH,20191031,12.72,12.79,13.35,11.42,538972686.0,6773470370.0
26,600438.SH,20190930,12.74,14.8,15.67,12.6,614286284.0,8847291896.0
27,600438.SH,20190830,14.65,14.45,15.52,12.37,813536147.0,11429485342.0
28,600438.SH,20190731,14.56,14.5,14.93,12.47,695272860.0,9629342380.0
29,600438.SH,20190628,14.06,15.31,15.59,13.02,564705742.0,8095296252.0
30,600438.SH,20190531,15.4,13.85,16.78,13.45,777742024.0,11747869202.0
31,600438.SH,20190430,14.27,12.16,15.65,12.1,960580058.0,13262320732.0
32,600438.SH,20190329,12.16,11.94,13.06,11.1,1097978339.0,13265541325.0
33,600438.SH,20190228,11.9,10.4,13.78,10.36,849568866.0,10311273797.0
34,600438.SH,20190131,10.26,8.3,10.62,7.77,803831901.0,7562888379.0
35,600438.SH,20181228,8.28,8.9,9.83,7.84,649334022.0,5731482162.0
36,600438.SH,20181130,8.48,6.45,8.8,6.45,869070696.0,6756392210.0
37,600438.SH,20181031,6.4,6.54,6.61,4.96,491498988.0,2854645123.0
38,600438.SH,20180928,6.67,6.5,6.83,6.08,502955671.0,3264087654.0
39,600438.SH,20180831,6.4,7.04,7.14,5.62,595697157.0,3738266189.0
40,600438.SH,20180731,7.08,6.91,7.37,5.98,725035460.0,4790161639.0
41,600438.SH,20180629,6.9,11.18,11.2,6.12,1029262351.0,7683000861.0
42,600438.SH,20180531,11.28,11.78,13.26,10.74,609061364.0,7380043959.0
43,600438.SH,20180427,11.78,10.64,12.13,10.0,630168267.0,7057007450.0
44,600438.SH,20180330,10.62,10.11,11.17,9.86,611949408.0,6383922533.0
