,ts_code,trade_date,close,open,high,low,vol,amount
0,002074.SZ,20211130,66.52,59.01,66.6,54.85,1035264919.0,62992663804.32
1,002074.SZ,20211029,58.9,48.56,60.88,44.68,641571580.0,34649594698.72
2,002074.SZ,20210930,47.49,53.48,59.24,45.0,966376540.0,51834917795.11
3,002074.SZ,20210831,53.75,56.56,65.98,49.4,1497801858.0,84078925718.52
4,002074.SZ,20210730,54.64,43.21,60.45,41.7,1761659888.0,91855797381.94
5,002074.SZ,20210630,43.56,37.07,44.4,33.12,923091876.0,34971068468.55
6,002074.SZ,20210531,35.89,35.0,36.52,30.61,467739532.0,15638670838.17
7,002074.SZ,20210430,34.74,36.59,40.17,31.5,615204395.0,21696426454.41
8,002074.SZ,20210331,36.03,37.98,40.33,31.61,736023562.0,27083195398.04
9,002074.SZ,20210226,36.89,36.78,43.1,35.58,771261898.0,30140227159.51
10,002074.SZ,20210129,36.59,39.5,45.44,35.95,1414122775.0,57268042522.63
11,002074.SZ,20201231,39.12,29.0,40.99,27.6,1571041152.0,53980805029.92
12,002074.SZ,20201130,29.27,25.92,31.84,25.89,1225054094.0,35473367336.24
13,002074.SZ,20201030,26.36,24.46,27.68,23.82,695741263.0,18066940474.54
14,002074.SZ,20200930,23.8,25.4,26.16,21.59,435083942.0,10189993301.52
15,002074.SZ,20200831,25.34,25.06,28.42,23.95,800803881.0,20868496654.69
16,002074.SZ,20200731,25.26,27.3,33.78,23.58,1352712718.0,38615815735.48
17,002074.SZ,20200630,26.84,32.89,36.18,26.3,1379829217.0,40936707572.39
18,002074.SZ,20200529,29.9,22.96,29.9,22.95,517678416.0,12811899801.26
19,002074.SZ,20200430,22.85,17.74,26.97,16.86,1246066725.0,26634805140.11
20,002074.SZ,20200331,17.48,22.59,23.68,16.48,864852560.0,17221151618.16
21,002074.SZ,20200228,22.28,22.46,29.6,22.21,1810341094.0,45730263185.89
22,002074.SZ,20200123,24.95,14.55,25.42,14.37,842572948.0,15902122837.12
23,002074.SZ,20191231,14.55,12.07,14.84,11.8,523768565.0,7090931190.02
24,002074.SZ,20191129,12.04,12.26,13.61,11.55,287950579.0,3553479658.85
25,002074.SZ,20191031,12.24,12.4,12.93,12.0,166327803.0,2064646067.81
26,002074.SZ,20190930,12.51,12.44,15.1,12.34,435853817.0,5987280144.14
27,002074.SZ,20190830,12.37,12.79,13.49,11.31,240236024.0,2978039975.08
28,002074.SZ,20190731,12.82,13.44,14.06,12.45,226774899.0,2985626762.9
29,002074.SZ,20190628,13.11,12.68,14.44,12.21,370370348.0,5039810954.4
30,002074.SZ,20190531,12.75,14.25,14.63,12.25,297216150.0,3963117821.22
31,002074.SZ,20190430,14.72,17.81,18.08,13.68,509843613.0,8269121445.9
32,002074.SZ,20190329,17.59,16.9,19.27,16.6,463835076.0,8341811948.49
33,002074.SZ,20190228,16.85,12.24,18.0,12.22,486427318.0,7515761530.6
34,002074.SZ,20190131,12.18,11.59,12.86,11.24,180203766.0,2200401609.43
35,002074.SZ,20181228,11.56,12.85,12.97,10.71,255348199.0,3059181248.78
36,002074.SZ,20181130,12.56,12.18,13.41,11.67,316008601.0,4022915369.99
37,002074.SZ,20181031,12.17,13.41,13.68,10.0,257505850.0,3053673377.97
38,002074.SZ,20180928,13.69,13.12,14.58,12.79,271215974.0,3700817236.63
39,002074.SZ,20180831,13.19,13.7,13.8,12.35,190839878.0,2501463884.28
40,002074.SZ,20180731,13.7,14.0,14.58,12.8,303683584.0,4118630759.81
41,002074.SZ,20180629,14.06,16.13,16.97,12.5,210356818.0,3061558862.08
42,002074.SZ,20180531,16.17,17.15,18.76,15.91,238862747.0,4188808076.38
43,002074.SZ,20180427,17.01,22.33,22.65,16.21,211064510.0,4079199279.94
44,002074.SZ,20180330,22.01,20.69,23.64,19.61,301341291.0,6564559807.45
45,002074.SZ,20180228,20.98,20.9,21.27,16.61,191371668.0,3718103562.23
46,002074.SZ,20180131,20.77,22.31,23.27,20.5,215667954.0,4727879542.5
47,002074.SZ,20171229,22.26,23.68,23.78,20.9,174675137.0,3832067124.87
48,002074.SZ,20171130,23.66,30.0,32.47,23.42,195481235.0,5697018834.5
49,002074.SZ,20171031,30.01,32.3,32.53,29.47,142109572.0,4391742247.54
50,002074.SZ,20170929,31.7,30.2,36.0,29.45,524022389.0,17369510050.19
51,002074.SZ,20170831,30.18,35.65,36.93,29.36,294442134.0,9579258493.0
52,002074.SZ,20170731,35.96,31.55,36.2,30.55,300988943.0,10063530201.26
53,002074.SZ,20170630,31.55,26.66,32.4,26.2,199523784.0,5973311727.89
54,002074.SZ,20170531,26.98,31.19,31.85,25.3,156592232.0,4374217363.26
55,002074.SZ,20170428,31.76,33.96,35.98,30.0,172613853.0,5814937124.51
56,002074.SZ,20170331,33.02,30.51,34.48,30.29,307803328.0,10043387617.54
57,002074.SZ,20170228,30.47,31.28,31.43,29.66,97252744.0,2978594988.16
58,002074.SZ,20170126,31.28,31.01,33.08,29.4,92808736.0,2918113080.73
59,002074.SZ,20161230,30.99,32.67,33.12,30.42,119959158.0,3805596744.37
60,002074.SZ,20161130,32.6,35.8,36.88,31.94,155182087.0,5276490750.49
61,002074.SZ,20161031,35.15,33.35,36.24,33.32,102062832.0,3570243801.31
62,002074.SZ,20160930,33.1,36.48,37.88,32.35,160514879.0,5641951318.62
63,002074.SZ,20160831,36.54,35.96,38.86,35.06,224019969.0,8320026815.96
64,002074.SZ,20160729,36.78,39.76,43.46,35.39,478224320.0,19261150185.13
65,002074.SZ,20160630,39.47,32.48,44.28,32.44,759779152.0,29956426169.99
66,002074.SZ,20160531,32.7,34.5,37.65,29.12,413512267.0,13847884607.86
67,002074.SZ,20160429,34.99,36.5,40.57,31.84,335543841.0,12176958470.77
68,002074.SZ,20160331,36.73,31.68,39.39,29.71,357141299.0,12473906571.17
69,002074.SZ,20160229,31.75,24.59,34.52,23.24,220322040.0,6736743383.29
70,002074.SZ,20160129,24.46,36.67,36.7,22.66,213400425.0,6164851196.12
71,002074.SZ,20151231,37.1,37.05,39.43,34.58,317936460.0,11766336780.6
72,002074.SZ,20151130,37.04,32.77,44.1,30.48,532226852.0,20410277460.53
73,002074.SZ,20151030,33.8,30.9,36.77,29.5,377481435.0,12577475981.74
74,002074.SZ,20150930,29.48,27.39,31.8,22.51,355978784.0,10049875205.48
75,002074.SZ,20150831,27.46,28.0,37.88,22.6,439588879.0,13351501203.89
76,002074.SZ,20150731,28.75,24.3,30.13,16.29,252087217.0,6354946277.68
77,002074.SZ,20150630,24.81,31.31,39.48,20.75,380000353.0,12384570101.01
78,002074.SZ,20150529,30.77,28.6,37.4,26.03,285674752.0,9167989408.93
79,002074.SZ,20150430,28.88,31.24,33.87,26.26,250957626.0,7421517595.42
80,002074.SZ,20150331,28.4,27.56,29.95,23.01,307003796.0,8051153188.5
81,002074.SZ,20150227,27.18,18.0,29.62,17.96,195226265.0,4638334035.13
82,002074.SZ,20150130,17.93,14.1,20.26,13.53,195796652.0,3383431169.07
