trade_date,open,close,high,low
2021-12-31,8.21,7.71,8.32,7.11
2021-11-30,6.03,8.22,9.15,5.83
2021-10-31,6.05,5.48,6.11,5.44
2021-09-30,5.66,5.99,7.43,5.51
2021-08-31,4.78,5.66,6.12,4.76
2021-07-31,4.81,4.8,5.13,4.62
2021-06-30,4.74,4.81,5.57,4.47
2021-05-31,5.1855,4.74,5.4527,4.5918
2021-04-30,4.6511,5.1855,5.3439,4.4532
2021-03-31,4.6413,4.6808,5.0272,4.473
2021-02-28,4.4433,4.6215,4.9678,4.0574
2021-01-31,5.621,4.4136,6.185,4.3839999999999995
2020-12-31,6.87,5.5913,7.02,5.2053
2020-11-30,6.58,6.8085,7.07,6.1949
2020-10-31,5.77,6.4225,6.9,5.71
2020-09-30,5.55,5.6902,6.24,5.2449
2020-08-31,5.15,5.522,5.95,5.0668
2020-07-31,4.45,5.0272,5.45,4.3444
2020-06-30,4.4103,4.45,4.64,4.2818
2020-05-31,4.5191,4.4103,5.0827,4.2125
2020-04-30,4.6971,4.5488,5.0827,4.4499
2020-03-31,5.8837,4.7366,6.6649,4.5982
2020-02-29,3.7873,5.9035,7.545,3.6687
2020-01-31,4.2224,4.2027,4.4696,4.0642
2019-12-31,4.0148,4.1928,4.2323,3.8763
2019-11-30,3.906,4.0049,4.2521,3.728
2019-10-31,4.084,3.9159,4.2422,3.8961
2019-09-30,4.3015,4.0444,4.5982,3.9159
2019-08-31,3.9357,4.262,4.4301,3.4313
2019-07-31,4.1833,3.9851,4.4961,3.9258
2019-06-30,4.1149,4.0855,4.1931,3.8412
2019-05-31,4.1442,4.0855,4.2517,3.8510000000000004
2019-04-30,4.5058,4.2615,5.1705,4.1051
2019-03-31,4.281000000000001,4.4765,4.8577,4.154
2019-02-28,4.2713,4.281000000000001,4.5742,4.0953
2019-01-31,3.5968,3.8803,4.0367,3.5382
2018-12-31,3.8998,3.5675,4.0758,3.5284
2018-11-30,3.6262,3.8607,4.0074,3.5382
2018-10-31,3.9389,3.6066,3.9389,3.2254
2018-09-30,4.1149,3.9585,4.1735,3.8314
2018-08-31,4.2224,4.1442,4.3983,4.0074
2018-07-31,4.1051,4.2224,4.5156,3.7532
2018-06-30,4.2846,4.1051,4.989,3.7442
2018-05-31,4.7092,4.2942,4.8829,4.2267
2018-04-30,4.6609,4.7092,4.8636,4.4583
2018-03-31,4.3425,4.6706,4.7381,4.0916
2018-02-28,4.8829,4.3521,4.8829,4.0047
2018-01-31,5.2688,4.8539,5.6259,4.8153
2017-12-31,5.63,5.45,5.68,5.28
2017-11-30,6.12,5.63,6.14,5.51
2017-10-31,6.5,6.12,6.69,6.04
2017-09-30,6.41,6.47,7.08,6.33
2017-08-31,6.17,6.42,6.47,6.03
2017-07-31,6.58,6.15,6.81,6.0
2017-06-30,6.88,6.59,6.89,6.23
2017-05-31,7.2678,6.88,7.2988,6.1659
2017-04-30,8.9455,7.2616,9.1002,6.8097
2017-03-31,8.7102,9.0383,9.4407,8.2088
2017-02-28,8.3016,8.7102,9.2859,8.2893
2017-01-31,7.3669,8.2831,10.0164,7.3173
2016-12-31,7.8002,7.2988,7.8373,6.7602
2016-11-30,7.9488,7.7631,8.1964,7.5835
2016-10-31,8.1159,7.9178,8.4502,7.8621
2016-09-30,7.8126,8.0726,8.704,7.565
2016-08-31,7.3173,7.8559,8.2831,6.8839999999999995
2016-07-31,7.1502,7.3235,7.9983,6.9397
2016-06-30,6.4506,7.144,7.2802,6.104
2016-05-31,6.8159,6.3578,7.372999999999999,5.8068
2016-04-30,6.7168,6.8406,7.372999999999999,6.3206
2016-03-31,6.4259,6.7787,7.0449,5.8811
2015-09-30,6.2402,7.1378,7.7507,5.2620000000000005
2015-08-31,7.7073,6.202999999999999,9.4717,5.7139999999999995
2015-07-31,10.585999999999999,7.794,11.1493,6.3949
2015-06-30,13.0776,10.8336,16.7085,9.3912
2015-05-31,10.687000000000001,13.0282,14.4429,10.3657
2015-04-30,9.0685,10.687000000000001,11.2924,9.0376
2015-03-31,8.0801,9.0685,9.3341,8.0369
2015-02-28,8.0245,8.0492,8.5866,7.5612
2015-01-31,7.0176,8.0739,8.6484,6.9002
