,ts_code,trade_date,close,open,high,low,vol,amount
0,603982.SH,20211130,47.19,29.33,47.19,27.71,160880884.0,5831850134.0
1,603982.SH,20211029,29.06,19.07,30.2,18.38,143555943.0,3537531129.0
2,603982.SH,20210930,19.04,21.68,24.39,18.78,100324583.0,2201540528.0
3,603982.SH,20210831,21.5,15.06,22.4,15.06,137364616.0,2533900215.0
4,603982.SH,20210730,15.0,16.88,17.75,14.7,83132254.0,1352584171.0
5,603982.SH,20210630,16.84,15.91,17.8,15.64,91331199.0,1523780343.0
6,603982.SH,20210531,15.88,16.64,16.93,15.5,55316190.0,886106876.0
7,603982.SH,20210430,16.59,16.03,18.5,15.86,103794870.0,1791185758.0
8,603982.SH,20210331,16.0,15.98,17.4,15.01,90818833.0,1441952361.0
9,603982.SH,20210226,15.8,15.25,17.2,14.94,61203535.0,965294062.0
10,603982.SH,20210129,15.27,20.58,21.32,15.1,122611495.0,2179000630.0
11,603982.SH,20201231,20.13,19.56,20.99,18.3,209432829.0,4110373535.0
12,603982.SH,20201130,19.62,18.94,21.45,17.72,208028385.0,4084811959.0
13,603982.SH,20201030,19.34,16.35,19.64,16.32,108504828.0,1992926985.0
14,603982.SH,20200930,16.1,18.5,19.76,15.94,78596878.0,1405494640.0
15,603982.SH,20200831,18.57,18.18,22.69,17.9,188702327.0,3687108687.0
16,603982.SH,20200731,18.09,17.35,21.32,16.98,183604864.0,3467652311.0
17,603982.SH,20200630,17.29,17.87,20.16,16.8,160846929.0,2916995912.0
18,603982.SH,20200529,17.97,15.0,28.13,14.78,255315701.0,5174294988.0
19,603982.SH,20200430,15.13,15.98,20.34,14.0,178737980.0,3007784167.0
20,603982.SH,20200331,15.47,15.9,17.96,13.96,97267406.0,1556797476.0
21,603982.SH,20200228,15.91,15.34,19.25,13.81,120053557.0,2034768371.0
22,603982.SH,20200123,17.04,18.75,19.84,16.37,81340320.0,1538319041.0
23,603982.SH,20191231,18.73,15.95,22.82,15.71,352579719.0,7235742659.0
24,603982.SH,20191129,15.73,16.21,18.08,15.4,74641537.0,1264058319.0
25,603982.SH,20191031,16.71,19.32,19.59,16.56,61516997.0,1135368131.0
26,603982.SH,20190930,19.21,22.0,24.86,19.2,198573175.0,4497447744.0
27,603982.SH,20190830,21.96,19.18,24.59,19.08,300671822.0,6494757123.0
28,603982.SH,20190731,19.34,23.29,24.55,18.13,178180314.0,3757863863.0
29,603982.SH,20190628,22.83,30.24,35.65,22.27,427605462.0,11584423321.0
30,603982.SH,20190531,27.49,11.75,27.49,11.75,19515884.0,482591626.0
