a2,--海底捞  成功了--20220511--实体=7.71-持仓量20220304-20220506-中间值9.72--7周-换手率,236.6-流通市值,24.0亿,化学制药,永安药业**002365.SZ
a2,--海底捞  成功了--20220511--实体=5.86,生物制药,千红制药**002550.SZ
