a2,--海底捞  成功了--20220527--实体=14.35,医药商业,英特集团**000411.SZ
a2,--海底捞  成功了--20220527--实体=15.25-持仓量20220325-20220527-中间值4.42--7周-换手率,140.6-流通市值,22.2亿,汽车配件,浩物股份**000757.SZ
a2,--海底捞  成功了--20220527--实体=15.07-持仓量20220325-20220527-中间值3.43--7周-换手率,215.0-流通市值,44.2亿,百货,友阿股份**002277.SZ
a2,--海底捞  成功了--20220527--实体=17.48,玻璃,德力股份**002571.SZ
a2,--海底捞  成功了--20220527--实体=9.39,电气设备,通达动力**002576.SZ
a2,--海底捞  成功了--20220527--实体=10.36,汽车配件,浙江世宝**002703.SZ
a2,--海底捞  成功了--20220527--实体=5.54,文教休闲,实丰文化**002862.SZ
a2,--海底捞  成功了--20220527--实体=6.27,水力发电,明星电力**600101.SH
a2,--海底捞  成功了--20220527--实体=7.62-持仓量20220325-20220527-中间值2.31--8周-换手率,54.4-流通市值,190.6亿,汽车服务,广汇汽车**600297.SH
a2,--海底捞  成功了--20220527--实体=8.52,纺织机械,卓郎智能**600545.SH
a2,--海底捞  成功了--20220527--实体=8.54-持仓量20220325-20220527-中间值3.42--7周-换手率,54.1-流通市值,39.0亿,电器仪表,飞乐音响**600651.SH
a2,--海底捞  成功了--20220527--实体=6.79,综合类,悦达投资**600805.SH
a2,--海底捞  成功了--20220527--实体=6.82,铜,众源新材**603527.SH
