,ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pb,circ_mv
1235,603185.SH,20220323,151.02,2.2239,0.71,78.2278,5.6437,4128341.8292
1236,300725.SZ,20220323,100.42,7.9379,1.5,108.8654,8.5359,1642054.2532
1237,600753.SH,20220323,17.61,7.2996,1.39,190.1932,12.5464,378685.44
1238,002972.SZ,20220323,17.11,2.2597,0.88,21.9577,2.5222,100158.6018
1239,600638.SH,20220323,5.79,1.0994,1.54,14.5058,0.9003,389896.7391
1240,688086.SH,20220323,12.86,2.3085,0.54,23.5921,1.342,170615.7522
1241,300417.SZ,20220323,11.36,1.3402,0.93,23.4523,3.1273,93581.5795
1242,002756.SZ,20220323,124.95,3.4097,0.8,196.6049,10.8652,3307724.006
1243,871245.BJ,20220323,16.15,0.8321,0.51,29.6647,2.7799,16570.9191
1244,688022.SH,20220323,49.86,3.3695,0.95,122.2957,5.675,295294.4489
1245,002404.SZ,20220323,5.69,0.9683,0.63,16.8747,1.8043,261141.8541
1246,000563.SZ,20220323,3.11,0.2651,0.51,17.9791,1.0052,1232807.9951
1247,603663.SH,20220323,16.76,1.1829,0.82,55.5618,3.414,359141.06
1248,600736.SH,20220323,7.25,23.894,2.35,27.6335,1.1811,834687.3576
1249,688311.SH,20220323,61.39,1.1975,0.83,65.7584,3.9454,405043.1165
1250,601007.SH,20220323,6.87,2.2792,0.51,61.7363,1.7533,267930.0
1251,600059.SH,20220323,9.8,0.7321,0.87,59.3589,1.6892,893311.5647
1252,000932.SZ,20220323,5.3,1.9134,0.76,5.7255,0.8413,3030510.0237
1253,002841.SZ,20220323,69.41,0.4003,0.77,24.3306,5.5411,3131477.5719
1254,300987.SZ,20220323,28.63,7.2273,0.79,63.5288,5.0902,85958.712
1255,688138.SH,20220323,15.47,1.2003,0.72,54.1012,3.448,126157.85
1256,688018.SH,20220323,137.95,2.0975,0.47,55.7277,6.0657,624899.1946
1257,603920.SH,20220323,17.6,1.3646,1.42,30.8416,3.5899,936625.1752
1258,601377.SH,20220323,7.69,0.5686,0.5,12.8637,1.2503,5149740.5173
1259,300916.SZ,20220323,50.7,2.0701,0.73,36.2758,3.5099,88025.2893
1260,300039.SZ,20220323,8.88,12.7111,0.54,87.5258,3.0599,814043.0257
1261,003026.SZ,20220323,60.62,1.2778,0.39,69.7294,7.9436,377631.6838
1262,301099.SZ,20220323,63.85,4.1138,0.43,85.7688,6.3715,104172.3221
1263,300132.SZ,20220323,7.85,2.3733,0.92,8.8003,1.2808,372013.4711
1264,605166.SH,20220323,13.61,3.1172,1.82,37.0749,3.1108,255330.5574
1265,600326.SH,20220323,6.0,0.6317,0.66,12.6182,1.2908,551134.3962
1266,300390.SZ,20220323,77.2,3.3333,0.61,49.4109,15.2433,3247597.351
1267,301100.SZ,20220323,27.23,2.7206,0.6,37.9294,2.4661,129129.9944
1268,300706.SZ,20220323,23.36,1.7332,0.48,608.8311,4.7824,225089.7861
1269,300069.SZ,20220323,20.0,0.4144,0.78,,8.9187,234000.0
1270,600730.SH,20220323,6.1,2.4534,0.55,192.2004,1.8721,357860.1612
1271,300604.SZ,20220323,39.2,1.0958,0.34,279.164,14.9718,1675631.3342
1272,836675.BJ,20220323,6.16,0.3347,0.65,17.7734,2.0394,48107.6719
1273,301127.SZ,20220323,14.41,6.3489,0.6,36.8807,3.1023,138687.7135
1274,601298.SH,20220323,5.44,0.1144,0.67,9.1913,1.0269,2933288.8
1275,601117.SH,20220323,9.64,1.3794,0.81,16.0967,1.2659,5549294.3532
1276,000722.SZ,20220323,9.01,4.2665,1.04,42.7265,1.3493,418206.6121
1277,300710.SZ,20220323,46.22,1.7671,0.91,52.4971,4.7757,203963.8682
1278,603607.SH,20220323,13.38,0.6119,1.01,22.1836,2.5273,238855.4784
1279,300144.SZ,20220323,13.69,1.0731,0.6,,4.6466,3131843.3196
1280,000402.SZ,20220323,5.8,1.2395,2.08,6.9387,0.4737,1732937.7669
1281,605162.SH,20220323,10.6,5.2707,1.05,26.9788,3.8405,84895.612
1282,603610.SH,20220323,18.87,1.4169,0.69,19.3282,1.7027,306943.7941
1283,688139.SH,20220323,74.71,0.9835,1.12,62.1818,6.5873,1377477.8476
1284,002521.SZ,20220323,5.81,0.5784,0.68,17.9726,0.8028,234044.1033
1285,300748.SZ,20220323,33.68,0.7386,0.48,115.2277,9.9633,2364967.399
1286,002126.SZ,20220323,9.78,1.3308,0.64,24.0898,1.8354,745524.8904
1287,832735.BJ,20220323,18.77,0.195,0.55,19.141,1.7707,82360.7779
1288,600350.SH,20220323,5.11,0.1381,0.59,12.0574,0.8659,2458505.7529
1289,600601.SH,20220323,2.59,0.2878,0.41,,26.6647,568476.8218
1290,603778.SH,20220323,4.44,4.9798,0.54,,2.0893,285428.571
1291,603927.SH,20220323,26.5,0.9666,0.61,33.0024,6.7687,1204222.0736
1292,000006.SZ,20220323,4.56,1.9981,1.96,7.1197,0.803,615597.741
1293,600635.SH,20220323,3.58,0.2853,0.5,20.5145,1.231,865927.4197
1294,600366.SH,20220323,11.64,1.6079,0.56,22.2159,2.3708,1151328.3712
1295,688819.SH,20220323,33.56,2.5611,2.28,14.3098,2.659,431269.7739
1296,000797.SZ,20220323,2.95,4.1407,2.01,16.1693,0.8787,463179.5634
1297,002251.SZ,20220323,5.92,0.4744,0.73,45.7797,0.6571,511431.139
1298,605005.SH,20220323,18.42,2.5026,0.84,39.2261,5.2055,94435.7499
1299,002842.SZ,20220323,9.33,1.3087,0.63,62.301,2.6395,198031.7122
1300,600390.SH,20220323,5.09,0.4613,0.75,6.1018,0.5775,2289515.3186
1301,688617.SH,20220323,225.0,1.1301,0.91,72.1464,8.4363,997148.9475
1302,603369.SH,20220323,44.31,0.6481,1.1,35.4755,5.9126,5558689.5
1303,300657.SZ,20220323,11.4,0.9192,0.79,56.0677,2.7447,482071.6336
1304,600992.SH,20220323,14.61,8.4815,0.86,115.3907,2.4479,358076.49
1305,300012.SZ,20220323,19.76,1.2946,1.21,57.483,7.7966,3006737.8132
1306,601601.SH,20220323,23.28,0.3158,0.56,9.1101,1.0146,15935256.5072
1307,002539.SZ,20220323,12.92,2.04,0.82,26.1766,3.2638,850198.2266
1308,300261.SZ,20220323,23.67,9.4573,0.58,141.6117,10.4664,2242984.2825
1309,002886.SZ,20220323,22.37,1.1228,0.79,78.2857,4.406,385016.3403
1310,300437.SZ,20220323,23.12,8.0919,0.91,66.5081,3.6852,411098.1003
1311,603356.SH,20220323,13.29,0.9914,0.52,873.506,2.273,177208.86
1312,600291.SH,20220323,4.3,2.0917,0.95,,2.7143,470017.6825
1313,002869.SZ,20220323,13.54,2.1477,2.2,3.8679,1.0376,210166.9214
1314,601518.SH,20220323,2.71,0.4715,0.72,36.8881,0.898,365957.0778
1315,300308.SZ,20220323,34.38,1.128,1.42,31.7654,2.4537,2268954.7193
1316,300425.SZ,20220323,5.1,1.2156,0.85,20.3401,1.7209,342320.6399
1317,600241.SH,20220323,8.66,0.9305,0.84,,2.4158,254865.6316
1318,601766.SH,20220323,5.43,0.1835,0.69,13.7529,1.0712,13209994.3401
1319,300960.SZ,20220323,26.15,44.4382,4.66,36.3387,4.4373,66944.0
1320,601169.SH,20220323,4.42,0.2636,0.74,4.3498,0.4381,9345199.0482
1321,600367.SH,20220323,20.78,5.3021,0.7,110.582,4.0318,605113.6
1322,000690.SZ,20220323,4.84,0.6437,0.71,5.7932,0.9499,1007592.9303
1323,605050.SH,20220323,12.58,2.866,1.18,17.8284,1.7408,190587.0
1324,002091.SZ,20220323,10.65,0.5901,0.71,17.0319,1.6385,1611362.5959
1325,001896.SZ,20220323,6.25,2.0921,0.79,29.0652,1.2121,719117.4044
1326,603787.SH,20220323,14.11,0.3508,0.41,28.1886,2.8174,287844.0
1327,300323.SZ,20220323,8.28,0.7526,0.61,563.01,1.6181,752814.5612
1328,688499.SH,20220323,204.95,1.7922,0.36,128.4078,9.0128,384699.3275
1329,601963.SH,20220323,8.73,7.32,1.38,6.8569,0.716,603555.6012
1330,002454.SZ,20220323,6.53,4.2894,2.04,16.6242,1.1249,408403.4575
1331,603949.SH,20220323,26.65,3.5459,0.7,38.2673,5.5874,139800.57
1332,300513.SZ,20220323,11.45,3.955,0.9,33.5579,1.3908,280650.6328
1333,600258.SH,20220323,24.5,0.7741,0.56,,2.4749,2406097.7542
1334,300848.SZ,20220323,28.22,1.2946,0.54,31.5817,4.2334,118066.836
1335,300972.SZ,20220323,17.62,52.7135,1.32,28.1355,4.4454,67616.75
1336,600446.SH,20220323,13.45,1.6473,0.68,35.5899,3.6255,1262228.9757
1337,300197.SZ,20220323,2.66,0.8953,0.67,127.6811,1.172,479901.2554
1338,300401.SZ,20220323,13.74,1.0146,0.8,27.8069,2.4187,723125.2877
1339,002532.SZ,20220323,7.92,2.9311,0.95,19.2664,1.7825,957823.5356
1340,002807.SZ,20220323,3.82,0.6701,0.73,7.8505,0.6859,828724.8454
1341,601688.SH,20220323,14.74,0.5441,0.51,12.3622,0.9819,10778059.4557
1342,300251.SZ,20220323,8.11,0.3766,0.46,81.7426,2.4925,2260124.3236
1343,300454.SZ,20220323,117.27,0.9909,0.96,60.2235,7.168,3173298.6767
1344,688229.SH,20220323,51.27,0.3221,0.53,73.1039,2.9432,105143.5931
1345,000056.SZ,20220323,7.32,3.7741,1.37,,1.818,661529.4692
1346,832145.BJ,20220323,8.08,0.9091,0.29,18.567,1.9889,19933.36
1347,600309.SH,20220323,80.1,0.3918,0.62,10.2031,3.6715,25149370.4743
1348,300106.SZ,20220323,10.15,2.6385,0.65,179.569,3.6199,214502.2947
1349,600271.SH,20220323,12.87,0.5148,0.48,23.0707,1.8587,2384662.5291
1350,600095.SH,20220323,8.37,0.9809,0.43,67.0636,1.9109,945484.1149
1351,301083.SZ,20220323,16.49,18.0511,0.78,44.2696,4.1084,61796.0161
1352,002033.SZ,20220323,6.69,1.7886,0.46,,1.5241,367602.2411
1353,603021.SH,20220323,5.5,1.0953,0.68,35.8759,1.5257,175971.4385
1354,000936.SZ,20220323,5.53,0.4458,0.69,,0.9849,489818.1679
1355,300356.SZ,20220323,2.85,1.8655,1.12,,1.2639,110607.6464
1356,605287.SH,20220323,27.21,2.4118,0.56,14.8426,1.7766,68025.0
1357,002593.SZ,20220323,3.52,1.3488,0.69,36.2313,1.2167,202235.232
1358,688589.SH,20220323,48.41,3.9178,0.75,174.0083,6.4859,266868.1949
1359,000032.SZ,20220323,19.14,0.6273,0.63,146.2518,3.8518,787465.7446
1360,600518.SH,20220323,2.75,0.4189,0.65,,,3743555.2289
1361,603036.SH,20220323,9.1,2.458,0.63,27.7317,1.6641,186913.0445
1362,600178.SH,20220323,7.08,0.8723,0.91,36.0797,1.3386,327152.64
1363,002474.SZ,20220323,7.63,6.2681,0.5,95.7161,2.9662,375252.5713
1364,300238.SZ,20220323,14.58,0.8576,0.57,82.9698,4.9032,386565.4916
1365,002162.SZ,20220323,6.24,12.9285,1.16,101.0815,4.5219,532548.744
1366,002554.SZ,20220323,3.51,5.5577,1.24,,2.0291,300934.5057
1367,600283.SH,20220323,12.53,0.9469,0.61,31.9095,2.1288,442303.6848
1368,300726.SZ,20220323,70.89,2.1321,1.07,60.3479,7.926,1298938.0706
1369,300279.SZ,20220323,8.13,9.0074,0.73,726.624,3.9274,357406.3771
1370,300619.SZ,20220323,98.3,10.8618,1.13,684.0004,11.1434,655534.3503
1371,300562.SZ,20220323,12.15,2.3535,0.56,294.1339,2.4702,178242.5436
1372,300958.SZ,20220323,27.11,8.8153,0.66,46.4468,3.8083,87016.8864
1373,000502.SZ,20220323,5.39,1.1078,2.85,,5.8661,98824.5488
1374,603888.SH,20220323,17.37,0.6961,0.56,54.659,2.9746,901553.9983
1375,300802.SZ,20220323,29.1,2.4648,1.77,53.0184,4.5717,243777.8732
1376,000401.SZ,20220323,11.51,0.8506,0.59,10.8875,0.914,1626788.1863
1377,600191.SH,20220323,4.57,2.2156,1.84,,1.3287,221613.924
1378,300355.SZ,20220323,4.66,2.866,0.61,32.2093,1.7659,609385.1468
1379,300476.SZ,20220323,25.69,0.5453,1.15,42.7591,3.5751,1968710.6176
1380,300416.SZ,20220323,31.85,1.0675,0.65,73.4448,5.6863,833775.3706
1381,600250.SH,20220323,5.58,4.4014,0.76,79.3955,2.2179,150680.9434
1382,605358.SH,20220323,100.23,1.1492,0.58,76.3584,6.0774,2834082.3114
1383,603682.SH,20220323,6.28,9.539,4.07,19.0047,2.8223,112757.4
1384,605289.SH,20220323,29.87,13.9453,1.6,23.9862,2.0522,64728.29
1385,688298.SH,20220323,271.1,4.1093,0.54,19.3948,4.8478,1673433.0672
1386,603505.SH,20220323,31.2,1.2495,0.99,40.856,7.5548,965393.4202
1387,600573.SH,20220323,10.36,3.5759,0.47,90.336,2.1748,259000.0
1388,300249.SZ,20220323,16.26,28.3211,0.78,,10.9332,519514.6715
1389,600527.SH,20220323,2.28,0.4665,0.62,16.9691,1.6792,394841.4857
1390,002719.SZ,20220323,8.99,0.9465,0.74,29.6776,1.7597,145523.1932
1391,688772.SH,20220323,33.55,3.0846,0.53,46.0669,5.9746,347865.8221
1392,000008.SZ,20220323,2.67,5.1501,3.55,,1.1514,719239.9975
1393,300134.SZ,20220323,9.99,3.7255,3.99,215.6632,1.5671,711705.588
1394,601360.SH,20220323,10.12,0.4177,0.62,24.8278,2.0297,7231107.5554
1395,301138.SZ,20220323,40.6,7.5089,0.76,61.9997,4.5518,115517.8321
1396,603323.SH,20220323,4.97,1.1838,0.79,9.4184,0.696,754343.6105
1397,300528.SZ,20220323,7.3,3.2387,0.37,,4.2825,272003.8794
1398,000691.SZ,20220323,5.19,5.5731,1.13,93.2604,18.34,167777.13
1399,000976.SZ,20220323,4.84,1.0806,1.15,17.2381,1.4789,771796.0664
1400,002551.SZ,20220323,5.05,1.5051,0.67,26.3091,1.3502,308176.6308
1401,000096.SZ,20220323,8.58,0.3149,0.93,34.8336,1.5694,438307.584
1402,600766.SH,20220323,5.9,3.9398,1.55,,22.3126,132119.9225
1403,300698.SZ,20220323,20.3,2.1455,1.1,,7.1366,202129.6923
1404,600712.SH,20220323,4.0,1.2433,0.87,,2.4599,215422.4844
1405,300167.SZ,20220323,6.73,12.8893,0.51,,6.4544,202061.52
1406,600773.SH,20220323,20.97,1.8013,0.74,154.5339,4.6975,1718828.5802
1407,605398.SH,20220323,41.25,19.1798,3.15,22.6225,2.5965,79526.5226
1408,603855.SH,20220323,20.86,0.4794,0.57,27.0149,4.2201,699957.3
1409,002824.SZ,20220323,36.46,2.254,0.55,89.2874,6.221,414414.2917
1410,601229.SH,20220323,6.52,0.2081,0.83,4.4351,0.5132,9005212.1861
1411,603160.SH,20220323,78.14,0.4687,0.77,21.5963,4.2824,3573341.7624
1412,301217.SZ,20220323,16.49,4.9782,0.69,190.6271,2.5214,313968.7821
1413,300419.SZ,20220323,6.14,1.5648,0.74,101.3364,2.6898,225800.8148
1414,301073.SZ,20220323,54.38,5.115,0.36,124.9005,8.9218,103683.9424
1415,603991.SH,20220323,42.83,0.2878,0.5,,9.0005,319233.3964
1416,000803.SZ,20220323,22.49,3.2206,1.01,67.1084,4.1981,450790.5428
1417,688105.SH,20220323,100.88,8.3903,0.53,49.1077,9.7767,333422.8662
1418,600856.SH,20220323,1.72,11.2178,2.41,,,234204.5532
1419,601868.SH,20220323,2.48,2.9613,1.06,22.1373,1.2655,2894350.2835
1420,600779.SH,20220323,87.77,0.7363,0.9,58.6116,17.6348,4285839.8019
1421,601456.SH,20220323,13.19,2.9464,0.41,63.5362,2.3265,706087.2726
1422,002664.SZ,20220323,14.3,0.505,0.59,28.3109,1.9888,560882.2691
1423,603301.SH,20220323,39.21,0.7289,0.68,3.4944,2.2518,890869.7699
1424,300377.SZ,20220323,12.33,3.9012,0.81,665.1422,3.1831,775939.7281
1425,603895.SH,20220323,25.8,1.51,1.38,228.488,4.5555,278846.4
1426,301063.SZ,20220323,33.76,14.9173,1.17,26.9758,3.1186,67420.8773
1427,600523.SH,20220323,22.66,1.8267,0.68,59.9213,3.3596,915565.1089
1428,002602.SZ,20220323,6.33,1.291,1.31,16.0113,1.4944,3329162.3745
1429,002631.SZ,20220323,6.33,0.5195,1.07,,2.436,414513.4105
1430,301091.SZ,20220323,33.87,15.3153,1.2,36.3557,2.9132,114029.7226
1431,600058.SH,20220323,8.48,0.5521,0.47,18.9783,1.9574,908980.2829
1432,002015.SZ,20220323,17.87,4.1029,0.68,36.1813,2.9843,916611.7374
1433,688200.SH,20220323,445.51,1.1615,0.58,62.2704,10.4241,1616207.8127
1434,002643.SZ,20220323,18.95,0.7023,1.19,34.9306,3.1019,1697454.7017
1435,001211.SZ,20220323,28.5,6.3256,2.05,22.8607,2.3285,51300.0
1436,002466.SZ,20220323,84.38,3.0208,0.65,,9.4414,12435605.7558
1437,603005.SH,20220323,40.94,3.6197,1.48,43.7981,4.5215,1667132.9533
1438,002956.SZ,20220323,15.99,0.9737,0.53,27.0843,2.6396,153043.859
1439,600975.SH,20220323,9.43,4.1602,0.63,26.8514,3.2915,615473.0757
1440,000710.SZ,20220323,17.51,4.3415,0.76,29.474,2.5049,521287.2158
1441,300147.SZ,20220323,7.9,7.8538,0.67,53.0858,1.4331,518982.6205
1442,603380.SH,20220323,34.42,0.7121,1.08,33.5259,4.9442,550720.0
1443,002753.SZ,20220323,8.71,1.3544,0.76,20.6678,1.5638,211261.0918
1444,002655.SZ,20220323,12.43,1.476,0.5,97.4142,7.306,447299.0192
1445,600585.SH,20220323,37.14,0.3297,0.54,5.6026,1.14,14854895.3784
1446,300451.SZ,20220323,7.77,0.908,0.6,36.2338,2.7678,1023062.5682
1447,605369.SH,20220323,137.54,1.9949,1.09,68.5792,11.7047,385112.0
1448,002364.SZ,20220323,10.11,2.5643,0.75,66.9976,2.5385,536424.2102
1449,300747.SZ,20220323,46.06,0.4001,0.53,67.827,6.6948,1732257.0905
1450,002501.SZ,20220323,1.77,0.0824,0.52,1.2749,3.1151,614232.0474
1451,300540.SZ,20220323,29.75,15.6263,2.16,507.112,4.4536,273601.4561
1452,603856.SH,20220323,13.49,3.7971,3.92,10.9289,1.7365,345903.2954
1453,301090.SZ,20220323,11.03,1.414,0.72,25.9435,2.6736,184644.3365
1454,002152.SZ,20220323,10.39,0.9354,0.71,36.8384,2.3537,2501646.8119
1455,002369.SZ,20220323,4.91,2.7962,0.99,,2.0618,282774.0583
1456,688109.SH,20220323,42.46,0.6947,0.68,23.6446,2.5371,54858.32
1457,600679.SH,20220323,10.54,0.5266,0.58,89.4433,2.2188,302364.3212
1458,603260.SH,20220323,125.45,0.4561,0.52,95.9578,7.963,11767210.0
1459,300970.SZ,20220323,24.39,7.9044,0.67,21.4815,2.0197,71170.02
1460,601339.SH,20220323,6.27,0.6043,0.9,25.6929,1.0289,940500.0
1461,600809.SH,20220323,271.47,0.2783,0.71,107.5672,22.7292,32993149.1251
1462,002700.SZ,20220323,3.84,0.3639,1.12,,1.846,121326.8947
1463,688192.SH,20220323,29.26,0.9674,0.5,,4.8019,108114.4828
1464,300928.SZ,20220323,53.88,0.8243,0.65,61.2282,3.4577,292878.5225
1465,301228.SZ,20220323,30.9,12.8364,0.64,77.5441,4.0216,80320.2116
1466,300945.SZ,20220323,18.26,12.6295,1.0,58.5244,4.9664,138931.997
1467,002110.SZ,20220323,6.97,0.8065,0.58,6.6857,0.7373,1708748.6379
1468,002831.SZ,20220323,25.52,0.4037,0.58,21.1994,2.6506,1326720.8647
1469,300739.SZ,20220323,14.93,1.332,1.59,33.0893,2.6532,430343.8936
1470,600894.SH,20220323,7.62,1.1503,0.81,9.1967,0.7892,655279.534
1471,688036.SH,20220323,101.5,0.7397,0.81,30.2899,5.8505,3991646.5911
1472,833346.BJ,20220323,9.49,0.914,0.32,25.1364,1.8614,23763.7856
1473,300939.SZ,20220323,45.7,4.8502,3.22,43.8659,3.1902,200750.96
1474,603236.SH,20220323,188.97,1.1069,0.92,145.3355,8.5796,1862692.9367
1475,000576.SZ,20220323,12.91,1.8853,0.55,8.4309,3.4138,553031.5531
1476,000786.SZ,20220323,29.1,0.5981,0.92,14.0063,2.5952,4916467.8202
1477,600467.SH,20220323,2.95,1.9063,0.68,69.2376,1.303,430993.3197
1478,603336.SH,20220323,7.3,2.4728,0.8,43.7734,3.0788,320236.3394
1479,300962.SZ,20220323,18.15,7.408,0.54,77.8643,5.7056,119790.9075
1480,301076.SZ,20220323,31.77,2.7736,0.62,35.3799,1.6292,63540.0
1481,002623.SZ,20220323,29.18,1.0137,0.78,42.1686,1.7211,579620.2128
1482,001979.SZ,20220323,14.55,0.7166,1.06,11.1146,1.3631,11525964.0418
1483,603626.SH,20220323,9.22,1.4608,0.71,,1.722,509314.6348
1484,688283.SH,20220323,34.42,6.1947,0.48,64.4361,3.6902,60342.8275
1485,002635.SZ,20220323,12.74,0.9774,0.68,18.5799,1.5455,524190.8825
1486,002463.SZ,20220323,14.08,1.3206,0.55,25.1104,3.6914,2669090.2234
1487,603959.SH,20220323,14.08,0.5554,0.67,291.9458,10.3293,690340.9807
1488,300624.SZ,20220323,40.66,4.7522,0.82,42.1729,6.3522,457458.6543
1489,000839.SZ,20220323,2.31,0.4896,0.78,,1.89,905479.8873
1490,300274.SZ,20220323,114.73,1.5781,0.69,87.1914,11.5689,12576041.7667
1491,600152.SH,20220323,6.77,7.8952,7.64,72.3119,1.7081,332167.8931
1492,300049.SZ,20220323,13.59,3.246,0.6,57.7474,2.3816,313173.782
1493,600540.SH,20220323,5.73,2.5897,0.6,379.1495,2.7061,269839.0583
1494,300741.SZ,20220323,27.28,0.3256,0.72,14.2358,2.2451,1680112.8652
1495,002686.SZ,20220323,5.97,3.8043,1.26,134.6526,2.146,233861.1617
1496,600057.SH,20220323,8.32,0.9012,0.92,13.8112,1.3059,1777111.9533
1497,000921.SZ,20220323,11.38,0.5194,0.44,9.822,1.5134,1026625.4399
1498,002496.SZ,20220323,2.64,0.4185,0.45,,1.4363,270348.71
1499,601018.SH,20220323,3.92,0.0678,0.55,18.0614,1.1343,5163756.3411
1500,600749.SH,20220323,13.99,6.3738,0.58,,3.0958,317524.7583
1501,000023.SZ,20220323,11.86,0.2932,0.57,,3.6261,164564.9006
1502,002657.SZ,20220323,14.89,7.6085,0.99,728.461,2.2758,423956.5569
1503,000981.SZ,20220323,1.48,0.8813,0.54,,3.3234,822228.2028
1504,301032.SZ,20220323,11.1,2.797,0.76,28.57,2.5581,66914.574
1505,000408.SZ,20220323,32.09,0.8269,0.83,35.5319,5.3646,4894992.0095
1506,600117.SH,20220323,3.78,0.447,0.82,66.8032,3.1974,395054.6993
1507,000601.SZ,20220323,4.28,0.4309,0.85,21.5901,0.9662,462189.6081
1508,600919.SH,20220323,6.65,0.7413,1.01,6.5193,0.6708,9762111.5224
1509,300980.SZ,20220323,34.87,2.0273,0.61,33.4577,2.791,62677.1303
1510,605266.SH,20220323,62.3,0.6644,0.42,17.2466,2.4044,278879.8882
1511,603326.SH,20220323,10.01,1.4421,0.51,14.684,2.8157,315828.1927
1512,688236.SH,20220323,20.88,1.2724,0.69,28.3152,3.2621,66493.404
1513,002241.SZ,20220323,38.04,1.0963,0.49,45.6308,4.9514,11325372.1204
1514,300775.SZ,20220323,44.5,2.4823,1.35,107.8761,10.2017,1174896.6941
1515,300043.SZ,20220323,3.31,4.5501,1.69,158.3109,1.5746,310399.6526
1516,603685.SH,20220323,11.24,0.2694,0.44,18.7214,1.6862,189956.0
1517,688526.SH,20220323,26.21,1.5209,0.82,27.2243,3.8666,313589.7888
1518,000301.SZ,20220323,15.18,0.7573,0.46,285.3791,2.9472,3137314.5108
1519,002164.SZ,20220323,5.46,1.3074,0.83,1.9895,6.0369,258766.575
1520,301077.SZ,20220323,52.1,3.9793,1.27,31.8223,2.5816,78150.0
1521,300248.SZ,20220323,13.39,6.5097,0.63,35.4163,3.6579,541980.6001
1522,605298.SH,20220323,18.17,7.6129,2.11,18.779,2.0861,59961.0
1523,603948.SH,20220323,26.55,3.3066,0.52,33.7985,2.7749,199265.3088
1524,002796.SZ,20220323,9.68,8.5757,3.58,64.7653,2.6825,213993.5694
1525,600655.SH,20220323,10.41,0.9677,2.65,10.4903,1.182,4043123.0504
1526,600307.SH,20220323,2.12,0.9767,0.78,25.6448,0.8945,1327831.7739
1527,601006.SH,20220323,6.61,0.1994,0.5,9.0192,0.8166,9827026.2045
1528,603828.SH,20220323,4.57,8.6615,0.58,146.0104,1.6879,272344.4086
1529,603955.SH,20220323,14.7,1.1008,1.04,19.542,1.2518,199508.4
1530,002763.SZ,20220323,8.85,0.6304,0.99,17.215,1.9398,175045.6545
1531,603392.SH,20220323,271.97,0.9901,0.72,81.6717,36.9651,4101695.8372
1532,600362.SH,20220323,19.53,0.5237,0.54,29.1447,1.0507,4052958.182
1533,603041.SH,20220323,11.75,0.5307,0.86,14.9178,1.8296,165537.337
1534,002835.SZ,20220323,12.55,5.1761,0.98,38.999,3.6343,157476.3445
1535,688080.SH,20220323,56.58,1.1196,0.75,73.3913,4.0107,213729.7392
1536,688077.SH,20220323,93.87,4.0199,0.48,49.4238,7.1586,406203.651
1537,688178.SH,20220323,21.47,0.4419,0.76,14.4384,1.52,95412.5211
1538,600565.SH,20220323,2.61,2.9068,1.86,3.6892,0.6083,650283.1401
1539,688396.SH,20220323,59.8,1.4598,0.45,81.9183,4.5808,2637836.0957
1540,002531.SZ,20220323,14.71,4.1854,1.29,25.2617,3.5452,2602208.5806
1541,603533.SH,20220323,17.35,0.7379,0.76,28.8275,2.9913,761486.0087
1542,300298.SZ,20220323,19.47,0.5829,0.69,58.8368,4.0831,886040.4329
1543,603388.SH,20220323,8.09,3.9525,0.85,24.8267,2.0803,230679.9265
1544,600452.SH,20220323,14.87,1.2364,1.04,28.2785,2.8074,1133351.9053
1545,688516.SH,20220323,231.02,2.2354,1.02,146.7244,16.3724,1170468.5824
1546,600206.SH,20220323,13.96,0.9674,0.51,69.3984,3.498,1181788.4515
1547,000559.SZ,20220323,5.34,0.2792,0.68,40.4526,2.1034,1470180.6443
1548,002981.SZ,20220323,21.95,2.0091,0.68,46.3537,2.5189,52680.0
1549,301053.SZ,20220323,30.53,19.5774,0.88,38.5725,4.9424,56327.85
1550,603093.SH,20220323,13.57,5.5692,1.14,33.9846,2.7254,190610.9955
1551,600269.SH,20220323,3.58,0.4052,0.57,15.8733,0.523,836075.711
1552,300875.SZ,20220323,52.03,2.4399,0.56,39.9231,2.8793,181706.2837
1553,300557.SZ,20220323,32.23,1.8918,0.59,134.4427,3.5727,178495.1063
1554,300691.SZ,20220323,15.48,3.8359,1.62,82.5942,2.7461,286438.0438
1555,300563.SZ,20220323,13.39,2.9354,1.11,38.7014,2.5502,163865.0525
1556,002725.SZ,20220323,8.92,14.3256,1.8,,2.2432,174292.0251
1557,000010.SZ,20220323,3.42,0.993,0.78,70.3798,5.4446,178582.6523
1558,603218.SH,20220323,25.8,1.59,1.12,25.4896,2.9124,2496390.1696
1559,600036.SH,20220323,45.76,0.2278,0.47,9.6234,1.5772,94398049.7071
1560,603790.SH,20220323,10.15,0.2718,0.67,35.2783,1.6876,194230.4
1561,600853.SH,20220323,3.68,6.6399,0.41,16.6397,2.0422,369803.7689
1562,002596.SZ,20220323,3.55,2.2581,1.26,98.3172,1.3382,369695.6751
1563,603658.SH,20220323,48.0,0.4715,0.85,37.6321,3.8677,2814106.8288
1564,002912.SZ,20220323,27.47,1.8738,0.61,84.4923,2.8302,320561.0853
1565,002227.SZ,20220323,13.83,0.5621,0.66,542.7209,2.9557,304709.9425
1566,300822.SZ,20220323,19.29,2.8526,1.41,18.2507,2.5468,80063.145
1567,300003.SZ,20220323,21.22,1.5686,0.81,21.2513,3.3277,3265172.9052
