,ts_code,symbol,name,area,industry,list_date
409,000988.SZ,000988,华工科技,湖北,电器仪表,20000608
410,000989.SZ,000989,九芝堂,湖南,中成药,20000628
411,000990.SZ,000990,诚志股份,江西,化工原料,20000706
412,000993.SZ,000993,闽东电力,福建,水力发电,20000731
413,000995.SZ,000995,皇台酒业,甘肃,白酒,20000807
414,000996.SZ,000996,中国中期,北京,汽车服务,20000718
415,000997.SZ,000997,新大陆,福建,软件服务,20000807
416,000998.SZ,000998,隆平高科,湖南,种植业,20001211
417,000999.SZ,000999,华润三九,深圳,中成药,20000309
418,001696.SZ,001696,宗申动力,重庆,摩托车,19970306
419,001872.SZ,001872,招商港口,深圳,港口,19930505
420,001896.SZ,001896,豫能控股,河南,火力发电,19980122
421,001914.SZ,001914,招商积余,深圳,房产服务,19940928
422,001965.SZ,001965,招商公路,天津,路桥,20171225
423,001979.SZ,001979,招商蛇口,深圳,全国地产,20151230
424,002001.SZ,002001,新和成,浙江,化学制药,20040625
425,002002.SZ,002002,鸿达兴业,江苏,化工原料,20040625
426,002003.SZ,002003,伟星股份,浙江,服饰,20040625
427,002004.SZ,002004,华邦健康,重庆,化学制药,20040625
428,002006.SZ,002006,精功科技,浙江,专用机械,20040625
429,002007.SZ,002007,华兰生物,河南,生物制药,20040625
430,002008.SZ,002008,大族激光,深圳,电器仪表,20040625
431,002009.SZ,002009,天奇股份,江苏,工程机械,20040629
432,002010.SZ,002010,传化智联,浙江,仓储物流,20040629
433,002011.SZ,002011,盾安环境,浙江,工程机械,20040705
434,002012.SZ,002012,凯恩股份,浙江,造纸,20040705
435,002013.SZ,002013,中航机电,湖北,航空,20040705
436,002014.SZ,002014,永新股份,安徽,塑料,20040708
437,002015.SZ,002015,协鑫能科,江苏,新型电力,20040708
438,002016.SZ,002016,世荣兆业,广东,区域地产,20040708
439,002017.SZ,002017,东信和平,广东,通信设备,20040713
440,002019.SZ,002019,亿帆医药,浙江,化学制药,20040713
441,002020.SZ,002020,京新药业,浙江,化学制药,20040715
442,002022.SZ,002022,科华生物,上海,医疗保健,20040721
443,002023.SZ,002023,海特高新,四川,航空,20040721
444,002024.SZ,002024,苏宁易购,江苏,电器连锁,20040721
445,002025.SZ,002025,航天电器,贵州,元器件,20040726
446,002026.SZ,002026,山东威达,山东,机械基件,20040727
447,002027.SZ,002027,分众传媒,广东,影视音像,20040804
448,002028.SZ,002028,思源电气,上海,电气设备,20040805
449,002029.SZ,002029,七匹狼,福建,服饰,20040806
450,002030.SZ,002030,达安基因,广东,生物制药,20040809
451,002031.SZ,002031,巨轮智能,广东,汽车配件,20040816
452,002032.SZ,002032,苏泊尔,浙江,家用电器,20040817
453,002033.SZ,002033,丽江股份,云南,旅游景点,20040825
454,002034.SZ,002034,旺能环境,浙江,环境保护,20040826
455,002035.SZ,002035,华帝股份,广东,家用电器,20040901
456,002036.SZ,002036,联创电子,江西,元器件,20040903
457,002037.SZ,002037,保利联合,贵州,化工原料,20040908
458,002038.SZ,002038,双鹭药业,北京,生物制药,20040909
459,002039.SZ,002039,黔源电力,贵州,水力发电,20050303
460,002040.SZ,002040,南京港,江苏,港口,20050325
461,002041.SZ,002041,登海种业,山东,种植业,20050418
462,002042.SZ,002042,华孚时尚,安徽,纺织,20050427
463,002043.SZ,002043,兔宝宝,浙江,其他建材,20050510
464,002044.SZ,002044,美年健康,江苏,医疗保健,20050518
465,002045.SZ,002045,国光电器,广东,元器件,20050523
466,002046.SZ,002046,国机精工,河南,机械基件,20050526
467,002047.SZ,002047,宝鹰股份,深圳,装修装饰,20050531
468,002048.SZ,002048,宁波华翔,浙江,汽车配件,20050603
469,002049.SZ,002049,紫光国微,河北,元器件,20050606
470,002050.SZ,002050,三花智控,浙江,机械基件,20050607
471,002051.SZ,002051,中工国际,北京,建筑工程,20060619
472,002053.SZ,002053,云南能投,云南,食品,20060627
473,002054.SZ,002054,德美化工,广东,化工原料,20060725
474,002055.SZ,002055,得润电子,深圳,元器件,20060725
475,002056.SZ,002056,横店东磁,浙江,元器件,20060802
476,002057.SZ,002057,中钢天源,安徽,元器件,20060802
477,002059.SZ,002059,云南旅游,云南,旅游景点,20060810
478,002060.SZ,002060,粤水电,广东,建筑工程,20060810
479,002061.SZ,002061,浙江交科,浙江,建筑工程,20060816
480,002062.SZ,002062,宏润建设,浙江,建筑工程,20060816
481,002063.SZ,002063,远光软件,广东,软件服务,20060823
482,002064.SZ,002064,华峰化学,浙江,化纤,20060823
483,002065.SZ,002065,东华软件,北京,软件服务,20060823
484,002066.SZ,002066,瑞泰科技,北京,其他建材,20060823
485,002067.SZ,002067,景兴纸业,浙江,造纸,20060915
486,002068.SZ,002068,黑猫股份,江西,化工原料,20060915
487,002069.SZ,002069,獐子岛,辽宁,渔业,20060928
488,002073.SZ,002073,软控股份,山东,软件服务,20061018
489,002074.SZ,002074,国轩高科,安徽,电气设备,20061018
490,002075.SZ,002075,沙钢股份,江苏,特种钢,20061025
491,002077.SZ,002077,大港股份,江苏,半导体,20061116
492,002078.SZ,002078,太阳纸业,山东,造纸,20061116
493,002079.SZ,002079,苏州固锝,江苏,半导体,20061116
494,002080.SZ,002080,中材科技,江苏,化纤,20061120
495,002081.SZ,002081,金螳螂,江苏,装修装饰,20061120
496,002082.SZ,002082,万邦德,浙江,中成药,20061120
497,002083.SZ,002083,孚日股份,山东,纺织,20061124
498,002084.SZ,002084,海鸥住工,广东,家居用品,20061124
499,002085.SZ,002085,万丰奥威,浙江,汽车配件,20061128
