,ts_code,symbol,name,area,industry,list_date
162,000685.SZ,000685,中山公用,广东,水务,19970123
163,000686.SZ,000686,东北证券,吉林,证券,19970227
164,000688.SZ,000688,国城矿业,重庆,铅锌,19970120
165,000690.SZ,000690,宝新能源,广东,新型电力,19970128
166,000691.SZ,000691,亚太实业,甘肃,其他原料,19970228
167,000695.SZ,000695,滨海能源,天津,包装印刷,19970218
168,000697.SZ,000697,炼石航空,陕西,航空制造,19970325
169,000698.SZ,000698,沈阳化工,辽宁,其他化学,19970220
170,000700.SZ,000700,模塑科技,江苏,汽车配件,19970228
171,000701.SZ,000701,厦门信达,福建,综合类,19970226
172,000702.SZ,000702,正虹科技,湖南,饲料,19970318
173,000703.SZ,000703,恒逸石化,广西,有机化学,19970328
174,000705.SZ,000705,浙江震元,浙江,医药商业,19970410
175,000708.SZ,000708,中信特钢,湖北,特种钢,19970326
176,000710.SZ,000710,贝瑞基因,四川,医疗器械,19970422
177,000712.SZ,000712,锦龙股份,广东,证券,19970415
178,000713.SZ,000713,丰乐种业,安徽,种植业,19970422
179,000715.SZ,000715,中兴商业,辽宁,百货,19970508
180,000717.SZ,000717,韶钢松山,广东,普钢,19970508
181,000718.SZ,000718,苏宁环球,吉林,区域地产,19970408
182,000719.SZ,000719,中原传媒,河南,出版业,19970331
183,000720.SZ,000720,新能泰山,山东,区域地产,19970509
184,000722.SZ,000722,湖南发展,湖南,水力发电,19970522
185,000723.SZ,000723,美锦能源,山西,焦炭加工,19970515
186,000725.SZ,000725,京东方A,北京,显示器件,20010112
187,000726.SZ,000726,鲁泰A,山东,纺织,20001225
188,000728.SZ,000728,国元证券,安徽,证券,19970616
189,000729.SZ,000729,燕京啤酒,北京,啤酒,19970716
190,000731.SZ,000731,四川美丰,四川,化肥,19970617
191,000735.SZ,000735,罗牛山,海南,畜牧业,19970611
192,000736.SZ,000736,中交地产,重庆,全国地产,19970425
193,000737.SZ,000737,南风化工,山西,日用化工,19970428
194,000738.SZ,000738,航发控制,江苏,航空制造,19970626
195,000739.SZ,000739,普洛药业,浙江,原料药,19970509
196,000755.SZ,000755,山西路桥,山西,路桥,19970627
197,000756.SZ,000756,新华制药,山东,原料药,19970806
198,000757.SZ,000757,浩物股份,四川,汽车配件,19970627
199,000758.SZ,000758,中色股份,北京,铅锌,19970416
200,000759.SZ,000759,中百集团,湖北,超市,19970519
201,000761.SZ,000761,本钢板材,辽宁,普钢,19980115
202,000766.SZ,000766,通化金马,吉林,原料药,19970430
203,000768.SZ,000768,中航西飞,陕西,航空制造,19970626
204,000776.SZ,000776,广发证券,广东,证券,19970611
205,000777.SZ,000777,中核科技,江苏,机械基件,19970710
206,000779.SZ,000779,甘咨询,甘肃,建筑设计,19970528
207,000782.SZ,000782,美达股份,广东,锦纶,19970619
208,000783.SZ,000783,长江证券,湖北,证券,19970731
209,000785.SZ,000785,居然之家,湖北,百货,19970711
210,000786.SZ,000786,北新建材,北京,其它建材,19970606
211,000788.SZ,000788,北大医药,重庆,医药商业,19970616
212,000789.SZ,000789,万年青,江西,水泥,19970923
213,000790.SZ,000790,华神科技,四川,中成药,19980327
214,000791.SZ,000791,甘肃电投,甘肃,水力发电,19971014
215,000792.SZ,000792,盐湖股份,青海,无机盐,19970904
216,000795.SZ,000795,英洛华,浙江,磁性材料,19970808
