,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75
0,000993.SZ,20171229,7.8,7.94,7.8,7.91,7.84,0.07000000000000028,0.8929,20006.37,15746.549,7.82,18289.488,7.9069,18494.0669,8.0997,23158.1085,9.1995,66286.9132,9.2494,66199.9395,8.9057,45609.3477
1,000993.SZ,20171228,7.79,7.88,7.75,7.84,7.77,0.07000000000000028,0.9009,20281.42,15890.765,7.81,16766.544,7.9077,18291.4231,8.1318,23619.8332,9.2037,66474.4441,9.2613,66412.6715,8.9288,46050.9945
2,000993.SZ,20171227,7.83,7.84,7.75,7.77,7.84,-0.07000000000000028,-0.8929,15587.25,12139.516,7.818,16512.318,7.9254,17801.9477,8.1679,23841.3821,9.2072,66634.5706,9.2735,66737.7957,8.9525,46458.9336
3,000993.SZ,20171226,7.76,7.85,7.71,7.84,7.74,0.09999999999999964,1.292,12438.38,9693.05,7.85,17287.92,7.9462,17688.0154,8.2091,24020.3329,9.211,66927.9855,9.2857,67238.4696,8.9785,46975.0523
4,000993.SZ,20171225,7.89,7.89,7.69,7.74,7.86,-0.1200000000000001,-1.5267,23134.02,17962.422,7.896,18660.214,7.9554,17983.96,8.2465,24439.5847,9.2175,67098.8996,9.3039,67557.7512,9.0036,47683.3351
5,000993.SZ,20171222,7.88,7.91,7.84,7.86,7.88,-0.019999999999999574,-0.2538,12391.65,9752.896,7.966,21077.236,7.9692,17771.67,8.2874,24411.6471,9.2251,67225.4122,9.3224,67913.2901,9.0313,48315.2997
6,000993.SZ,20171221,7.93,7.95,7.81,7.88,7.93,-0.04999999999999982,-0.6305,19010.29,14975.904,7.984,22340.414,7.9677,19372.1123,8.3247,24824.8379,9.2318,67538.1721,9.3402,68523.3824,9.0568,49157.9397
7,000993.SZ,20171220,8.04,8.08,7.92,7.93,8.07,-0.14000000000000057,-1.7348,19465.26,15536.993,7.998,21450.96,7.9869,19593.8823,8.3571,25021.4847,9.2378,67723.0052,9.3601,69205.9694,9.0801,49486.6445
8,000993.SZ,20171219,8.04,8.15,8.04,8.07,8.09,-0.019999999999999574,-0.2472,19299.85,15614.651,8.004,19621.646,8.0162,19373.4138,8.3862,25434.3668,9.2438,68233.1562,9.3825,70154.8039,9.1024,50196.4009
9,000993.SZ,20171218,7.96,8.12,7.94,8.09,7.95,0.13999999999999968,1.761,35219.13,28421.687,7.974,19236.076,8.0331,20196.6731,8.4171,25666.4782,9.254,68501.8153,9.4112,71255.6767,9.1245,51416.8176
10,000993.SZ,20171215,7.93,7.98,7.8,7.95,7.95,0.0,0.0,18707.54,14794.187,7.97,14975.898,8.0569,20978.0662,8.4491,25255.445,9.2668,68840.2318,9.4436,72369.2049,9.1432,51552.8315
11,000993.SZ,20171214,7.93,7.99,7.89,7.95,7.96,-0.009999999999999787,-0.1256,14563.02,11556.406,7.988,14055.616,8.0785,20886.35,8.4806,26291.3609,9.2793,69054.3006,9.4786,74006.4583,9.1629,51841.9443
12,000993.SZ,20171213,7.9,7.99,7.89,7.96,7.92,0.040000000000000036,0.5051,10318.69,8197.678,7.99,14400.144,8.0931,21314.6562,8.5229,26667.5241,9.2932,69540.0956,9.5122,75700.9263,9.1821,52379.5309
13,000993.SZ,20171212,8.07,8.07,7.91,7.92,8.07,-0.15000000000000036,-1.8587,17372.0,13859.289,7.982,16411.256,8.1077,22317.2954,8.5688,27298.7188,9.306,69921.2144,9.5481,76796.786,9.2035,52833.8797
14,000993.SZ,20171211,8.06,8.09,8.0,8.07,8.04,0.030000000000001137,0.3731,13918.24,11195.731,7.966,19576.336,8.1262,23049.2062,8.6129,27390.5132,9.3178,70104.1244,9.5838,78207.9694,9.2283,53237.2269
15,000993.SZ,20171208,7.96,8.08,7.91,8.04,7.96,0.07999999999999918,1.005,14106.13,11299.724,7.978,21171.348,8.1362,23612.6492,8.6518,27848.0197,9.3294,70357.1789,9.6208,80759.0256,9.252,53738.3824
16,000993.SZ,20171207,7.93,8.03,7.85,7.96,7.92,0.040000000000000036,0.5051,16285.66,12971.794,8.032,21669.956,8.1462,24324.2908,8.6932,28159.7432,9.342,70714.3815,9.6562,83513.2723,9.2748,54234.1673
17,000993.SZ,20171206,7.85,7.92,7.74,7.92,7.84,0.08000000000000007,1.0204,20374.25,16005.066,8.098,24413.268,8.1623,25090.4262,8.7376,28550.9112,9.3543,71141.9,9.6957,87662.8319,9.2985,54724.5092
18,000993.SZ,20171205,8.13,8.18,7.8,7.84,8.13,-0.2900000000000009,-3.567,33197.4,26548.913,8.194,29413.866,8.1823,27680.5977,8.7771,29560.4694,9.3695,71789.3845,9.7324,90428.7354,9.3217,55493.3436
19,000993.SZ,20171204,8.23,8.29,8.11,8.13,8.31,-0.17999999999999972,-2.1661,21893.3,17986.186,8.272,26277.432,8.2431,27698.6492,8.8268,30033.1162,9.3818,71906.1669,9.762,90624.5975,9.3483,55723.6005
20,000993.SZ,20171201,8.33,8.34,8.28,8.31,8.29,0.02000000000000135,0.2413,16599.17,13793.223,8.274,25924.972,8.2977,28102.9477,8.8724,31427.2276,9.3941,72198.9635,9.7905,90985.9829,9.3708,56096.9211
21,000993.SZ,20171130,8.3,8.43,8.29,8.29,8.4,-0.11000000000000121,-1.3095,30002.22,25052.272,8.242,27275.738,8.3392,30246.6669,8.9176,33738.6806,9.408,72480.8224,9.8191,91610.7861,9.3885,57426.7349
