,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75
0,000425.SZ,20171229,4.58,4.69,4.5,4.63,4.61,0.019999999999999574,0.4338,2188536.43,1007531.15,4.474,3417740.864,4.2092,2179749.5,3.9288,1218549.9226,3.8123,691191.7346,3.7673,669716.8044,3.8252,756848.3172
1,000425.SZ,20171228,4.55,4.78,4.41,4.61,4.54,0.07000000000000028,1.5419,3950252.81,1821361.967,4.356,3117909.776,4.1469,2079751.7869,3.9044,1170975.765,3.8038,678473.112,3.7616,659626.9415,3.8144,731598.966
2,000425.SZ,20171227,4.5,4.64,4.46,4.54,4.5,0.040000000000000036,0.8889,5001284.63,2274644.086,4.246,2534911.66,4.09,1878200.0746,3.8809,1076620.3806,3.7954,653948.7369,3.7563,638500.9959,3.8039,683492.3124
3,000425.SZ,20171226,4.12,4.5,4.09,4.5,4.09,0.41000000000000014,10.0244,4304154.46,1873403.736,4.154,1737606.99,4.0238,1527546.63,3.8574,939447.3026,3.7873,622892.5851,3.7514,614306.4012,3.7945,624042.0269
4,000425.SZ,20171225,4.07,4.19,4.07,4.09,4.04,0.04999999999999982,1.2376,1644475.99,679095.667,4.078,1071490.482,3.9608,1217598.5762,3.8338,825415.2371,3.7794,595428.6465,3.7482,591403.2246,3.7852,571550.0703
5,000425.SZ,20171222,4.05,4.06,4.01,4.04,4.06,-0.019999999999999574,-0.4926,689380.99,277905.998,4.082,1113829.592,3.9308,1121045.7092,3.8218,787440.9918,3.7743,586831.1995,3.7472,585057.8893,3.7817,556547.9047
6,000425.SZ,20171221,4.07,4.08,3.98,4.06,4.08,-0.020000000000000462,-0.4902,1035262.23,417516.23,4.08,1284160.412,3.9015,1095923.0177,3.8109,779912.0718,3.7697,586176.0565,3.7466,585817.2763,3.7787,553752.0164
7,000425.SZ,20171220,4.14,4.17,4.04,4.08,4.12,-0.040000000000000036,-0.9709,1014761.28,413564.373,4.08,1657257.142,3.8731,1046606.7315,3.7985,762795.4415,3.7645,582275.1572,3.7463,582401.2578,3.7753,546200.8416
8,000425.SZ,20171219,4.1,4.15,4.06,4.12,4.11,0.009999999999999787,0.2433,973571.92,399356.113,4.034,1701726.936,3.8469,1005022.8538,3.7868,743730.1821,3.759,578793.334,3.746,579770.5648,3.772,540060.2328
9,000425.SZ,20171218,4.05,4.22,4.01,4.11,4.03,0.08000000000000007,1.9851,1856171.54,767021.223,3.974,1684725.784,3.8185,973879.2162,3.7759,727678.4726,3.754,574542.7762,3.7455,578375.8566,3.7685,532208.114
10,000425.SZ,20171215,4.02,4.04,3.96,4.03,4.06,-0.02999999999999936,-0.7389,1541035.09,615677.635,3.926,1579507.586,3.7923,874481.1831,3.7656,683271.1882,3.7494,563708.1527,3.7456,570747.7603,3.7652,515546.4183
11,000425.SZ,20171214,3.93,4.18,3.9,4.06,3.85,0.20999999999999952,5.4545,2900745.88,1179807.491,3.856,1359858.538,3.7654,776752.2223,3.7568,655808.6712,3.7454,555640.8459,3.7463,566693.2564,3.7627,500194.8301
12,000425.SZ,20171213,3.89,3.9,3.81,3.85,3.82,0.03000000000000025,0.7853,1237110.25,476486.751,3.78,834675.314,3.7331,593544.0431,3.7494,583868.9797,3.7416,539988.2687,3.7473,557862.5721,3.7589,464618.6229
