,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75
0,002739.SZ,20170703,50.99,52.04,50.81,52.04,50.97,1.0700000000000003,2.0993,97920.98,502853.586,52.102,104047.354,54.5207,112117.0785,55.7104,78451.2865,55.9962,53810.8348,57.6317,54806.9596,54.929,57061.046
1,002739.SZ,20170630,51.85,51.94,50.51,50.97,51.85,-0.8800000000000026,-1.6972,128521.23,655154.838,52.53,120936.602,54.9913,106898.7062,55.7415,76587.8706,56.0921,53367.0251,57.7226,54772.1947,55.0008,56434.6373
2,002739.SZ,20170629,52.05,52.46,51.63,51.85,52.45,-0.6000000000000014,-1.1439,85061.4,442157.796,53.096,164454.484,55.5871,100333.5631,55.7899,73879.1003,56.196,52829.3892,57.8114,54315.5374,55.0779,55133.1697
3,002739.SZ,20170628,52.96,52.97,52.0,52.45,53.2,-0.75,-1.4098,108342.47,566485.688,53.112,193297.768,56.0953,97608.5669,55.8075,72848.935,56.2924,52643.8147,57.8962,54144.4867,55.142,54530.2643
4,002739.SZ,20170627,54.38,54.4,53.14,53.2,54.18,-0.9799999999999969,-1.8088,100390.69,538123.066,54.15,178785.052,56.5589,95350.1008,55.7913,70394.3918,56.3904,52295.819,57.9732,53719.5252,55.2106,53570.4053
5,002739.SZ,20170626,53.8,54.3,52.78,54.18,53.8,0.38000000000000256,0.7063,182367.22,975825.838,55.104,166403.878,57.0468,92809.56,55.7466,68475.3456,56.4853,51890.4724,58.0486,53435.8467,55.2739,53016.6581
6,002739.SZ,20170623,52.81,54.98,50.95,53.8,51.93,1.8699999999999974,3.601,346110.64,1830858.366,55.758,137392.92,57.49,86952.9262,55.6625,64072.2126,56.5723,50993.4551,58.1098,52564.5238,55.3189,51446.4799
7,002739.SZ,20170622,57.63,57.64,51.9,51.93,57.64,-5.710000000000001,-9.9063,229277.82,1241778.903,56.4342,75126.522,57.8206,64995.8015,55.5958,54582.5535,56.6576,48953.0914,58.1768,50765.7267,55.358,47663.4099
8,002739.SZ,20170621,58.2,58.2,57.26,57.64,57.97,-0.3299999999999983,-0.5693,35778.89,206441.93,57.6698,35905.914,58.2483,53703.0769,55.601,48529.6253,56.7598,47779.5681,58.2605,49625.4329,55.4322,45813.8345
9,002739.SZ,20170620,57.35,58.08,57.35,57.97,57.45,0.519999999999996,0.9051,38484.82,222256.372,57.7733,34766.564,58.1448,55065.56,55.4486,48108.6385,56.8314,47842.5369,58.309,49640.4493,55.439,48401.338
