,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,300010.SZ,20210812,4.94,5.07,4.68,4.72,4.97,-0.25,-5.0302,1223825.45,588961.255
1,300010.SZ,20210811,5.13,5.38,4.83,4.97,4.9,0.07,1.4286,2341117.36,1195756.659
2,300010.SZ,20210810,4.13,4.9,4.08,4.9,4.08,0.82,20.098,1366291.08,626705.171
3,300010.SZ,20210809,4.26,4.37,4.07,4.08,4.11,-0.03,-0.7299,947230.0,394679.469
4,300010.SZ,20210806,4.25,4.4,4.05,4.11,4.37,-0.26,-5.9497,1060159.86,440247.707
5,300010.SZ,20210805,4.63,4.96,4.29,4.37,4.7,-0.33,-7.0213,1554589.51,702285.314
6,300010.SZ,20210804,3.88,4.7,3.85,4.7,3.92,0.78,19.898,1151458.43,504417.634
7,300010.SZ,20210803,3.84,4.05,3.79,3.92,3.85,0.07,1.8182,829838.5,327520.522
8,300010.SZ,20210802,3.71,3.92,3.66,3.85,3.68,0.17,4.6196,734818.55,279548.607
9,300010.SZ,20210730,3.68,3.71,3.52,3.68,3.83,-0.15,-3.9164,948490.86,343586.694
10,300010.SZ,20210729,3.68,3.98,3.66,3.83,3.62,0.21,5.8011,915531.04,351933.756
11,300010.SZ,20210728,3.56,3.87,3.43,3.62,3.59,0.03,0.8357,1136335.01,414925.182
12,300010.SZ,20210727,3.52,3.78,3.52,3.59,4.06,-0.47,-11.5764,1191798.43,429265.891
13,300010.SZ,20210726,4.06,4.06,4.06,4.06,5.08,-1.02,-20.0787,151266.0,61413.996
14,300010.SZ,20210723,5.28,5.42,5.06,5.08,5.34,-0.26,-4.8689,607001.81,316380.516
15,300010.SZ,20210722,5.11,5.55,5.04,5.34,5.09,0.25,4.9116,802883.78,426148.407
16,300010.SZ,20210721,5.06,5.32,5.0,5.09,4.99,0.1,2.004,482694.64,249078.826
17,300010.SZ,20210720,4.93,5.14,4.87,4.99,4.91,0.08,1.6293,417743.43,208657.696
18,300010.SZ,20210719,4.9,4.96,4.82,4.91,4.97,-0.06,-1.2072,343154.47,167526.145
19,300010.SZ,20210716,5.0,5.09,4.92,4.97,5.05,-0.08,-1.5842,357048.29,178096.46
20,300010.SZ,20210715,5.28,5.36,5.03,5.05,5.3,-0.25,-4.717,453927.12,232864.151
21,300010.SZ,20210714,5.32,5.42,5.23,5.3,5.33,-0.03,-0.5629,304416.28,162244.67
22,300010.SZ,20210713,5.3,5.41,5.25,5.33,5.29,0.04,0.7561,304840.92,162313.478
23,300010.SZ,20210712,5.2,5.36,5.18,5.29,5.18,0.11,2.1236,345715.58,182516.241
24,300010.SZ,20210709,5.18,5.29,5.12,5.18,5.23,-0.05,-0.956,294300.76,153475.593
25,300010.SZ,20210708,5.44,5.48,5.22,5.23,5.48,-0.25,-4.562,487829.42,259562.748
26,300010.SZ,20210707,5.67,5.68,5.47,5.48,5.67,-0.19,-3.351,461892.53,255768.014
27,300010.SZ,20210706,5.7,5.73,5.62,5.67,5.72,-0.05,-0.8741,227178.2,128834.331
28,300010.SZ,20210705,5.65,5.77,5.62,5.72,5.7,0.02,0.3509,295657.35,168555.166
29,300010.SZ,20210702,5.66,5.98,5.6,5.7,5.73,-0.03,-0.5236,407641.47,235800.803
30,300010.SZ,20210701,5.65,5.88,5.63,5.73,5.67,0.06,1.0582,426849.46,246525.379
