,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,300579.SZ,20210812,45.89,51.58,45.55,48.32,44.94,3.38,7.5211,130221.26,632065.65
1,300579.SZ,20210811,45.55,45.8,44.47,44.94,45.62,-0.68,-1.4906,38547.74,173034.824
2,300579.SZ,20210810,47.0,47.36,45.02,45.62,46.18,-0.56,-1.2126,53886.03,246537.761
3,300579.SZ,20210809,46.99,48.19,45.25,46.18,46.55,-0.37,-0.7948,57013.8,264508.75
4,300579.SZ,20210806,45.0,46.87,45.0,46.55,44.37,2.18,4.9132,79403.0,367162.999
5,300579.SZ,20210805,46.1,46.4,44.16,44.37,46.46,-2.09,-4.4985,55933.84,251684.169
6,300579.SZ,20210804,45.58,46.55,45.2,46.46,46.23,0.23,0.4975,62077.35,285248.115
7,300579.SZ,20210803,43.94,46.99,43.94,46.23,43.72,2.51,5.7411,88083.9,403085.021
8,300579.SZ,20210802,44.11,44.5,42.03,43.72,44.76,-1.04,-2.3235,48196.21,208184.188
9,300579.SZ,20210730,43.75,44.91,43.05,44.76,43.1,1.66,3.8515,64018.15,283153.126
10,300579.SZ,20210729,42.51,43.84,42.51,43.1,41.84,1.26,3.0115,38911.3,168187.568
11,300579.SZ,20210728,43.85,44.44,41.0,41.84,43.12,-1.28,-2.9685,39703.31,168243.455
12,300579.SZ,20210727,43.37,44.55,42.75,43.12,41.9,1.22,2.9117,48684.03,212760.444
13,300579.SZ,20210726,42.66,43.7,40.4,41.9,43.1,-1.2,-2.7842,34092.18,145142.464
14,300579.SZ,20210723,44.86,44.96,42.89,43.1,44.98,-1.88,-4.1796,54006.82,235214.638
15,300579.SZ,20210722,46.29,46.34,44.6,44.98,46.3,-1.32,-2.851,47759.0,216258.158
16,300579.SZ,20210721,45.0,46.5,45.0,46.3,45.03,1.27,2.8203,53165.62,243818.872
17,300579.SZ,20210720,45.26,45.4,43.92,45.03,45.62,-0.59,-1.2933,41470.0,185288.552
18,300579.SZ,20210719,45.29,46.4,44.55,45.62,46.4,-0.78,-1.681,50480.57,229096.616
19,300579.SZ,20210716,45.92,48.54,45.88,46.4,44.92,1.48,3.2947,78232.3,370342.283
20,300579.SZ,20210715,45.8,46.49,44.11,44.92,46.84,-1.92,-4.0991,63306.35,285925.021
21,300579.SZ,20210714,47.77,48.86,46.7,46.84,47.86,-1.02,-2.1312,71770.1,342833.243
22,300579.SZ,20210713,49.2,50.86,47.6,47.86,49.62,-1.76,-3.547,83655.08,407072.615
23,300579.SZ,20210712,48.55,50.0,47.13,49.62,47.6,2.02,4.2437,104546.04,510665.518
24,300579.SZ,20210709,47.28,49.17,46.22,47.6,47.3,0.3,0.6342,79715.77,378891.179
25,300579.SZ,20210708,45.17,47.36,44.24,47.3,45.17,2.13,4.7155,92165.62,425789.063
26,300579.SZ,20210707,45.51,45.7,44.03,45.17,46.08,-0.91,-1.9748,54536.85,244136.295
27,300579.SZ,20210706,44.36,47.26,43.75,46.08,45.04,1.04,2.3091,80831.88,373502.991
28,300579.SZ,20210705,44.99,46.13,44.41,45.04,44.02,1.02,2.3171,49244.55,222642.098
29,300579.SZ,20210702,43.78,44.93,43.01,44.02,44.11,-0.09,-0.204,59023.52,259095.725
30,300579.SZ,20210701,46.89,47.68,43.88,44.11,47.47,-3.36,-7.0782,79003.57,358597.697
