,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,002760.SZ,20210812,27.39,28.84,27.39,27.39,30.43,-3.04,-9.9901,59944.0,164356.244
1,002760.SZ,20210811,32.31,32.8,30.43,30.43,33.81,-3.38,-9.997,70110.0,216320.846
2,002760.SZ,20210810,38.68,39.0,33.81,33.81,37.57,-3.76,-10.008,101977.0,356530.151
3,002760.SZ,20210809,41.83,42.39,37.57,37.57,41.74,-4.17,-9.9904,65741.0,252270.986
4,002760.SZ,20210806,41.87,43.0,41.0,41.74,41.4,0.34,0.8213,31178.0,130837.444
5,002760.SZ,20210805,43.19,43.68,41.0,41.4,43.5,-2.1,-4.8276,40279.0,168733.093
6,002760.SZ,20210804,41.5,43.87,40.79,43.5,41.28,2.22,5.3779,45449.48,192974.878
7,002760.SZ,20210803,40.68,43.29,40.51,41.28,41.6,-0.32,-0.7692,32699.0,136922.78
8,002760.SZ,20210802,40.51,42.55,39.82,41.6,40.3,1.3,3.2258,35461.0,146163.845
9,002760.SZ,20210730,41.96,43.47,39.88,40.3,40.49,-0.19,-0.4693,66938.45,277554.557
10,002760.SZ,20210729,37.51,40.49,37.51,40.49,36.81,3.68,9.9973,65486.36,263620.524
11,002760.SZ,20210728,37.01,38.55,36.4,36.81,38.58,-1.77,-4.5879,51861.19,194468.157
12,002760.SZ,20210727,38.68,40.59,36.88,38.58,39.0,-0.42,-1.0769,102152.65,392976.146
13,002760.SZ,20210726,41.57,43.87,37.33,39.0,39.88,-0.88,-2.2066,149119.61,618498.829
14,002760.SZ,20210723,39.89,40.88,38.59,39.88,40.64,-0.76,-1.8701,42823.55,170651.313
15,002760.SZ,20210722,38.4,41.29,38.3,40.64,38.23,2.41,6.3039,65509.67,260392.499
16,002760.SZ,20210721,34.75,38.23,34.75,38.23,34.75,3.48,10.0144,57642.86,215839.969
17,002760.SZ,20210720,34.5,35.86,32.69,34.75,33.0,1.75,5.303,76345.02,260952.611
18,002760.SZ,20210719,30.12,33.0,30.12,33.0,30.0,3.0,10.0,28998.0,93799.508
19,002760.SZ,20210716,30.8,31.24,29.88,30.0,30.8,-0.8,-2.5974,41430.0,126131.279
20,002760.SZ,20210715,31.0,31.47,30.54,30.8,31.38,-0.58,-1.8483,30275.0,93489.909
21,002760.SZ,20210714,31.18,32.0,30.4,31.38,31.15,0.23,0.7384,39640.53,124346.234
22,002760.SZ,20210713,29.43,31.8,29.43,31.15,29.3,1.85,6.314,63788.0,197834.588
23,002760.SZ,20210712,28.72,30.1,28.72,29.3,28.51,0.79,2.771,37964.0,111770.062
24,002760.SZ,20210709,27.48,28.65,26.93,28.51,27.24,1.27,4.6623,31695.0,89131.409
25,002760.SZ,20210708,29.08,29.3,26.97,27.24,29.07,-1.83,-6.2951,47405.0,133729.128
26,002760.SZ,20210707,27.28,29.35,27.24,29.07,27.06,2.01,7.4279,38662.0,110318.07
27,002760.SZ,20210706,26.59,27.28,25.3,27.06,25.98,1.08,4.157,27348.0,73528.709
28,002760.SZ,20210705,24.71,26.59,24.71,25.98,24.71,1.27,5.1396,29608.0,76544.205
29,002760.SZ,20210702,24.59,25.15,24.23,24.71,24.64,0.07,0.2841,12250.0,30202.733
30,002760.SZ,20210701,24.9,25.31,24.35,24.64,25.0,-0.36,-1.44,23156.0,57398.386
