,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,603612.SH,20210812,21.0,22.1,20.91,21.84,21.07,0.77,3.6545,113645.72,246009.058
1,603612.SH,20210811,21.39,21.74,20.95,21.07,21.53,-0.46,-2.1366,98552.47,209565.178
2,603612.SH,20210810,22.07,22.18,21.36,21.53,22.27,-0.74,-3.3229,119581.85,259309.125
3,603612.SH,20210809,20.7,22.6,20.6,22.27,20.96,1.31,6.25,146157.61,320852.667
4,603612.SH,20210806,21.04,21.6,20.8,20.96,21.1,-0.14,-0.6635,125187.9,263833.487
5,603612.SH,20210805,21.0,21.3,20.27,21.1,21.26,-0.16,-0.7526,126540.58,263681.004
6,603612.SH,20210804,20.49,21.55,20.13,21.26,20.26,1.0,4.9358,147957.52,310577.556
7,603612.SH,20210803,19.8,20.85,19.61,20.26,19.72,0.54,2.7383,171017.71,348748.285
8,603612.SH,20210802,19.62,20.14,19.21,19.72,19.6,0.12,0.6122,125228.34,247973.226
9,603612.SH,20210730,19.1,19.75,19.02,19.6,19.21,0.39,2.0302,101226.01,196772.002
10,603612.SH,20210729,19.11,19.54,19.0,19.21,18.6,0.61,3.2796,130048.08,250053.123
11,603612.SH,20210728,19.47,19.76,18.22,18.6,19.65,-1.05,-5.3435,173832.64,326951.192
12,603612.SH,20210727,20.3,21.35,19.6,19.65,20.3,-0.65,-3.202,169592.91,348884.896
13,603612.SH,20210726,20.5,20.86,19.8,20.3,20.62,-0.32,-1.5519,140592.5,285941.926
14,603612.SH,20210723,21.0,21.2,20.2,20.62,21.22,-0.6,-2.8275,190713.82,393517.511
15,603612.SH,20210722,21.0,21.78,20.61,21.22,20.99,0.23,1.0958,171260.34,362216.109
16,603612.SH,20210721,20.9,21.07,20.36,20.99,20.94,0.05,0.2388,171681.97,356463.724
17,603612.SH,20210720,19.58,21.2,19.5,20.94,19.89,1.05,5.279,255975.73,521611.179
18,603612.SH,20210719,19.3,20.39,19.3,19.89,18.92,0.97,5.1268,311804.35,620961.438
19,603612.SH,20210716,18.58,19.51,18.33,18.92,17.8,1.12,6.2921,297639.07,565632.542
20,603612.SH,20210715,17.5,18.2,17.5,17.8,17.57,0.23,1.309,77327.2,137611.323
21,603612.SH,20210714,17.96,17.99,17.31,17.57,17.91,-0.34,-1.8984,87377.96,153849.633
22,603612.SH,20210713,17.85,18.1,17.75,17.91,17.91,0.0,0.0,71085.73,127345.343
23,603612.SH,20210712,18.19,18.62,17.83,17.91,17.95,-0.04,-0.2228,128375.1,232894.734
24,603612.SH,20210709,17.54,18.1,17.39,17.95,17.43,0.52,2.9834,128289.62,228630.489
25,603612.SH,20210708,17.79,17.86,17.4,17.43,17.61,-0.18,-1.0221,69768.4,122653.586
26,603612.SH,20210707,17.4,17.8,17.19,17.61,17.46,0.15,0.8591,68911.3,120741.4
27,603612.SH,20210706,17.52,17.72,17.0,17.46,17.5,-0.04,-0.2286,75947.2,131560.322
28,603612.SH,20210705,17.0,17.64,16.85,17.5,17.06,0.44,2.5791,75762.68,131547.499
29,603612.SH,20210702,17.28,17.49,17.03,17.06,17.3,-0.24,-1.3873,69092.68,118788.984
30,603612.SH,20210701,17.97,17.97,17.3,17.3,17.97,-0.67,-3.7284,90708.72,160019.099
