,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,000028.SZ,20210812,35.44,35.59,35.15,35.18,35.38,-0.2,-0.5653,17770.71,62676.748
1,000028.SZ,20210811,35.65,35.76,35.36,35.38,35.89,-0.51,-1.421,26978.44,95762.942
2,000028.SZ,20210810,35.45,35.9,35.25,35.89,35.59,0.3,0.8429,32817.75,116696.416
3,000028.SZ,20210809,35.47,35.93,35.08,35.59,35.2,0.39,1.108,26659.19,94584.019
4,000028.SZ,20210806,36.28,36.28,34.8,35.2,36.6,-1.4,-3.8251,45509.34,160633.694
5,000028.SZ,20210805,37.67,38.89,36.43,36.6,36.66,-0.06,-0.1637,103305.29,390607.167
6,000028.SZ,20210804,35.48,36.9,34.96,36.66,35.64,1.02,2.862,40205.16,144493.273
7,000028.SZ,20210803,34.95,35.83,34.9,35.64,35.0,0.64,1.8286,27908.92,98975.383
8,000028.SZ,20210802,34.49,35.13,34.02,35.0,34.88,0.12,0.344,22674.44,78797.758
9,000028.SZ,20210730,34.49,35.18,33.67,34.88,34.5,0.38,1.1014,31950.46,109533.363
10,000028.SZ,20210729,35.18,35.27,34.38,34.5,34.98,-0.48,-1.3722,28456.91,98562.761
11,000028.SZ,20210728,35.35,35.7,34.66,34.98,35.45,-0.47,-1.3258,28643.84,100489.978
12,000028.SZ,20210727,35.75,35.86,35.26,35.45,35.52,-0.07,-0.1971,16966.13,60295.431
13,000028.SZ,20210726,36.28,36.28,35.44,35.52,36.37,-0.85,-2.3371,27341.67,97791.571
14,000028.SZ,20210723,36.37,36.4,36.15,36.37,36.37,0.0,0.0,15149.36,54867.067
15,000028.SZ,20210722,36.63,36.69,36.27,36.37,36.6,-0.23,-0.6284,16078.92,58486.341
16,000028.SZ,20210721,36.94,36.94,36.51,36.6,36.83,-0.23,-0.6245,14896.9,54603.696
17,000028.SZ,20210720,36.56,37.09,36.5,36.83,36.72,0.11,0.2996,16941.13,62433.244
18,000028.SZ,20210719,36.22,36.76,36.1,36.72,36.43,0.29,0.796,17992.12,65709.599
19,000028.SZ,20210716,36.36,36.55,36.16,36.43,36.36,0.07,0.1925,14411.48,52392.477
20,000028.SZ,20210715,36.46,36.46,36.12,36.36,36.55,-0.19,-0.5198,14297.39,51833.347
21,000028.SZ,20210714,36.69,36.72,36.33,36.55,36.74,-0.19,-0.5171,19016.64,69412.468
22,000028.SZ,20210713,36.28,36.77,36.12,36.74,36.2,0.54,1.4917,21715.08,79281.323
23,000028.SZ,20210712,36.54,36.62,36.05,36.2,36.39,-0.19,-0.5221,27685.41,100660.395
24,000028.SZ,20210709,36.05,36.4,36.0,36.39,36.24,0.15,0.4139,14320.81,51817.767
25,000028.SZ,20210708,36.84,36.88,36.1,36.24,36.89,-0.65,-1.762,24318.29,88471.776
26,000028.SZ,20210707,36.67,36.97,36.58,36.89,36.66,0.23,0.6274,13450.74,49461.655
27,000028.SZ,20210706,36.72,36.78,36.41,36.66,36.71,-0.05,-0.1362,14722.38,53855.978
28,000028.SZ,20210705,37.29,37.29,36.28,36.71,37.4,-0.69,-1.8449,27294.5,100080.283
29,000028.SZ,20210702,38.15,38.34,37.34,37.4,38.29,-0.89,-2.3244,30020.1,113370.998
30,000028.SZ,20210701,37.94,38.59,37.8,38.29,37.84,0.45,1.1892,30652.0,117515.953
