,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,002269.SZ,20210812,2.77,2.78,2.71,2.74,2.78,-0.04,-1.4388,535898.61,146776.478
1,002269.SZ,20210811,2.84,2.85,2.77,2.78,2.82,-0.04,-1.4184,495243.85,137947.086
2,002269.SZ,20210810,2.8,2.85,2.76,2.82,2.8,0.02,0.7143,469503.73,131785.941
3,002269.SZ,20210809,2.82,2.83,2.77,2.8,2.85,-0.05,-1.7544,487078.52,136244.968
4,002269.SZ,20210806,2.75,2.89,2.7,2.85,2.79,0.06,2.1505,684448.02,192214.381
5,002269.SZ,20210805,2.88,2.89,2.78,2.79,2.91,-0.12,-4.1237,750884.51,212032.528
6,002269.SZ,20210804,2.88,2.98,2.87,2.91,2.88,0.03,1.0417,651710.01,190522.854
7,002269.SZ,20210803,2.92,3.01,2.86,2.88,2.96,-0.08,-2.7027,795729.01,233319.041
8,002269.SZ,20210802,2.9,2.98,2.83,2.96,2.94,0.02,0.6803,802957.3,233638.486
9,002269.SZ,20210730,2.98,2.99,2.86,2.94,3.01,-0.07,-2.3256,792319.0,231286.878
10,002269.SZ,20210729,3.03,3.07,2.98,3.01,2.99,0.02,0.6689,661656.35,199437.742
11,002269.SZ,20210728,3.17,3.17,2.89,2.99,3.21,-0.22,-6.8536,1012188.07,305949.876
12,002269.SZ,20210727,3.24,3.34,3.2,3.21,3.44,-0.23,-6.686,1253824.62,407217.537
13,002269.SZ,20210726,3.39,3.5,3.25,3.44,3.24,0.2,6.1728,1891242.0,643288.651
14,002269.SZ,20210723,3.22,3.29,3.13,3.24,3.24,0.0,0.0,914933.78,293203.293
15,002269.SZ,20210722,3.26,3.34,3.22,3.24,3.35,-0.11,-3.2836,940680.0,305315.381
16,002269.SZ,20210721,3.45,3.5,3.34,3.35,3.32,0.03,0.9036,1132918.61,385423.323
17,002269.SZ,20210720,3.24,3.34,3.16,3.32,3.24,0.08,2.4691,981369.0,319944.715
18,002269.SZ,20210719,3.27,3.33,3.21,3.24,3.27,-0.03,-0.9174,679490.21,220224.043
19,002269.SZ,20210716,3.36,3.41,3.26,3.27,3.4,-0.13,-3.8235,957385.91,317139.329
20,002269.SZ,20210715,3.52,3.53,3.32,3.4,3.57,-0.17,-4.7619,1293977.34,439016.453
21,002269.SZ,20210714,3.39,3.68,3.34,3.57,3.49,0.08,2.2923,1793215.33,634303.887
22,002269.SZ,20210713,3.51,3.74,3.43,3.49,3.5,-0.01,-0.2857,2265968.52,809852.208
23,002269.SZ,20210712,3.18,3.5,3.16,3.5,3.18,0.32,10.0629,1272065.87,430917.969
24,002269.SZ,20210709,3.13,3.24,3.06,3.18,3.15,0.03,0.9524,907044.33,286906.468
25,002269.SZ,20210708,3.33,3.34,3.13,3.15,3.32,-0.17,-5.1205,1220484.07,391450.745
26,002269.SZ,20210707,3.21,3.44,3.21,3.32,3.26,0.06,1.8405,1239918.81,410976.367
27,002269.SZ,20210706,3.18,3.34,3.18,3.26,3.41,-0.15,-4.3988,1367417.81,444179.395
28,002269.SZ,20210705,3.46,3.47,3.35,3.41,3.42,-0.01,-0.2924,918284.99,313026.982
29,002269.SZ,20210702,3.53,3.6,3.4,3.42,3.57,-0.15,-4.2017,1095978.9,379966.44
30,002269.SZ,20210701,3.64,3.8,3.56,3.57,3.71,-0.14,-3.7736,1135046.65,415798.276
