,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,300238.SZ,20210812,18.48,18.58,18.27,18.37,18.45,-0.08,-0.4336,27106.0,49801.979
1,300238.SZ,20210811,18.8,18.92,18.36,18.45,18.89,-0.44,-2.3293,36208.0,67264.521
2,300238.SZ,20210810,18.63,19.15,18.4,18.89,18.61,0.28,1.5046,38313.0,71815.529
3,300238.SZ,20210809,18.39,18.76,18.32,18.61,18.58,0.03,0.1615,26989.29,50229.022
4,300238.SZ,20210806,18.89,19.2,18.5,18.58,19.1,-0.52,-2.7225,43237.44,80692.102
5,300238.SZ,20210805,19.07,19.81,19.0,19.1,19.28,-0.18,-0.9336,46634.4,90321.885
6,300238.SZ,20210804,19.3,19.45,18.81,19.28,19.45,-0.17,-0.874,52868.4,100958.726
7,300238.SZ,20210803,18.7,19.98,18.57,19.45,18.76,0.69,3.678,91314.0,177297.38
8,300238.SZ,20210802,18.88,19.0,18.32,18.76,18.74,0.02,0.1067,44402.04,82917.51
9,300238.SZ,20210730,17.9,19.19,17.37,18.74,17.9,0.84,4.6927,65056.21,119299.303
10,300238.SZ,20210729,18.12,18.28,17.84,17.9,17.85,0.05,0.2801,32019.0,57789.426
11,300238.SZ,20210728,18.05,18.23,17.2,17.85,18.1,-0.25,-1.3812,45284.0,80040.998
12,300238.SZ,20210727,18.19,18.4,17.96,18.1,18.28,-0.18,-0.9847,33265.17,60291.226
13,300238.SZ,20210726,19.15,19.16,17.94,18.28,19.06,-0.78,-4.0923,56745.04,104398.869
14,300238.SZ,20210723,19.6,19.74,18.92,19.06,19.7,-0.64,-3.2487,55547.93,106688.545
15,300238.SZ,20210722,20.06,20.12,19.67,19.7,20.17,-0.47,-2.3302,39244.0,77777.928
16,300238.SZ,20210721,20.26,20.37,19.95,20.17,20.26,-0.09,-0.4442,39555.15,79417.324
17,300238.SZ,20210720,19.7,20.45,19.7,20.26,19.73,0.53,2.6863,50676.02,102198.844
18,300238.SZ,20210719,19.6,19.94,19.6,19.73,19.65,0.08,0.4071,23663.06,46765.492
19,300238.SZ,20210716,19.88,19.97,19.59,19.65,20.06,-0.41,-2.0439,42512.18,83819.208
20,300238.SZ,20210715,20.38,20.85,20.05,20.06,20.18,-0.12,-0.5946,56500.35,114977.714
21,300238.SZ,20210714,19.5,20.55,19.46,20.18,19.63,0.55,2.8018,71099.44,143074.291
22,300238.SZ,20210713,19.4,19.63,19.3,19.63,19.44,0.19,0.9774,27448.06,53501.921
23,300238.SZ,20210712,19.63,19.69,19.36,19.44,19.42,0.02,0.103,30421.59,59363.072
24,300238.SZ,20210709,19.07,19.5,18.93,19.42,19.05,0.37,1.9423,29862.73,57417.772
25,300238.SZ,20210708,19.27,19.32,18.95,19.05,19.34,-0.29,-1.4995,36424.29,69449.028
26,300238.SZ,20210707,19.21,19.41,19.2,19.34,19.24,0.1,0.5198,25541.6,49349.767
27,300238.SZ,20210706,19.7,19.88,19.08,19.24,19.75,-0.51,-2.5823,48768.09,93872.712
28,300238.SZ,20210705,19.91,20.08,19.59,19.75,19.9,-0.15,-0.7538,34818.85,68599.965
29,300238.SZ,20210702,20.5,20.5,19.85,19.9,20.52,-0.62,-3.0214,45647.13,91262.776
30,300238.SZ,20210701,20.19,20.91,20.13,20.52,20.29,0.23,1.1336,64402.22,133023.929
