,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,603358.SH,20210812,17.0,17.02,16.53,16.59,17.13,-0.54,-3.1524,30586.38,50971.509
1,603358.SH,20210811,17.15,17.5,16.9,17.13,17.22,-0.09,-0.5226,26649.73,45702.478
2,603358.SH,20210810,18.0,18.2,17.11,17.22,18.09,-0.87,-4.8093,41741.74,73570.797
3,603358.SH,20210809,17.55,18.2,17.45,18.09,17.68,0.41,2.319,44005.6,79109.583
4,603358.SH,20210806,17.65,17.79,17.36,17.68,17.7,-0.02,-0.113,20631.41,36368.968
5,603358.SH,20210805,17.46,17.76,17.29,17.7,17.49,0.21,1.2007,23274.79,40876.282
6,603358.SH,20210804,17.8,17.92,17.49,17.49,17.83,-0.34,-1.9069,29853.0,52703.682
7,603358.SH,20210803,17.76,18.03,17.59,17.83,17.92,-0.09,-0.5022,30136.84,53622.077
8,603358.SH,20210802,18.05,18.48,17.79,17.92,18.0,-0.08,-0.4444,39551.07,71584.135
9,603358.SH,20210730,17.62,18.09,17.11,18.0,17.71,0.29,1.6375,76211.15,135565.397
10,603358.SH,20210729,17.0,17.72,16.83,17.71,17.06,0.65,3.8101,50451.29,87208.581
11,603358.SH,20210728,16.67,17.33,15.75,17.06,16.77,0.29,1.7293,54535.48,91984.496
12,603358.SH,20210727,16.65,17.16,16.43,16.77,16.69,0.08,0.4793,32012.25,54067.477
13,603358.SH,20210726,17.18,17.4,16.6,16.69,17.18,-0.49,-2.8522,25459.0,43173.596
14,603358.SH,20210723,17.3,17.72,16.92,17.18,17.28,-0.1,-0.5787,38128.11,66163.59
15,603358.SH,20210722,16.8,17.5,16.7,17.28,16.86,0.42,2.4911,39087.06,67209.955
16,603358.SH,20210721,16.91,17.36,16.78,16.86,16.81,0.05,0.2974,30334.32,51520.799
17,603358.SH,20210720,16.6,17.26,16.42,16.81,16.55,0.26,1.571,29479.98,49682.659
18,603358.SH,20210719,16.69,16.73,16.24,16.55,16.92,-0.37,-2.1868,25748.46,42563.419
19,603358.SH,20210716,16.65,16.98,16.21,16.92,16.62,0.3,1.8051,37201.09,61662.2
20,603358.SH,20210715,16.29,16.85,16.27,16.62,16.41,0.21,1.2797,32900.8,54641.982
21,603358.SH,20210714,16.27,16.76,16.08,16.41,16.43,-0.02,-0.1217,31295.71,51411.773
22,603358.SH,20210713,17.65,17.87,16.14,16.43,17.89,-1.46,-8.161,59274.06,97887.593
23,603358.SH,20210712,17.48,18.05,17.35,17.89,17.5,0.39,2.2286,33020.08,58559.208
24,603358.SH,20210709,16.75,17.6,16.67,17.5,16.81,0.69,4.1047,34511.41,59172.808
25,603358.SH,20210708,17.52,17.8,16.75,16.81,17.54,-0.73,-4.1619,39487.69,67426.244
26,603358.SH,20210707,17.45,17.89,17.29,17.54,17.51,0.03,0.1713,36565.12,64379.245
27,603358.SH,20210706,17.65,17.65,17.25,17.51,17.53,-0.02,-0.1141,16673.55,29051.096
28,603358.SH,20210705,17.61,18.04,17.41,17.53,17.61,-0.08,-0.4543,31901.57,56535.494
29,603358.SH,20210702,17.0,17.66,16.63,17.61,17.01,0.6,3.5273,28813.93,50031.938
30,603358.SH,20210701,17.37,17.55,17.01,17.01,17.37,-0.36,-2.0725,23425.41,40521.645
