,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,603668.SH,20210812,7.11,7.22,7.09,7.19,7.11,0.08,1.1252,44320.17,31738.93
1,603668.SH,20210811,7.14,7.15,7.09,7.11,7.15,-0.04,-0.5594,22640.34,16104.31
2,603668.SH,20210810,7.12,7.18,7.07,7.15,7.11,0.04,0.5626,28203.2,20127.284
3,603668.SH,20210809,7.01,7.17,7.01,7.11,7.04,0.07,0.9943,21843.25,15566.108
4,603668.SH,20210806,7.07,7.08,6.91,7.04,7.08,-0.04,-0.565,22337.91,15665.701
5,603668.SH,20210805,7.16,7.16,7.07,7.08,7.16,-0.08,-1.1173,18314.0,13013.996
6,603668.SH,20210804,7.07,7.18,7.07,7.16,7.12,0.04,0.5618,18007.0,12852.625
7,603668.SH,20210803,7.26,7.26,7.11,7.12,7.08,0.04,0.565,31249.71,22385.369
8,603668.SH,20210802,6.97,7.13,6.95,7.08,6.99,0.09,1.2876,23571.26,16658.483
9,603668.SH,20210730,7.01,7.02,6.9,6.99,6.99,0.0,0.0,16398.51,11426.587
10,603668.SH,20210729,6.95,7.02,6.91,6.99,6.92,0.07,1.0116,21142.1,14754.793
11,603668.SH,20210728,7.02,7.02,6.8,6.92,7.06,-0.14,-1.983,37427.65,25932.403
12,603668.SH,20210727,7.13,7.21,7.06,7.06,7.19,-0.13,-1.8081,40205.82,28660.921
13,603668.SH,20210726,7.15,7.27,7.08,7.19,7.18,0.01,0.1393,40405.37,28960.281
14,603668.SH,20210723,7.24,7.24,7.15,7.18,7.24,-0.06,-0.8287,39644.94,28420.785
15,603668.SH,20210722,7.28,7.32,7.2,7.24,7.27,-0.03,-0.4127,40401.4,29309.594
16,603668.SH,20210721,7.32,7.32,7.22,7.27,7.29,-0.02,-0.2743,38408.39,27871.301
17,603668.SH,20210720,7.2,7.32,7.17,7.29,7.27,0.02,0.2751,28367.15,20495.798
18,603668.SH,20210719,7.41,7.44,7.24,7.27,7.4,-0.13,-1.7568,46089.86,33718.682
19,603668.SH,20210716,7.39,7.46,7.33,7.4,7.39,0.01,0.1353,46002.36,34043.702
20,603668.SH,20210715,7.45,7.46,7.35,7.39,7.46,-0.07,-0.9383,49015.84,36207.006
21,603668.SH,20210714,7.54,7.67,7.45,7.46,7.62,-0.16,-2.0997,56858.4,42734.628
22,603668.SH,20210713,7.58,7.75,7.48,7.62,7.45,0.17,2.2819,96366.4,73601.508
23,603668.SH,20210712,7.43,7.51,7.36,7.45,7.41,0.04,0.5398,46070.32,34167.001
24,603668.SH,20210709,7.44,7.46,7.36,7.41,7.48,-0.07,-0.9358,30309.6,22444.981
25,603668.SH,20210708,7.46,7.5,7.36,7.48,7.46,0.02,0.2681,42567.3,31580.178
26,603668.SH,20210707,7.55,7.58,7.41,7.46,7.53,-0.07,-0.9296,46550.2,34750.351
27,603668.SH,20210706,7.6,7.66,7.43,7.53,7.53,0.0,0.0,74521.49,56050.078
28,603668.SH,20210705,7.3,7.54,7.27,7.53,7.27,0.26,3.5763,128638.62,95549.624
29,603668.SH,20210702,7.13,7.29,7.08,7.27,7.13,0.14,1.9635,59019.0,42543.095
30,603668.SH,20210701,7.21,7.23,7.13,7.13,7.21,-0.08,-1.1096,31289.8,22427.474
