,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,600624.SH,20210812,6.16,6.16,6.11,6.13,6.16,-0.03,-0.487,48407.99,29676.921
1,600624.SH,20210811,6.16,6.18,6.12,6.16,6.16,0.0,0.0,72746.13,44654.097
2,600624.SH,20210810,6.17,6.21,6.13,6.16,6.19,-0.03,-0.4847,73242.77,45120.725
3,600624.SH,20210809,6.11,6.25,6.04,6.19,6.12,0.07,1.1438,92694.44,56567.009
4,600624.SH,20210806,6.2,6.35,6.07,6.12,6.19,-0.07,-1.1309,103264.56,63375.869
5,600624.SH,20210805,6.11,6.25,6.05,6.19,6.11,0.08,1.3093,132482.33,81706.678
6,600624.SH,20210804,6.18,6.2,6.06,6.11,6.16,-0.05,-0.8117,89255.75,54399.733
7,600624.SH,20210803,6.1,6.22,6.09,6.16,6.09,0.07,1.1494,87830.45,54061.612
8,600624.SH,20210802,6.01,6.15,5.96,6.09,6.03,0.06,0.995,94685.66,57387.5
9,600624.SH,20210730,6.17,6.17,5.93,6.03,6.18,-0.15,-2.4272,104292.28,62653.257
10,600624.SH,20210729,6.37,6.39,6.07,6.18,6.26,-0.08,-1.278,83813.04,52308.046
11,600624.SH,20210728,6.86,6.86,6.26,6.26,6.85,-0.59,-8.6131,104035.0,67342.351
12,600624.SH,20210727,6.96,7.0,6.84,6.85,6.95,-0.1,-1.4388,31602.6,21849.693
13,600624.SH,20210726,7.04,7.05,6.82,6.95,7.04,-0.09,-1.2784,45616.05,31600.47
14,600624.SH,20210723,7.09,7.09,6.96,7.04,7.07,-0.03,-0.4243,51683.87,36227.142
15,600624.SH,20210722,7.11,7.14,7.03,7.07,7.11,-0.04,-0.5626,43679.85,30859.202
16,600624.SH,20210721,7.11,7.2,7.09,7.11,7.1,0.01,0.1408,32949.48,23504.387
17,600624.SH,20210720,7.07,7.12,7.07,7.1,7.14,-0.04,-0.5602,21683.04,15370.159
18,600624.SH,20210719,7.2,7.26,7.11,7.14,7.25,-0.11,-1.5172,43587.1,31190.723
19,600624.SH,20210716,7.38,7.45,7.23,7.25,7.27,-0.02,-0.2751,43177.8,31631.835
20,600624.SH,20210715,7.4,7.41,7.23,7.27,7.36,-0.09,-1.2228,43818.09,31888.86
21,600624.SH,20210714,7.35,7.47,7.25,7.36,7.34,0.02,0.2725,71933.43,52968.621
22,600624.SH,20210713,7.26,7.36,7.23,7.34,7.27,0.07,0.9629,36422.26,26581.854
23,600624.SH,20210712,7.3,7.36,7.26,7.27,7.23,0.04,0.5533,40538.77,29615.682
24,600624.SH,20210709,7.24,7.3,7.2,7.23,7.24,-0.01,-0.1381,28883.0,20868.669
25,600624.SH,20210708,7.41,7.44,7.24,7.24,7.38,-0.14,-1.897,40072.71,29322.015
26,600624.SH,20210707,7.39,7.43,7.32,7.38,7.39,-0.01,-0.1353,37101.53,27343.76
27,600624.SH,20210706,7.38,7.45,7.35,7.39,7.45,-0.06,-0.8054,28433.65,21036.682
28,600624.SH,20210705,7.37,7.5,7.33,7.45,7.37,0.08,1.0855,35585.25,26476.805
29,600624.SH,20210702,7.35,7.4,7.31,7.37,7.37,0.0,0.0,19346.96,14233.576
30,600624.SH,20210701,7.37,7.48,7.33,7.37,7.47,-0.1,-1.3387,37937.38,28006.399
