,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,300622.SZ,20210812,21.7,21.88,20.87,21.16,21.64,-0.48,-2.2181,13460.34,28739.556
1,300622.SZ,20210811,21.68,22.1,21.49,21.64,21.61,0.03,0.1388,10714.89,23333.103
2,300622.SZ,20210810,22.14,22.37,21.31,21.61,22.29,-0.68,-3.0507,14886.03,32512.729
3,300622.SZ,20210809,21.14,22.3,21.08,22.29,21.18,1.11,5.2408,15340.6,33595.925
4,300622.SZ,20210806,21.66,21.84,20.92,21.18,21.65,-0.47,-2.1709,12334.05,26286.101
5,300622.SZ,20210805,21.96,22.3,21.65,21.65,21.95,-0.3,-1.3667,10167.0,22249.938
6,300622.SZ,20210804,21.9,22.22,21.55,21.95,22.0,-0.05,-0.2273,11860.22,25890.11
7,300622.SZ,20210803,21.75,22.43,21.75,22.0,21.97,0.03,0.1365,12877.38,28507.117
8,300622.SZ,20210802,20.77,21.99,20.42,21.97,20.77,1.2,5.7776,22063.24,46930.092
9,300622.SZ,20210730,21.33,21.54,20.44,20.77,20.61,0.16,0.7763,19545.88,40731.833
10,300622.SZ,20210729,21.1,21.4,20.33,20.61,20.96,-0.35,-1.6698,17102.0,35378.213
11,300622.SZ,20210728,21.0,21.29,19.9,20.96,21.05,-0.09,-0.4276,17939.4,37238.645
12,300622.SZ,20210727,21.43,21.95,20.86,21.05,21.3,-0.25,-1.1737,16619.76,35712.695
13,300622.SZ,20210726,21.55,21.96,20.6,21.3,21.5,-0.2,-0.9302,18297.05,38747.583
14,300622.SZ,20210723,22.01,22.2,21.31,21.5,22.02,-0.52,-2.3615,15052.99,32594.206
15,300622.SZ,20210722,22.45,22.46,21.89,22.02,22.48,-0.46,-2.0463,15043.76,33310.48
16,300622.SZ,20210721,22.63,23.28,22.1,22.48,22.62,-0.14,-0.6189,22768.12,51624.165
17,300622.SZ,20210720,21.98,22.86,21.92,22.62,22.49,0.13,0.578,22728.79,51180.436
18,300622.SZ,20210719,20.92,22.77,20.92,22.49,20.92,1.57,7.5048,46566.74,103085.421
19,300622.SZ,20210716,21.2,21.37,20.8,20.92,21.22,-0.3,-1.4138,14313.73,30104.219
20,300622.SZ,20210715,21.7,21.93,21.01,21.22,21.64,-0.42,-1.9409,16449.06,35187.826
21,300622.SZ,20210714,22.19,22.25,21.31,21.64,22.15,-0.51,-2.3025,17678.57,38576.353
22,300622.SZ,20210713,21.52,22.3,21.5,22.15,21.52,0.63,2.9275,24296.58,53436.995
23,300622.SZ,20210712,20.68,21.74,20.52,21.52,20.68,0.84,4.0619,21895.7,46501.511
24,300622.SZ,20210709,21.05,21.26,20.4,20.68,21.0,-0.32,-1.5238,17608.14,36328.702
25,300622.SZ,20210708,21.2,21.39,20.33,21.0,21.29,-0.29,-1.3621,23673.35,49145.833
26,300622.SZ,20210707,20.92,21.88,20.92,21.29,20.92,0.37,1.7686,24020.48,51379.037
27,300622.SZ,20210706,20.7,21.1,20.47,20.92,20.7,0.22,1.0628,18499.16,38504.831
28,300622.SZ,20210705,20.75,20.9,20.45,20.7,20.69,0.01,0.0483,17427.89,35976.229
29,300622.SZ,20210702,20.09,21.0,19.82,20.69,20.09,0.6,2.9866,21544.53,44360.0
30,300622.SZ,20210701,20.26,20.71,20.02,20.09,20.29,-0.2,-0.9857,13610.89,27669.799
