,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,601985.SH,20210812,5.14,5.15,5.09,5.11,5.11,0.0,0.0,541128.78,276754.272
1,601985.SH,20210811,5.14,5.18,5.07,5.11,5.14,-0.03,-0.5837,753015.1,384827.559
2,601985.SH,20210810,5.09,5.15,5.06,5.14,5.09,0.05,0.9823,771456.02,394659.427
3,601985.SH,20210809,5.02,5.13,4.96,5.09,5.02,0.07,1.3944,947270.54,480501.13
4,601985.SH,20210806,5.0,5.05,4.95,5.02,4.98,0.04,0.8032,627750.24,314269.29
5,601985.SH,20210805,4.9,5.04,4.9,4.98,4.91,0.07,1.4257,733667.97,366164.525
6,601985.SH,20210804,4.92,4.94,4.89,4.91,4.93,-0.02,-0.4057,476359.19,234293.735
7,601985.SH,20210803,4.9,4.95,4.88,4.93,4.91,0.02,0.4073,809309.09,397648.474
8,601985.SH,20210802,4.79,4.94,4.73,4.91,4.8,0.11,2.2917,942055.98,459766.695
9,601985.SH,20210730,4.68,4.82,4.66,4.8,4.69,0.11,2.3454,409764.63,194944.431
10,601985.SH,20210729,4.67,4.71,4.63,4.69,4.64,0.05,1.0776,358965.26,167633.998
11,601985.SH,20210728,4.73,4.76,4.62,4.64,4.75,-0.11,-2.3158,422574.78,197194.174
12,601985.SH,20210727,4.85,4.85,4.74,4.75,4.84,-0.09,-1.8595,569463.94,272789.06
13,601985.SH,20210726,4.83,4.88,4.8,4.84,4.83,0.01,0.207,481716.81,233058.804
14,601985.SH,20210723,4.83,4.86,4.81,4.83,4.86,-0.03,-0.6173,360683.75,174333.794
15,601985.SH,20210722,4.81,4.88,4.8,4.86,4.81,0.05,1.0395,442539.11,214826.515
16,601985.SH,20210721,4.84,4.85,4.77,4.81,4.83,-0.02,-0.4141,434122.43,208524.857
17,601985.SH,20210720,4.78,4.89,4.76,4.83,4.8,0.03,0.625,623633.87,301474.832
18,601985.SH,20210719,4.75,4.82,4.7,4.8,4.75,0.05,1.0526,440090.37,208970.581
19,601985.SH,20210716,4.81,4.83,4.75,4.75,4.78,-0.03,-0.6276,429723.31,205533.816
20,601985.SH,20210715,4.95,4.95,4.84,4.91,4.95,-0.04,-0.8081,600946.78,293023.533
21,601985.SH,20210714,4.99,5.01,4.92,4.95,4.98,-0.03,-0.6024,579143.16,287340.315
22,601985.SH,20210713,4.97,4.98,4.92,4.98,4.96,0.02,0.4032,589069.94,291987.269
23,601985.SH,20210712,4.99,5.03,4.92,4.96,4.95,0.01,0.202,639066.78,317588.461
24,601985.SH,20210709,4.98,4.98,4.92,4.95,4.99,-0.04,-0.8016,564981.44,279411.097
25,601985.SH,20210708,5.15,5.18,4.96,4.99,5.17,-0.18,-3.4816,1126706.8,566254.824
26,601985.SH,20210707,5.17,5.21,5.12,5.17,5.17,0.0,0.0,406788.95,210020.251
27,601985.SH,20210706,5.08,5.18,5.04,5.17,5.08,0.09,1.7717,507416.91,260805.041
28,601985.SH,20210705,5.04,5.08,5.0,5.08,5.04,0.04,0.7937,250772.21,126461.972
29,601985.SH,20210702,5.1,5.15,5.03,5.04,5.09,-0.05,-0.9823,424483.7,216099.931
30,601985.SH,20210701,5.12,5.15,5.06,5.09,5.06,0.03,0.5929,369360.0,188630.568
