modecode,modename,info
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=4.24--周数=6--换手率=62.5----郑州煤电**600121.SH
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=6.48--周数=6--换手率=112.3----综艺股份**600770.SH
a3,筹码突破,--筹码突破--20220318--云煤能源**600792.SH
a3,筹码突破,--筹码突破--20220318--纳尔股份**002825.SZ
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=8.98--周数=8--换手率=58.5----郑中设计**002811.SZ
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=4.59--周数=7--换手率=59.9----渤海化学**600800.SH
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=10.53--周数=6--换手率=163.5----建艺集团**002789.SZ
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=8.37--周数=6--换手率=150.9----快意电梯--强势股票**002774.SZ
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=10.53--周数=6--换手率=129.9----中路股份**600818.SH
a3,筹码突破,--筹码突破--20220318--浙江建投**002761.SZ
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=5.31--周数=7--换手率=29.7----耀皮玻璃**600819.SH
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=12.92--周数=7--换手率=556.5----龙津药业**002750.SZ
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=3.6--周数=9--换手率=11.6----茂业商业**600828.SH
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=19.8--周数=6--换手率=602.3----京城股份**600860.SH
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=14.32--周数=6--换手率=69.9----葵花药业**002737.SZ
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=6.85--周数=8--换手率=55.9----创业环保**600874.SH
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=4.91--周数=7--换手率=377.5----顾地科技**002694.SZ
a3,筹码突破,--筹码突破--20220318--鞍重股份**002667.SZ
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=7.26--周数=6--换手率=68.6----郴电国际**600969.SH
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=19.05--周数=8--换手率=95.8----赞宇科技--强势股票**002637.SZ
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=8.53--周数=10--换手率=111.4----申科股份--强势股票**002633.SZ
a3,筹码突破,--筹码突破--20220318--亚玛顿**002623.SZ
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=6.66--周数=7--换手率=92.5----恒源煤电**600971.SH
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=14.31--周数=6--换手率=120.9----通达动力--强势股票**002576.SZ
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=4.59--周数=6--换手率=347.9----顺灏股份**002565.SZ
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=5.28--周数=8--换手率=195.2----兄弟科技--强势股票**002562.SZ
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=6.9--周数=7--换手率=55.1----运盛医疗**600767.SH
a3,筹码突破,--筹码突破--20220318--持仓量_周线开始=20211231-结束=20220311--中间值=13.44--周数=8--换手率=75.8----中毅达**600610.SH
