modecode,modename,info
a3,筹码突破,--筹码突破日线--20220309----持仓量_周线开始=20211224-结束=20220304--中间值=7.5--大于7个----换手率100----黑牡丹**600510.SH
a3,筹码突破,--筹码突破日线--20220309----持仓量_周线开始=20211224-结束=20220304--中间值=7.12--大于7个----换手率100----梅轮电梯**603321.SH
a3,筹码突破,--筹码突破日线--20220309----持仓量_周线开始=20211224-结束=20220304--中间值=9.8--大于7个----换手率100----金发拉比**002762.SZ
a3,筹码突破,--筹码突破日线--20220309----持仓量_周线开始=20211224-结束=20220304--中间值=11.66--大于7个----换手率100----广东鸿图**002101.SZ
a3,筹码突破,--筹码突破日线--20220309----持仓量_周线开始=20211224-结束=20220304--中间值=8.93--大于7个----换手率100----百大集团**600865.SH
a3,筹码突破,--筹码突破日线--20220309----持仓量_周线开始=20211224-结束=20220304--中间值=16.68--大于7个----换手率100----尖峰集团**600668.SH
a3,筹码突破,--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=5.49--大于7个----换手率100----星湖科技**600866.SH
a3,筹码突破,--筹码突破日线--20220225----持仓量_周线开始=20211217-结束=20220225--中间值=12.65--换手率100----德邦股份--强势股票**603056.SH
a3,筹码突破,--筹码突破日线--20220309----持仓量_周线开始=20211224-结束=20220304--中间值=7.0--大于7个----换手率100----奇信股份**002781.SZ
a3,筹码突破,--筹码突破日线--20220309----持仓量_周线开始=20211224-结束=20220304--中间值=24.24--大于7个----换手率100----蔚蓝锂芯--有钱君股票池**002245.SZ
a3,筹码突破,--筹码突破日线--20220309----持仓量_周线开始=20211224-结束=20220304--中间值=29.92--换手率100----中坚科技--强势股票**002779.SZ
a3,筹码突破,--筹码突破日线--20220309----持仓量_周线开始=20211224-结束=20220304--中间值=8.37--大于7个----换手率100----快意电梯--强势股票**002774.SZ
a3,筹码突破,--筹码突破日线--20220309----持仓量_周线开始=20211224-结束=20220304--中间值=6.33--换手率100----台海核电**002366.SZ
a3,筹码突破,--筹码突破日线--20220309----持仓量_周线开始=20211224-结束=20220304--中间值=20.65--大于7个----换手率100----力生制药**002393.SZ
a3,筹码突破,--筹码突破日线--20220309----持仓量_周线开始=20211224-结束=20220304--中间值=5.46--大于7个----换手率100----绿城水务**601368.SH
a3,筹码突破,--筹码突破日线--20220309----持仓量_周线开始=20211224-结束=20220304--中间值=15.35--换手率100----贵绳股份--强势股票**600992.SH
