modecode,modename,info
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=20.38--周数=8--换手率=483.5----新天药业**002873.SZ
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=3.3--周数=9--换手率=98.1----远大智能**002689.SZ
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=5.73--周数=7--换手率=142.7----神奇制药**600613.SH
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=5.8--周数=6--换手率=67.4----亿利达**002686.SZ
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=3.15--周数=9--换手率=56.8----光大嘉宝**600622.SH
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=4.83--周数=7--换手率=387.7----龙洲股份**002682.SZ
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=19.32--周数=9--换手率=796.0----尖峰集团**600668.SH
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=6.44--周数=9--换手率=166.3----亚通股份**600692.SH
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=4.51--周数=7--换手率=279.1----湖南天雁**600698.SH
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=10.61--周数=6--换手率=624.9----曲江文旅**600706.SH
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=5.51--周数=8--换手率=220.1----贝因美**002570.SZ
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=4.59--周数=7--换手率=295.7----顺灏股份**002565.SZ
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=5.28--周数=8--换手率=184.8----兄弟科技--强势股票**002562.SZ
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=5.28--周数=7--换手率=447.0----千红制药**002550.SZ
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=4.63--周数=7--换手率=85.6----南京医药**600713.SH
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=8.95--周数=9--换手率=386.3----青龙管业**002457.SZ
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=16.68--周数=7--换手率=95.6----江苏神通--强势股票**002438.SZ
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=6.8--周数=8--换手率=67.1----杭州解百--强势股票**600814.SH
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=10.53--周数=6--换手率=178.6----中路股份**600818.SH
a3,筹码突破,--筹码突破--20220321--康力电梯**002367.SZ
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=9.73--周数=7--换手率=162.6----第一医药--强势股票**600833.SH
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=5.44--周数=8--换手率=63.5----隆基机械**002363.SZ
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20211231-结束=20220318--中间值=16.89--周数=8--换手率=223.0----万里股份**600847.SH
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=2.96--周数=7--换手率=186.9----宋都股份**600077.SH
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=5.05--周数=10--换手率=110.2----冀凯股份**002691.SZ
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=4.91--周数=8--换手率=378.3----顾地科技**002694.SZ
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=14.52--周数=8--换手率=26.0----海洋王--强势股票**002724.SZ
a3,筹码突破,--筹码突破--20220321--萃华珠宝**002731.SZ
a3,筹码突破,--筹码突破--20220321--浙江东日--强势股票**600113.SH
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=6.8--周数=7--换手率=93.2----浙江富润**600070.SH
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=7.68--周数=7--换手率=43.6----长江投资**600119.SH
a3,筹码突破,--筹码突破--20220321--持仓量_周线开始=20220107-结束=20220318--中间值=7.46--周数=9--换手率=211.4----宁波联合**600051.SH
