modecode,modename,info
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=3.32--周数=7--换手率=38.8----冠城大通**600067.SH
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=7.27--周数=7--换手率=116.5----圣阳股份**002580.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=3.68--周数=6--换手率=685.8----仁智股份**002629.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=10.01--周数=6--换手率=1048.6----雪人股份**002639.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=13.01--周数=7--换手率=95.9----友邦吊顶**002718.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=14.52--周数=8--换手率=26.0----海洋王--强势股票**002724.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=12.92--周数=7--换手率=553.9----龙津药业**002750.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=3.91--周数=7--换手率=90.9----文科园林**002775.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=10.53--周数=7--换手率=168.6----建艺集团**002789.SZ
a3,筹码突破,--筹码突破--20220322--皮阿诺**002853.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=11.46--周数=8--换手率=155.0----庄园牧场**002910.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=13.94--周数=8--换手率=61.3----丰山集团**603810.SH
a3,筹码突破,--筹码突破--20220322--浙江东日--强势股票**600113.SH
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=5.2--周数=8--换手率=183.9----廊坊发展**600149.SH
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=2.81--周数=6--换手率=94.8----锦州港**600190.SH
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=6.11--周数=8--换手率=105.1----大东方--强势股票**600327.SH
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=7.34--周数=7--换手率=88.7----国机汽车**600335.SH
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=3.15--周数=9--换手率=56.8----光大嘉宝**600622.SH
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=5.96--周数=7--换手率=40.0----鲁银投资**600784.SH
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=5.31--周数=8--换手率=40.9----耀皮玻璃**600819.SH
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=16.41--周数=6--换手率=569.7----京城股份**600860.SH
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=4.41--周数=6--换手率=401.3----宁波能源**600982.SH
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=5.19--周数=9--换手率=64.6----晋亿实业**601002.SH
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=3.92--周数=9--换手率=27.0----国芳集团**601086.SH
a3,筹码突破,--筹码突破--20220322--宁波建工**601789.SH
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=3.68--周数=9--换手率=151.5----全筑股份**603030.SH
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=9.1--周数=8--换手率=41.9----祥和实业**603500.SH
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=10.8--周数=7--换手率=57.0----众源新材**603527.SH
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=7.5--周数=10--换手率=102.4----辉煌科技**002296.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=3.4--周数=6--换手率=63.4----世联行**002285.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=20.8--周数=7--换手率=82.0----润都股份**002923.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=7.76--周数=7--换手率=34.9----炼石航空**000697.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=13.4--周数=8--换手率=97.8----盛达资源**000603.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=6.6--周数=6--换手率=617.1----陕西金叶**000812.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=3.15--周数=10--换手率=42.6----我爱我家**000560.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=3.54--周数=7--换手率=211.8----宝鹰股份**002047.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=5.3--周数=7--换手率=75.7----海鸥住工**002084.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=7.21--周数=6--换手率=801.1----湖北广电**000665.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=5.15--周数=7--换手率=70.9----重药控股**000950.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=5.12--周数=8--换手率=606.5----延华智能**002178.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=12.41--周数=6--换手率=281.6----岳阳兴长**000819.SZ
a3,筹码突破,--筹码突破--20220322--特力A--强势股票**000025.SZ
a3,筹码突破,--筹码突破--20220322--准油股份--强势股票**002207.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=20.91--周数=8--换手率=362.1----国华网安**000004.SZ
a3,筹码突破,--筹码突破--20220322--持仓量_周线开始=20220107-结束=20220318--中间值=8.35--周数=7--换手率=150.6----莱茵生物**002166.SZ
a31,建仓破绽,--建仓破绽  成功了--20220309--持仓量_周线开始=20211224-结束=20220304--中间值=4.62--周数=7--换手率=135.4----山西路桥**000755.SZ
a4,短线强庄股,--短线强庄股成功了--20220317--持仓量_周线开始=20211231-结束=20220311--中间值=4.9--周数=10--换手率=38.3----中兴商业**000715.SZ
a4,短线强庄股,--短线强庄股成功了--20220317--持仓量_周线开始=20211231-结束=20220311--中间值=5.6--周数=9--换手率=33.7----新黄浦**600638.SH
a4,短线强庄股,--短线强庄股成功了--20220317--持仓量_周线开始=20211231-结束=20220311--中间值=3.75--周数=8--换手率=59.6----辽宁能源**600758.SH
a4,短线强庄股,--短线强庄股成功了--20220317--持仓量_周线开始=20211231-结束=20220311--中间值=4.74--周数=10--换手率=92.7----亚太实业**000691.SZ
