,trade_date,open,close,high,low
331,20240707,24.19,24.58,25.7,23.48
330,20240630,24.27,24.21,24.83,23.6
329,20240623,24.2,24.3,25.18,23.71
328,20240616,24.1,24.28,24.81,23.47
327,20240609,23.46,24.05,24.72,23.26
326,20240602,23.99,23.43,24.78,23.28
325,20240526,24.05,23.99,24.52,23.35
324,20240519,24.53,24.05,25.65,23.96
323,20240512,24.68,24.5,26.03,23.66
322,20240505,24.56,24.63,24.94,23.03
321,20240428,22.72,24.49,24.79,22.04
320,20240421,21.35,22.72,22.99,21.21
319,20240414,20.38,21.47,21.58,19.99
318,20240407,20.74,20.36,20.74,19.87
317,20240331,20.29,20.76,20.95,19.89
316,20240324,20.08,20.31,20.61,19.54
315,20240317,20.38,20.13,20.96,19.32
314,20240310,19.54,20.43,21.03,19.47
313,20240303,18.24,19.58,19.65,18.24
312,20240225,18.34,18.39,19.12,18.01
311,20240211,15.97,18.46,19.21,15.94
310,20240204,16.5,16.23,17.57,15.82
309,20240128,16.83,16.47,16.83,15.63
308,20240121,16.66,16.72,17.36,16.34
307,20240114,17.0,16.7,17.05,16.33
306,20240107,16.63,17.0,17.31,16.51
305,20231231,16.02,16.56,16.61,15.68
304,20231224,15.85,16.02,16.51,15.55
303,20231217,16.11,15.97,17.09,15.8
302,20231210,16.57,16.11,16.7,16.0
301,20231203,16.55,16.58,16.74,16.24
300,20231126,16.53,16.49,16.92,16.35
299,20231119,15.87,16.57,16.63,15.6
298,20231112,15.53,15.66,15.94,15.23
297,20231105,15.68,15.47,15.69,14.91
296,20231029,15.79,16.29,16.4,15.54
295,20231022,16.8,15.92,16.97,15.86
294,20231015,17.42,16.8,17.42,16.59
293,20231001,16.69,17.33,17.56,16.63
292,20230924,17.2,16.69,17.25,16.43
291,20230917,15.14,17.18,17.68,15.07
290,20230910,15.39,15.07,15.5,14.88
289,20230903,15.91,15.46,15.95,15.18
288,20230827,15.25,15.28,15.52,15.1
287,20230820,15.28,15.34,15.89,15.01
286,20230813,14.6,15.29,15.51,13.84
285,20230806,15.13,14.52,15.27,14.32
284,20230730,14.7,15.19,15.37,14.6
283,20230723,14.4,14.63,14.74,14.27
282,20230716,14.63,14.38,14.75,14.35
281,20230709,15.64,14.63,15.65,14.58
280,20230702,14.54,15.54,15.92,14.29
279,20230625,14.98,14.71,15.58,14.71
278,20230618,15.53,14.98,15.55,14.81
277,20230611,15.35,15.47,16.02,15.2
276,20230604,15.57,15.31,16.4,15.29
275,20230528,15.49,15.49,15.73,14.63
274,20230521,15.19,15.63,15.89,14.81
273,20230514,16.41,15.13,16.59,14.98
272,20230507,15.52,16.1,16.67,15.48
271,20230430,14.98,15.58,15.77,14.35
270,20230423,14.89,14.92,15.56,14.59
269,20230416,15.29,14.89,15.29,14.17
268,20230409,14.43,15.29,15.63,14.32
267,20230402,13.47,14.46,14.64,13.45
266,20230326,14.48,13.48,14.48,13.47
265,20230319,14.15,14.44,15.61,14.07
264,20230312,14.75,14.24,14.89,14.14
263,20230305,14.36,14.73,15.04,14.14
262,20230226,13.65,14.37,14.99,13.43
261,20230219,13.01,13.65,14.03,12.97
260,20230212,12.84,13.03,13.12,12.56
259,20230205,13.1,12.8,13.19,12.68
258,20230122,12.93,12.97,13.12,12.75
257,20230115,12.56,12.93,13.02,12.53
256,20230108,12.19,12.57,12.85,12.19
255,20230101,13.29,13.04,13.39,12.47
254,20221225,13.66,13.25,13.7,12.78
253,20221218,13.93,13.65,14.25,13.32
252,20221211,14.05,13.84,14.3,13.46
251,20221204,14.2,13.92,14.46,13.66
250,20221127,14.81,14.36,15.29,13.92
249,20221120,14.23,14.98,15.29,14.23
248,20221113,14.37,14.16,15.1,13.86
247,20221106,14.35,14.32,14.91,13.77
246,20221030,13.5,14.39,15.17,12.7
