,trade_date,open,close,high,low
347,20241110,9.52,9.91,9.95,9.52
346,20241103,9.65,9.5,9.98,9.39
345,20241027,9.46,9.53,9.68,9.19
344,20241020,9.78,9.44,9.9,9.18
343,20241013,10.86,9.66,10.87,9.6
342,20241006,9.31,9.88,9.9,9.28
341,20240929,8.34,9.08,9.19,8.23
340,20240922,7.9,8.35,8.55,7.79
339,20240915,7.96,7.86,8.14,7.84
338,20240908,8.18,8.01,8.31,8.0
337,20240901,7.98,8.19,8.38,7.84
336,20240825,8.45,8.01,8.51,8.0
335,20240818,8.7,8.43,8.81,8.4
334,20240811,8.99,8.68,9.05,8.57
333,20240804,9.15,9.05,9.5,9.01
332,20240728,9.16,9.16,9.34,8.66
331,20240721,9.54,9.15,9.82,8.91
330,20240714,9.41,9.57,9.85,9.27
329,20240707,9.76,9.49,9.95,9.08
328,20240630,9.81,9.75,9.92,9.21
327,20240623,9.8,9.9,10.17,9.64
326,20240616,9.58,9.88,10.04,9.45
325,20240609,9.45,9.67,10.28,9.35
324,20240602,9.26,9.41,9.94,9.22
323,20240526,9.41,9.24,9.62,9.03
322,20240519,9.48,9.42,10.19,9.32
321,20240512,9.45,9.58,9.74,9.21
320,20240505,9.51,9.29,9.59,9.1
319,20240428,10.17,9.56,10.2,9.27
318,20240421,9.73,10.22,10.45,9.44
317,20240414,9.63,9.73,9.84,9.31
316,20240407,9.87,9.68,10.16,9.59
315,20240331,8.94,9.71,9.71,8.62
314,20240324,9.01,8.99,9.28,8.84
313,20240317,8.8,8.98,9.13,8.76
312,20240310,8.62,8.77,8.94,8.41
311,20240303,8.03,8.46,8.59,7.88
310,20240225,7.71,8.02,8.22,7.61
309,20240211,7.05,7.68,7.77,6.27
308,20240204,8.2,7.2,8.37,6.88
307,20240128,8.21,8.19,8.33,7.57
306,20240121,7.69,8.25,8.6,7.67
305,20240114,7.67,7.74,7.83,7.54
304,20240107,7.6,7.66,7.85,7.59
303,20231231,7.18,7.6,7.61,7.09
302,20231224,7.25,7.21,7.35,7.02
301,20231217,7.23,7.29,7.46,7.13
300,20231210,7.5,7.25,7.54,7.24
299,20231203,7.42,7.51,7.67,7.36
298,20231126,7.58,7.41,7.65,7.36
297,20231119,7.34,7.57,7.59,7.26
296,20231112,7.38,7.31,7.44,7.2
295,20231105,7.23,7.34,7.46,7.17
294,20231029,6.86,7.18,7.21,6.68
293,20231022,7.19,6.88,7.19,6.83
292,20231015,7.07,7.2,7.27,7.07
291,20231001,7.01,7.12,7.14,6.92
290,20230924,7.07,7.02,7.15,6.86
289,20230917,7.14,7.09,7.25,6.98
288,20230910,7.17,7.14,7.35,7.11
287,20230903,6.99,7.15,7.25,6.78
286,20230827,6.93,6.66,7.05,6.62
285,20230820,7.05,6.95,7.25,6.95
284,20230813,7.64,7.1,7.87,7.09
283,20230806,7.49,7.69,8.46,7.45
282,20230730,7.18,7.49,7.63,7.12
281,20230723,7.37,7.18,7.55,7.15
280,20230716,7.61,7.52,7.84,7.5
279,20230709,7.7,7.58,7.96,7.44
278,20230702,7.31,7.67,7.79,7.28
277,20230625,7.42,7.33,7.51,7.31
276,20230618,7.14,7.42,7.47,7.07
275,20230611,7.35,7.14,7.51,7.02
274,20230604,7.32,7.37,7.45,7.23
273,20230528,7.37,7.34,7.57,7.22
272,20230521,7.04,7.36,7.48,7.04
271,20230514,7.36,7.03,7.42,6.85
270,20230507,7.16,7.36,7.47,7.1
269,20230430,6.92,7.18,7.25,6.7
268,20230423,7.05,6.89,7.16,6.79
267,20230416,6.75,7.03,7.16,6.54
266,20230409,6.84,6.75,6.96,6.63
265,20230402,6.28,6.66,6.66,5.98
264,20230326,6.36,6.28,6.48,6.27
263,20230319,6.21,6.35,6.72,5.96
262,20230312,6.26,6.29,6.44,6.07
261,20230305,6.23,6.27,6.37,6.19
260,20230226,6.03,6.22,6.37,5.94
259,20230219,6.16,6.03,6.46,6.01
258,20230212,6.21,6.17,6.26,6.1
257,20230205,6.06,6.17,6.25,6.03
256,20230122,5.92,6.03,6.19,5.85
255,20230115,5.83,5.92,6.01,5.74
254,20230108,5.45,5.83,5.89,5.42
253,20230101,5.96,6.05,6.18,5.94
252,20221225,6.3,5.93,6.34,5.9
251,20221218,6.47,6.32,6.53,6.32
250,20221211,6.59,6.47,6.69,6.45
