,trade_date,open,close,high,low
341,20240929,4.69,5.49,5.55,4.64
340,20240922,4.65,4.69,4.73,4.44
339,20240915,4.82,4.71,5.0,4.7
338,20240908,5.25,4.87,5.25,4.78
337,20240901,4.49,5.04,5.04,4.38
336,20240825,4.75,4.48,4.82,4.38
335,20240818,4.64,4.73,4.79,4.49
334,20240811,4.77,4.64,4.84,4.6
333,20240804,4.49,4.77,4.86,4.38
332,20240728,4.54,4.44,4.65,4.23
331,20240721,4.74,4.56,4.74,4.29
330,20240714,4.82,4.74,4.87,4.48
329,20240707,4.96,4.82,5.1,4.67
328,20240630,4.9,4.86,5.08,4.61
327,20240623,5.24,4.91,5.3,4.88
326,20240616,5.0,5.29,5.38,4.86
325,20240609,5.72,5.05,5.73,4.88
324,20240602,5.86,5.73,5.92,5.52
323,20240526,6.27,5.81,6.32,5.8
322,20240519,6.27,6.28,6.61,5.98
321,20240512,5.75,6.32,6.48,5.7
320,20240505,5.6,5.7,6.03,5.51
319,20240428,5.05,5.48,5.53,4.82
318,20240421,5.75,5.06,5.79,4.77
317,20240414,6.04,5.83,6.13,5.71
316,20240407,6.45,6.03,6.67,6.0
315,20240331,6.98,6.4,7.19,6.2
314,20240324,6.47,7.03,7.41,6.42
313,20240317,6.15,6.44,6.64,6.14
312,20240310,6.46,6.17,6.81,6.07
311,20240303,6.25,6.47,7.18,5.88
310,20240225,5.13,6.26,6.3,5.13
309,20240211,5.56,5.02,5.56,4.2
308,20240204,6.74,5.57,6.79,5.36
307,20240128,6.75,6.78,6.92,6.14
306,20240121,7.39,6.8,7.65,6.62
305,20240114,7.45,7.37,8.07,7.1
304,20240107,8.0,7.45,8.14,7.39
303,20231231,7.83,7.8,7.93,6.75
302,20231224,8.6,7.95,8.78,7.83
301,20231217,9.05,8.85,9.43,8.71
300,20231210,9.69,9.24,10.55,9.02
299,20231203,8.01,8.81,8.81,7.9
298,20231126,8.48,8.14,8.48,8.08
297,20231119,8.1,8.32,8.52,8.07
296,20231112,7.9,8.06,8.44,7.9
295,20231105,7.39,7.87,8.03,7.39
294,20231029,7.26,7.45,7.72,7.07
293,20231022,7.72,7.35,7.78,7.32
