,trade_date,open,close,high,low
330,20240714,8.57,8.3,8.64,8.26
329,20240707,8.75,8.58,9.01,8.31
328,20240630,8.75,8.79,8.89,8.25
327,20240623,8.7,8.81,9.31,8.52
326,20240616,8.65,8.69,8.84,8.45
325,20240609,9.35,8.69,9.61,8.2
324,20240602,9.63,9.34,9.73,9.16
323,20240526,10.11,9.67,10.23,9.54
322,20240519,9.61,10.18,10.22,9.25
321,20240512,9.94,9.81,10.22,9.75
320,20240505,10.28,9.88,10.63,9.6
319,20240428,9.21,10.67,12.41,8.71
318,20240421,9.52,9.33,9.86,7.96
317,20240414,10.33,9.54,10.38,9.52
316,20240407,10.28,10.39,10.68,10.1
315,20240331,10.23,10.3,10.76,9.53
314,20240324,9.63,10.3,10.63,9.63
313,20240317,9.13,9.61,9.66,9.12
312,20240310,9.29,9.12,9.34,8.85
311,20240303,9.48,9.34,10.29,9.0
310,20240225,9.04,9.54,9.57,8.49
309,20240211,9.57,8.53,9.57,7.75
308,20240204,11.67,10.63,13.96,10.63
307,20240128,11.44,11.79,11.95,10.05
306,20240121,12.1,11.45,12.34,11.28
305,20240114,12.4,12.17,12.58,12.1
304,20240107,12.19,12.4,12.65,12.19
303,20231231,12.13,12.19,12.33,11.57
302,20231224,12.58,12.23,13.31,12.14
301,20231217,11.48,12.75,13.38,11.33
300,20231210,11.96,11.53,13.01,11.53
299,20231203,11.83,11.95,12.08,11.74
298,20231126,11.92,11.85,12.14,11.81
297,20231119,11.7,11.94,12.01,11.69
296,20231112,11.62,11.7,11.79,11.54
295,20231105,11.34,11.61,11.71,11.28
294,20231029,10.97,11.34,11.62,10.64
293,20231022,11.08,10.97,11.22,10.81
292,20231015,11.81,11.08,11.83,11.01
291,20231001,11.78,11.75,11.84,11.46
290,20230924,11.5,11.69,11.79,11.33
289,20230917,11.76,11.6,11.98,11.54
288,20230910,11.9,11.71,12.12,11.63
287,20230903,11.82,11.87,12.2,11.48
286,20230827,11.73,11.2,11.89,11.17
285,20230820,11.43,11.71,11.96,11.29
284,20230813,12.18,11.43,12.18,11.37
283,20230806,12.44,12.2,12.69,12.13
282,20230730,11.99,12.42,12.86,11.76
281,20230723,11.77,11.9,11.98,11.6
280,20230716,11.95,11.8,11.95,11.61
279,20230709,11.66,11.78,11.98,11.53
278,20230702,10.55,11.63,11.84,10.49
277,20230625,11.12,10.58,11.27,10.56
276,20230618,11.65,11.18,12.17,10.86
275,20230611,11.35,11.71,12.36,11.1
274,20230604,11.51,11.34,11.59,11.14
273,20230528,11.6,11.57,11.73,11.36
272,20230521,12.02,11.63,12.02,11.49
271,20230514,12.81,11.85,12.83,11.65
270,20230507,10.97,12.33,12.33,10.96
269,20230430,10.48,11.05,11.11,10.08
268,20230423,11.54,10.51,11.54,10.51
267,20230416,11.4,11.55,11.63,10.91
