,trade_date,open,close,high,low
349,20241110,7.24,7.41,7.48,7.24
348,20241103,7.0,7.21,7.63,6.86
347,20241027,6.62,6.86,6.89,6.46
346,20241020,6.72,6.61,6.78,6.47
345,20241013,7.56,6.7,7.56,6.58
344,20241006,6.48,6.88,6.92,6.33
343,20240929,6.0,6.31,6.31,5.87
342,20240922,5.54,6.0,6.28,5.54
341,20240915,5.43,5.63,5.83,5.36
340,20240908,5.53,5.43,5.64,5.43
339,20240901,5.21,5.53,5.58,5.19
338,20240825,5.38,5.26,5.45,5.15
337,20240818,5.48,5.41,5.52,5.38
336,20240811,5.34,5.43,5.55,5.28
335,20240804,5.34,5.36,5.46,5.22
334,20240728,5.19,5.27,5.27,5.06
333,20240721,5.37,5.17,5.39,5.07
332,20240714,5.39,5.42,5.52,5.25
331,20240707,5.72,5.43,5.92,5.29
330,20240630,5.81,5.71,5.86,5.46
329,20240623,6.1,5.85,6.42,5.81
328,20240616,5.81,6.12,6.17,5.69
327,20240609,6.07,5.89,6.24,5.72
326,20240602,5.76,6.09,6.64,5.75
325,20240526,5.76,5.74,5.86,5.52
324,20240519,5.9,5.8,6.12,5.72
323,20240512,5.63,5.87,5.91,5.58
322,20240505,5.62,5.53,5.64,5.52
321,20240428,5.92,5.61,6.08,5.54
320,20240421,5.92,5.92,6.14,5.67
319,20240414,5.91,5.91,6.14,5.82
318,20240407,5.67,5.92,6.04,5.67
317,20240331,5.51,5.72,5.9,5.3
316,20240324,5.57,5.53,5.63,5.49
315,20240317,5.45,5.57,5.63,5.45
314,20240310,5.35,5.44,5.63,5.2
313,20240303,5.0,5.3,5.36,4.93
312,20240225,4.72,4.99,5.01,4.7
311,20240211,4.51,4.71,4.75,3.99
310,20240204,5.54,4.6,5.54,4.38
309,20240128,5.59,5.49,5.63,4.96
308,20240121,5.66,5.61,6.27,5.6
307,20240114,5.72,5.67,5.78,5.5
306,20240107,5.76,5.73,5.89,5.7
305,20231231,5.56,5.73,5.74,5.39
304,20231224,5.64,5.53,5.67,5.41
303,20231217,5.49,5.67,5.78,5.39
302,20231210,5.67,5.49,5.72,5.49
301,20231203,5.63,5.69,5.77,5.62
300,20231126,5.74,5.63,5.8,5.63
299,20231119,5.73,5.72,5.79,5.66
298,20231112,5.62,5.71,5.74,5.61
297,20231105,5.58,5.6,5.63,5.51
296,20231029,5.51,5.58,5.63,5.35
295,20231022,5.76,5.53,5.78,5.52
294,20231015,5.76,5.75,5.84,5.71
293,20231001,5.72,5.75,5.76,5.56
292,20230924,6.0,5.72,6.06,5.57
291,20230917,5.85,6.04,6.14,5.78
290,20230910,5.77,5.83,6.03,5.73
289,20230903,5.84,5.77,5.9,5.63
288,20230827,5.78,5.55,5.82,5.54
287,20230820,5.87,5.8,5.96,5.72
286,20230813,6.05,5.87,6.1,5.86
285,20230806,6.0,6.06,6.19,5.99
284,20230730,6.33,6.04,6.57,5.89
283,20230723,6.13,6.33,6.78,6.12
282,20230716,6.34,6.17,6.51,6.0
281,20230709,6.13,6.29,6.83,6.09
280,20230702,5.92,6.16,6.24,5.91
279,20230625,6.11,5.9,6.25,5.9
278,20230618,5.46,6.14,6.46,5.4
277,20230611,5.63,5.45,5.8,5.36
276,20230604,5.79,5.63,5.84,5.59
275,20230528,5.77,5.8,5.96,5.69
274,20230521,5.58,5.77,5.87,5.57
273,20230514,5.35,5.57,5.63,5.35
272,20230507,5.33,5.35,5.49,5.3
271,20230430,5.31,5.37,5.43,5.06
270,20230423,5.49,5.31,5.59,5.3
269,20230416,5.54,5.48,5.65,5.42
268,20230409,5.58,5.5,5.63,5.44
267,20230402,5.65,5.54,5.76,5.47
266,20230326,5.53,5.71,5.73,5.5
265,20230319,5.51,5.5,5.62,5.31
264,20230312,5.75,5.5,5.93,5.46
263,20230305,5.66,5.72,5.84,5.63
262,20230226,5.6,5.69,5.86,5.56
261,20230219,5.7,5.6,5.98,5.6
260,20230212,5.63,5.73,5.76,5.57
259,20230205,5.6,5.56,5.65,5.5
258,20230122,5.43,5.52,5.56,5.39
257,20230115,5.65,5.41,5.74,5.38
256,20230108,5.18,5.56,5.74,5.18
255,20230101,7.41,7.66,7.8,7.41
254,20221225,7.91,7.45,7.93,7.36
253,20221218,8.15,7.9,8.2,7.87
252,20221211,8.62,8.2,8.83,8.2
251,20221204,8.45,8.57,8.86,8.38
250,20221127,8.48,8.5,9.18,8.36
249,20221120,7.81,8.37,8.37,7.54
248,20221113,7.9,7.78,7.95,7.65
247,20221106,7.14,7.88,7.95,7.07
246,20221030,8.08,7.19,8.19,7.14
245,20221023,7.97,8.11,8.26,7.89
244,20221016,7.44,8.01,8.05,7.29
243,20221002,7.72,7.44,7.95,7.4
242,20220925,7.91,7.85,8.13,7.75
241,20220918,8.85,7.9,8.92,7.9
240,20220911,8.5,8.85,9.03,8.42
239,20220904,9.1,8.57,9.49,8.43
238,20220828,10.35,9.29,10.64,9.23
237,20220821,10.1,10.5,10.85,9.99
236,20220814,9.99,10.15,11.08,9.78
235,20220807,10.75,10.14,11.1,9.48
234,20220731,9.89,10.31,10.31,8.93
233,20220724,9.62,9.82,10.28,9.43
232,20220717,9.42,9.59,9.91,9.3
231,20220710,8.93,9.46,9.76,8.73
230,20220703,9.29,8.89,9.32,8.71
229,20220626,9.0,9.2,9.43,8.81
228,20220619,8.94,8.97,9.22,8.73
227,20220612,9.31,9.05,10.19,8.69
226,20220605,7.63,9.47,10.68,7.6
225,20220529,7.75,7.58,7.8,7.27
224,20220522,7.3,7.76,7.78,7.09
223,20220515,6.97,7.26,7.49,6.9
222,20220508,7.09,6.93,7.15,6.73
221,20220501,6.96,7.19,7.43,6.14
220,20220424,7.72,7.09,7.88,7.01
219,20220417,8.12,7.77,8.14,7.46
218,20220410,8.46,8.12,8.63,7.98
217,20220403,8.5,8.47,8.74,8.13
216,20220327,8.39,8.57,8.95,8.36
215,20220320,8.68,8.4,8.74,7.7
214,20220313,9.08,8.78,9.12,8.2
213,20220306,9.33,9.09,9.47,9.07
212,20220227,8.99,9.3,9.53,8.94
211,20220220,8.66,8.99,9.05,8.59
210,20220213,8.74,8.75,9.1,8.58
209,20220130,9.06,8.45,9.21,8.23
208,20220123,9.86,9.05,9.96,8.99
207,20220116,9.11,9.75,9.94,8.98
206,20220109,9.85,9.12,9.92,9.09
205,20220102,10.88,9.87,11.32,9.56
204,20211226,11.31,11.07,11.71,10.58
203,20211219,10.9,11.38,12.31,10.83
202,20211212,10.7,10.9,11.63,10.59
201,20211205,11.03,10.72,11.37,10.24
200,20211128,10.93,11.38,12.14,10.72
199,20211121,10.34,11.05,11.47,10.34
198,20211114,9.91,10.33,10.48,9.57
197,20211107,10.23,10.11,10.92,9.68
196,20211031,8.97,10.03,10.83,8.81
195,20211024,8.69,8.79,9.64,8.57
194,20211017,11.62,8.69,11.99,8.22
193,20211010,11.11,11.11,11.11,10.43
192,20211003,9.17,10.09,10.09,7.91
191,20210926,8.23,8.99,9.81,8.02
190,20210919,8.91,8.34,9.1,8.12
189,20210912,8.55,9.11,9.42,8.0
188,20210905,8.01,8.6,8.95,7.74
187,20210829,7.93,7.98,8.33,7.54
186,20210822,8.86,7.93,10.0,7.76
185,20210815,6.98,9.04,9.35,6.97
184,20210808,7.47,7.02,7.68,6.93
183,20210801,6.64,7.17,7.34,6.53
182,20210725,6.39,6.65,6.72,6.32
181,20210718,6.36,6.4,6.57,6.26
180,20210711,6.29,6.32,6.37,6.14
179,20210704,6.66,6.26,6.72,6.2
178,20210627,6.68,6.66,6.93,6.54
177,20210620,6.54,6.72,6.78,6.33
176,20210613,6.27,6.55,6.69,6.2
175,20210606,6.49,6.27,6.59,6.26
174,20210530,6.51,6.48,6.7,6.43
173,20210523,6.35,6.6,6.84,6.17
172,20210516,6.14,6.35,6.61,6.05
171,20210509,5.96,6.14,6.2,5.94
170,20210502,6.59,6.09,6.69,6.05
169,20210425,6.53,6.69,6.79,6.42
168,20210418,6.93,6.53,6.97,6.31
167,20210411,7.28,6.92,7.72,6.89
166,20210404,7.05,7.32,7.34,6.81
165,20210328,7.47,7.13,7.82,6.8
164,20210321,6.55,7.32,7.95,6.52
163,20210314,6.55,6.62,6.7,6.07
162,20210307,5.86,6.56,7.11,5.86
161,20210228,5.99,5.84,6.16,5.76
160,20210221,5.71,5.94,5.94,5.6
159,20210214,5.41,5.52,5.62,5.31
158,20210207,5.96,5.36,6.13,5.34
157,20210131,6.71,5.98,6.71,5.88
156,20210124,6.73,6.78,6.99,6.59
155,20210117,6.72,6.78,6.96,6.51
154,20210110,7.3,6.7,7.62,6.55
153,20210103,7.61,7.3,7.8,7.2
152,20201227,6.55,7.73,8.06,6.54
151,20201220,6.59,6.55,6.77,6.36
150,20201213,7.17,6.63,7.24,6.59
149,20201206,7.35,7.16,7.39,7.02
148,20201129,6.93,7.43,7.64,6.76
147,20201122,6.89,6.94,7.18,6.82
146,20201115,7.06,6.89,7.18,6.85
145,20201108,6.52,7.05,7.38,6.49
144,20201101,7.01,6.59,7.21,6.57
143,20201025,7.1,6.99,7.17,6.87
142,20201018,6.65,7.1,7.8,6.65
141,20201011,6.47,6.57,6.62,6.47
140,20201004,6.39,6.38,6.48,6.31
139,20200927,6.69,6.41,7.13,6.4
138,20200920,6.55,6.57,6.74,6.41
137,20200913,7.13,6.54,7.21,6.22
136,20200906,7.6,7.12,7.7,6.73
135,20200830,7.97,7.6,8.01,7.44
134,20200823,7.96,7.96,8.77,7.91
133,20200816,7.97,8.0,8.36,7.8
132,20200809,8.29,7.99,8.53,7.95
131,20200802,8.26,8.28,8.45,7.99
130,20200726,8.34,8.26,9.48,8.19
129,20200719,9.14,8.46,10.12,7.96
128,20200712,8.39,9.2,9.75,8.34
127,20200705,8.16,8.39,8.66,7.92
126,20200628,7.95,8.29,8.43,7.91
125,20200621,7.95,7.97,8.47,7.7
124,20200614,8.25,7.93,8.38,7.65
123,20200607,8.31,8.2,8.7,8.19
122,20200531,8.39,8.23,8.83,8.15
121,20200524,10.68,8.64,10.68,8.64
120,20200517,10.0,10.73,11.33,9.81
119,20200510,9.62,10.02,10.51,9.54
118,20200503,10.94,9.73,11.08,9.4
117,20200426,9.32,10.95,13.16,9.06
116,20200419,6.21,9.07,9.07,6.04
115,20200412,6.19,6.34,6.86,5.96
114,20200405,5.81,5.85,6.02,5.45
113,20200329,5.65,5.85,6.39,5.65
112,20200322,6.12,5.88,6.17,5.29
111,20200315,6.05,6.1,6.81,5.34
110,20200308,5.53,6.43,6.87,5.46
109,20200301,4.97,5.55,6.04,4.76
108,20200223,4.52,5.05,5.19,4.49
107,20200216,4.38,4.48,4.59,4.35
106,20200209,4.44,4.39,4.46,3.99
105,20200126,5.16,4.93,5.27,4.88
104,20200119,5.31,5.16,5.62,5.12
103,20200112,5.16,5.25,5.59,5.15
102,20200105,5.0,5.23,5.32,4.85
101,20191229,5.21,5.03,5.24,5.02
