,trade_date,open,close,high,low
331,20240707,21.02,18.87,21.2,17.42
330,20240630,19.31,21.02,21.02,18.52
329,20240623,20.48,19.76,21.33,19.35
328,20240616,19.75,20.43,21.01,19.09
327,20240609,21.9,19.5,21.94,19.0
326,20240602,22.05,22.08,22.3,21.07
325,20240526,23.2,22.01,23.5,22.01
324,20240519,23.32,23.2,23.43,22.35
323,20240512,24.45,23.3,24.92,23.27
322,20240505,23.88,24.18,24.78,23.69
321,20240428,23.56,24.23,24.44,22.42
320,20240421,25.98,23.57,26.07,21.95
319,20240414,27.81,25.98,28.05,25.93
318,20240407,28.78,27.81,30.09,27.53
317,20240331,30.82,28.78,31.33,27.25
316,20240324,32.5,30.82,33.5,30.79
315,20240317,31.49,32.16,32.69,30.54
314,20240310,30.87,31.5,35.0,29.9
313,20240303,28.4,30.46,31.8,26.61
312,20240225,21.39,28.54,29.78,21.39
311,20240211,23.61,21.38,24.0,19.04
310,20240204,30.62,24.0,30.93,23.0
309,20240128,30.52,31.08,32.66,28.85
308,20240121,32.87,30.52,33.75,30.14
307,20240114,35.45,32.55,36.98,31.62
306,20240107,37.52,36.02,40.66,34.94
305,20231231,39.57,37.61,47.09,35.03
304,20231224,30.49,38.92,38.92,29.88
303,20231217,30.6,30.63,31.8,28.65
302,20231210,31.28,30.31,35.0,30.1
301,20231203,30.74,31.8,33.81,29.13
300,20231126,32.78,34.15,43.35,32.4
299,20231119,32.8,32.8,34.02,31.51
298,20231112,31.27,36.0,41.6,31.01
297,20231105,33.68,30.94,38.99,30.36
296,20231029,39.7,37.42,50.71,37.42
295,20231022,44.93,41.54,48.88,41.41
294,20231015,47.3,46.34,50.96,42.86
293,20231001,37.94,48.23,52.36,37.0
292,20230924,25.91,35.94,35.94,24.6
291,20230917,22.5,25.91,26.88,19.5
290,20230910,14.64,21.01,21.01,14.0
289,20230903,9.69,13.31,13.31,9.23
288,20230827,9.62,9.08,9.81,9.02
287,20230820,9.68,9.63,10.12,9.34
286,20230813,10.26,9.7,10.49,9.7
285,20230806,10.17,10.25,10.32,9.81
284,20230730,10.22,10.05,10.54,9.81
283,20230723,10.62,10.22,10.99,10.16
282,20230716,10.37,10.57,10.63,10.1
281,20230709,10.59,10.31,10.63,10.26
280,20230702,10.13,10.49,10.64,9.8
279,20230625,10.34,10.14,10.45,10.1
278,20230618,10.2,10.4,10.48,9.97
277,20230611,9.99,10.02,10.29,9.8
276,20230604,9.8,10.01,10.07,9.61
275,20230528,9.35,9.78,9.78,9.34
274,20230521,8.91,9.35,9.4,8.74
273,20230514,8.8,8.9,9.14,8.51
272,20230507,8.76,8.74,8.87,8.67
271,20230430,8.71,8.76,8.88,8.4
270,20230423,9.65,8.71,9.68,8.7
269,20230416,10.59,9.65,10.85,9.56
268,20230409,10.24,10.22,10.6,9.78
267,20230402,10.51,10.25,10.62,10.05
266,20230326,9.9,10.51,10.57,9.89
265,20230319,10.13,9.93,10.25,9.86
264,20230312,10.36,10.2,10.44,10.13
263,20230305,10.26,10.33,10.49,10.1
262,20230226,10.4,10.25,10.59,10.22
261,20230219,10.94,10.48,11.15,10.34
260,20230212,11.35,11.59,14.79,10.7
259,20230205,9.14,10.32,10.32,9.01
258,20230122,8.63,8.99,9.2,8.58
257,20230115,8.4,8.64,8.75,8.35
256,20230108,7.84,8.4,8.5,7.84
255,20230101,7.98,7.88,8.19,7.82
254,20221225,8.71,7.98,8.8,7.89
253,20221218,8.79,8.75,9.27,8.73
252,20221211,9.21,8.79,9.24,8.75
251,20221204,8.71,9.16,9.55,8.63
250,20221127,8.88,8.79,9.3,8.68
249,20221120,8.98,8.88,9.16,8.88
248,20221113,9.11,9.01,9.7,9.0
247,20221106,8.13,9.11,9.52,8.1
246,20221030,8.46,8.07,8.65,8.02
245,20221023,8.09,8.37,8.5,8.02
244,20221016,7.6,8.09,8.17,7.44
243,20221002,8.07,7.6,8.14,7.6
242,20220925,8.24,8.07,8.45,8.04
241,20220918,8.88,8.23,9.11,8.23
240,20220911,8.97,8.84,9.31,8.74
239,20220904,10.85,8.97,11.09,8.65
238,20220828,10.0,12.05,13.39,9.21
237,20220821,8.59,9.14,9.33,8.35
236,20220814,8.98,8.79,10.03,8.71
235,20220807,8.66,8.96,9.15,8.24
234,20220731,8.29,8.66,8.73,8.06
233,20220724,7.6,8.26,8.38,7.6
232,20220717,7.78,7.6,8.07,7.52
231,20220710,7.84,7.82,7.97,7.6
230,20220703,7.7,7.86,8.35,7.64
229,20220626,7.5,7.71,7.74,7.38
228,20220619,7.43,7.45,7.75,7.18
227,20220612,7.76,7.43,7.88,7.27
226,20220605,7.29,7.71,7.75,7.19
225,20220529,7.6,7.24,7.75,6.95
224,20220522,7.24,7.56,7.63,7.0
223,20220515,6.8,7.23,7.36,6.8
222,20220508,6.93,6.86,7.08,6.71
221,20220501,8.48,6.93,8.62,6.4
220,20220424,8.34,8.47,8.55,8.24
219,20220417,8.92,8.31,9.15,8.2
218,20220410,8.84,8.91,9.0,8.7
217,20220403,8.92,8.84,9.08,8.45
216,20220327,9.38,8.93,9.79,8.84
215,20220320,9.79,9.62,11.29,9.3
214,20220313,9.43,9.68,10.29,8.41
213,20220306,8.85,9.36,9.4,8.73
