,trade_date,open,close,high,low
349,20241110,13.77,15.1,15.3,13.69
348,20241103,13.58,13.78,14.1,13.2
347,20241027,13.4,13.63,13.74,13.08
346,20241020,13.45,13.34,13.71,12.65
345,20241013,15.44,13.46,15.44,13.19
344,20241006,13.26,14.06,14.15,12.82
343,20240929,12.17,13.04,13.04,12.12
342,20240922,11.32,12.28,12.48,10.78
341,20240915,11.6,11.31,12.98,11.3
340,20240908,11.8,11.51,12.13,11.49
339,20240901,11.31,11.84,12.17,11.18
338,20240825,10.99,11.23,11.23,10.17
337,20240818,10.84,11.06,11.41,10.49
336,20240811,10.61,10.88,11.6,10.27
335,20240804,10.59,10.68,10.99,10.19
334,20240728,10.34,10.34,10.46,9.78
333,20240721,10.97,10.31,11.07,10.19
332,20240714,10.72,11.08,11.09,10.12
331,20240707,11.2,10.8,11.39,10.54
330,20240630,11.66,11.24,11.86,11.01
329,20240623,11.77,11.69,12.29,11.56
328,20240616,12.0,11.89,12.37,11.72
327,20240609,13.19,12.02,13.48,11.49
326,20240602,12.6,13.09,13.23,12.42
325,20240526,13.42,12.63,13.52,12.62
324,20240519,13.78,13.48,14.57,13.1
323,20240512,14.05,13.78,14.31,13.73
322,20240505,13.7,13.88,14.43,13.7
321,20240428,13.05,13.68,13.91,12.4
320,20240421,13.87,12.85,14.16,11.68
319,20240414,15.48,14.12,16.25,14.12
318,20240407,14.67,15.52,16.05,14.63
317,20240331,14.95,14.62,15.09,13.87
316,20240324,16.38,15.09,16.61,15.09
315,20240317,13.98,16.36,16.39,13.78
314,20240310,13.73,13.88,14.43,13.3
313,20240303,13.7,13.73,14.74,13.0
312,20240225,11.05,13.7,13.76,10.99
311,20240211,11.98,10.89,11.99,9.48
310,20240204,15.21,12.14,15.42,11.89
309,20240128,15.88,15.22,16.11,14.33
308,20240121,17.15,15.87,17.16,15.77
307,20240114,17.46,17.2,17.54,16.92
306,20240107,18.41,17.41,18.82,17.37
305,20231231,18.01,18.38,18.45,17.35
304,20231224,18.19,17.89,18.47,17.6
303,20231217,18.49,18.22,18.84,18.18
302,20231210,21.49,18.6,21.69,18.51
301,20231203,21.09,20.63,22.0,20.26
300,20231126,22.53,20.94,23.34,20.76
299,20231119,20.55,22.77,24.69,19.68
298,20231112,20.77,20.57,23.22,20.27
297,20231105,24.41,20.7,24.41,19.79
296,20231029,18.6,27.12,29.9,17.96
295,20231022,18.81,18.57,22.38,18.32
294,20231015,15.87,18.49,19.27,15.87
293,20231001,15.61,15.68,16.36,15.15
292,20230924,14.31,15.76,16.29,14.2
291,20230917,14.36,14.33,15.39,13.99
290,20230910,14.63,14.37,15.31,14.28
289,20230903,15.55,14.6,15.74,14.49
288,20230827,15.35,14.9,15.62,14.76
287,20230820,14.97,15.33,15.65,14.85
286,20230813,16.48,15.11,16.55,15.08
285,20230806,16.43,16.48,17.33,16.29
284,20230730,16.09,16.43,16.94,15.87
283,20230723,16.85,16.09,17.42,16.08
282,20230716,17.45,17.57,18.69,17.41
281,20230709,17.53,17.6,18.38,17.46
280,20230702,17.32,17.53,17.85,16.79
279,20230625,17.14,17.56,17.68,16.95
278,20230618,15.38,17.18,17.26,15.37
277,20230611,15.69,15.38,15.93,15.0
276,20230604,15.52,15.55,15.59,14.93
275,20230528,15.15,15.53,15.65,14.85
274,20230521,14.64,15.12,15.34,14.46
273,20230514,14.47,14.64,15.19,13.99
272,20230507,14.77,14.47,15.15,14.43
271,20230430,12.74,14.88,15.37,12.46
270,20230423,14.55,12.68,14.6,12.68
269,20230416,15.01,14.53,15.08,14.33
268,20230409,15.44,15.01,15.81,14.8
267,20230402,15.48,15.36,15.64,15.0
266,20230326,15.26,15.63,15.81,15.25
265,20230319,15.92,15.3,15.92,15.2
264,20230312,16.7,15.91,16.9,15.88
263,20230305,17.39,16.64,17.48,16.62
262,20230226,17.22,17.38,17.96,17.0
261,20230219,18.61,17.22,18.61,17.13
260,20230212,16.87,18.63,19.1,16.73
259,20230205,16.41,16.87,17.23,16.41
258,20230122,15.74,16.29,16.7,15.53
257,20230115,15.47,15.61,15.98,15.42
256,20230108,14.71,15.32,15.6,14.54
255,20230101,14.8,14.91,15.67,14.62
254,20221225,16.82,14.67,16.87,14.56
253,20221218,16.57,16.82,17.65,16.16
252,20221211,17.2,16.45,17.49,16.45
251,20221204,16.57,17.16,17.69,16.57
250,20221127,18.0,16.98,18.26,16.91
249,20221120,18.22,18.28,18.66,17.89
248,20221113,18.5,18.22,20.84,18.14
247,20221106,16.91,18.67,19.03,16.54
246,20221030,17.0,17.0,18.3,16.27
245,20221023,18.18,17.13,18.57,17.08
244,20221016,24.81,19.02,24.9,18.11
243,20221002,25.34,24.9,26.06,24.17
242,20220925,22.85,25.5,26.42,22.5
241,20220918,22.99,22.5,23.07,21.1
240,20220911,24.28,22.85,24.9,22.82
239,20220904,24.56,24.27,26.18,23.14
238,20220828,25.52,24.71,27.19,24.01
237,20220821,28.0,25.29,29.15,25.26
236,20220814,20.61,28.03,29.16,20.61
235,20220807,19.13,20.99,21.64,18.29
234,20220731,20.24,18.88,20.41,17.2
233,20220724,16.16,19.4,19.4,15.67
232,20220717,16.3,16.16,16.42,15.61
231,20220710,15.76,16.3,16.63,15.62
230,20220703,16.78,16.0,17.09,15.58
229,20220626,16.19,16.74,17.23,16.06
228,20220619,16.03,16.14,16.29,15.73
227,20220612,16.26,16.02,16.44,15.59
226,20220605,15.86,16.24,16.39,15.7
225,20220529,16.0,15.85,16.47,15.36
224,20220522,15.67,15.9,16.1,15.47
223,20220515,14.75,15.67,15.94,14.74
222,20220508,15.24,14.82,15.74,14.77
221,20220501,14.79,15.24,15.29,14.17
220,20220424,14.48,14.92,15.14,14.32
219,20220417,13.56,14.48,14.89,13.56
218,20220410,14.94,14.75,15.31,14.67
217,20220403,15.25,14.97,15.28,14.79
216,20220327,15.16,15.33,15.72,14.99
215,20220320,14.94,15.24,15.49,14.45
214,20220313,15.54,15.38,16.37,14.94
213,20220306,16.02,15.75,16.38,14.2
212,20220227,15.66,15.62,16.26,15.04
211,20220220,15.91,15.64,16.03,15.45
210,20220213,16.14,15.91,16.38,15.64
209,20220130,16.26,15.84,16.26,15.54
208,20220123,16.81,16.15,17.17,15.97
207,20220116,16.71,16.74,17.32,16.29
206,20220109,16.76,16.45,17.17,16.29
205,20220102,16.95,16.68,17.3,16.6
204,20211226,16.61,16.99,17.42,16.28
203,20211219,16.84,16.61,17.15,16.54
202,20211212,16.94,16.85,17.22,16.45
201,20211205,16.97,17.08,17.81,16.88
200,20211128,17.63,17.18,18.01,17.09
199,20211121,17.93,17.75,18.18,16.65
198,20211114,16.11,17.38,17.53,16.02
197,20211107,16.16,15.95,16.82,15.6
196,20211031,16.65,16.12,16.65,15.58
195,20211024,16.85,16.52,17.36,16.44
194,20211017,16.69,16.85,16.9,15.76
193,20211010,16.44,16.44,16.53,16.14
192,20211003,15.95,16.14,16.2,15.17
191,20210926,15.9,15.95,16.68,15.81
190,20210919,16.22,15.98,16.38,15.4
189,20210912,17.23,16.12,17.23,15.85
188,20210905,18.35,17.03,18.56,16.74
187,20210829,17.81,18.35,18.55,17.51
186,20210822,17.11,17.84,18.21,16.42
185,20210815,16.08,17.11,17.29,16.08
184,20210808,15.36,16.08,16.29,15.28
183,20210801,15.24,15.35,15.5,14.46
182,20210725,15.18,15.31,15.38,14.94
181,20210718,15.37,15.18,15.81,15.11
180,20210711,15.14,15.37,15.58,15.04
179,20210704,16.62,15.14,16.69,14.99
178,20210627,14.4,16.35,16.35,14.27
177,20210620,14.97,14.2,14.97,14.13
176,20210613,14.97,14.71,15.18,14.63
175,20210606,15.04,15.05,15.44,14.98
174,20210530,14.84,15.1,15.3,14.43
173,20210523,15.39,15.0,15.39,14.63
172,20210516,15.39,15.01,15.63,14.78
171,20210509,15.13,15.39,15.64,15.08
170,20210502,14.86,15.17,15.33,14.35
169,20210425,15.58,14.64,16.08,13.72
168,20210418,15.79,15.55,15.79,15.05
167,20210411,15.77,15.45,16.16,14.98
166,20210404,16.44,15.71,16.44,15.38
165,20210328,16.36,16.43,16.67,16.06
164,20210321,15.99,16.36,16.36,15.52
163,20210314,16.6,15.77,16.71,15.32
162,20210307,16.46,16.47,16.67,15.92
161,20210228,17.41,16.3,17.93,15.91
160,20210221,16.27,17.4,17.54,16.17
159,20210214,16.39,16.3,16.87,15.99
158,20210207,17.6,16.7,17.6,16.21
157,20210131,16.68,17.09,17.12,15.64
156,20210124,15.77,16.68,16.8,15.63
155,20210117,16.51,15.92,17.15,15.72
154,20210110,15.82,16.51,16.76,15.42
153,20210103,15.49,15.71,15.88,14.68
152,20201227,14.51,15.27,15.55,14.51
151,20201220,14.39,14.64,15.09,14.05
150,20201213,14.89,14.39,15.01,14.22
149,20201206,17.46,14.95,17.67,14.84
148,20201129,17.99,17.49,18.49,17.43
147,20201122,17.33,17.95,18.49,16.99
146,20201115,17.13,17.17,17.98,16.49
145,20201108,15.82,16.99,17.5,15.12
144,20201101,15.48,16.37,16.78,14.99
143,20201025,15.2,15.4,16.06,14.94
142,20201018,16.96,15.1,17.58,15.02
141,20201011,15.99,16.86,17.1,15.99
140,20201004,16.69,15.99,16.96,15.91
139,20200927,16.74,16.67,17.38,16.25
138,20200920,16.24,16.75,16.9,15.72
137,20200913,17.37,15.98,17.56,14.83
136,20200906,19.68,17.37,20.48,17.23
135,20200830,18.03,19.15,19.44,16.97
134,20200823,17.68,17.5,18.68,16.33
133,20200816,17.19,17.56,17.99,15.33
132,20200809,15.93,17.2,17.67,15.73
131,20200802,15.64,16.12,17.03,15.09
130,20200726,15.53,15.38,17.19,15.37
129,20200719,15.74,15.57,17.23,15.32
128,20200712,13.8,15.75,16.66,13.32
127,20200705,12.9,13.83,14.24,12.49
126,20200628,12.09,12.91,12.98,12.01
125,20200621,11.76,12.09,12.2,11.54
124,20200614,10.92,11.64,11.81,10.79
123,20200607,10.72,10.9,11.14,10.66
122,20200531,10.41,10.6,10.79,10.41
121,20200524,10.12,10.38,10.55,9.83
120,20200517,10.1,10.18,10.5,10.1
119,20200510,9.79,10.14,10.16,9.71
118,20200503,9.92,9.85,10.13,9.37
117,20200426,9.3,9.68,9.95,8.77
116,20200419,9.26,9.34,9.79,9.23
115,20200412,9.25,9.23,9.54,9.21
114,20200405,9.43,9.18,9.43,9.07
113,20200329,9.84,9.49,9.84,9.18
112,20200322,9.73,9.46,9.88,9.04
111,20200315,10.13,9.7,10.25,9.46
110,20200308,9.57,10.19,10.33,9.57
109,20200301,10.1,9.54,10.84,9.49
108,20200223,9.51,10.06,10.17,9.51
107,20200216,9.26,9.48,9.95,9.26
106,20200209,9.4,9.27,9.52,8.67
105,20200126,10.91,10.45,10.97,10.35
104,20200119,11.06,10.91,11.23,10.84
103,20200112,10.92,11.11,11.32,10.81
102,20200105,10.97,10.97,11.04,10.58
101,20191229,10.98,10.93,11.11,10.91
100,20191222,11.74,11.07,11.81,10.9
99,20191215,10.76,11.83,12.08,10.75
98,20191208,10.34,10.81,10.88,10.1
97,20191201,10.18,10.26,10.39,10.11
96,20191124,10.19,10.14,10.38,10.07
95,20191117,10.84,10.09,10.94,10.09
94,20191110,10.55,10.95,10.99,10.32
93,20191103,11.66,10.56,11.71,10.4
92,20191027,11.31,11.62,11.64,11.26
91,20191020,11.33,11.34,12.1,11.24
90,20191013,11.0,11.27,11.32,10.91
89,20191006,11.0,11.01,11.14,10.96
88,20190929,11.74,11.1,11.74,10.89
87,20190922,11.55,11.77,11.8,11.16
86,20190915,11.41,11.55,11.58,11.33
85,20190908,11.04,11.31,11.55,10.99
84,20190901,10.64,11.17,11.52,10.5
83,20190825,10.74,10.88,10.99,10.73
82,20190818,10.52,10.7,10.89,10.35
81,20190811,11.24,10.53,11.31,10.5
80,20190804,11.48,11.24,11.6,11.09
79,20190728,11.72,11.44,11.72,11.05
78,20190721,11.5,11.57,11.76,11.36
77,20190714,11.64,11.53,11.67,11.19
76,20190707,11.53,11.64,12.0,11.52
75,20190630,11.68,11.37,11.8,11.27
74,20190623,11.33,11.65,11.7,11.13
73,20190616,10.91,11.19,12.57,10.84
72,20190609,11.45,10.84,11.49,10.78
71,20190602,11.12,11.32,11.56,11.06
70,20190526,11.85,11.1,11.87,11.09
69,20190519,12.4,11.86,12.4,11.74
68,20190512,12.8,12.45,13.06,11.78
67,20190505,13.06,12.74,13.13,12.0
66,20190428,13.28,13.06,13.76,12.84
65,20190421,13.63,13.36,13.93,13.14
64,20190414,13.88,13.55,14.44,13.39
63,20190407,13.26,13.87,14.13,13.24
62,20190331,13.22,13.24,13.84,12.8
61,20190324,12.98,13.43,13.64,12.86
60,20190317,12.43,12.93,13.31,12.4
59,20190310,13.19,12.4,13.37,12.2
58,20190303,12.09,13.07,13.18,12.09
57,20190224,12.19,12.09,12.36,11.87
56,20190217,12.87,11.97,13.92,11.82
55,20190203,12.99,12.69,13.18,12.58
54,20190127,11.97,12.98,13.17,11.55
53,20190120,11.32,11.94,12.74,11.2
52,20190113,10.86,11.36,11.58,10.71
51,20190106,10.49,10.8,10.85,10.45
50,20181230,10.89,10.44,10.96,10.4
49,20181223,11.27,11.02,13.06,10.93
48,20181216,11.22,11.3,11.86,10.9
47,20181209,10.96,11.19,11.39,10.87
46,20181202,11.08,10.71,11.88,10.48
45,20181125,11.61,11.23,11.83,11.16
44,20181118,11.01,11.69,11.76,10.85
43,20181111,10.77,10.88,11.12,10.75
42,20181104,10.41,10.77,10.89,10.26
41,20181028,10.25,10.55,10.81,10.1
40,20181021,11.36,10.2,11.5,9.87
39,20181014,11.71,11.36,12.9,10.88
38,20180930,12.01,11.78,12.08,11.69
37,20180923,11.82,12.02,12.02,11.6
36,20180916,12.07,11.92,12.12,11.7
35,20180909,12.68,12.13,12.68,12.03
34,20180902,12.89,12.66,13.32,12.64
33,20180826,12.8,12.85,13.11,12.61
32,20180819,12.99,12.8,13.41,12.79
31,20180812,13.15,13.22,13.27,12.86
30,20180805,13.83,13.11,13.96,13.04
29,20180729,13.77,13.93,14.34,13.77
28,20180722,13.85,14.02,15.47,13.4
27,20180715,13.47,13.85,14.09,13.18
26,20180708,14.03,13.5,14.43,13.23
25,20180701,13.55,13.86,13.9,13.35
24,20180624,14.46,13.5,14.46,12.98
23,20180617,15.03,14.61,16.09,14.54
22,20180610,15.16,15.05,15.63,14.9
21,20180603,16.25,15.2,16.47,14.38
20,20180527,15.79,16.54,16.77,15.72
19,20180520,15.29,15.79,16.02,15.09
18,20180513,14.87,15.34,15.65,14.82
17,20180506,14.76,14.83,14.89,14.41
16,20180429,14.47,14.53,14.97,14.33
15,20180422,16.03,14.5,16.25,14.49
14,20180415,15.74,16.12,16.53,15.61
13,20180408,16.26,15.8,16.34,15.65
12,20180401,15.43,16.29,17.16,15.06
11,20180325,15.24,15.85,16.52,14.76
10,20180318,15.62,15.36,15.84,14.96
9,20180311,15.09,15.57,15.58,14.97
8,20180304,14.63,15.07,15.32,14.61
7,20180225,14.84,14.57,14.85,14.43
6,20180218,14.23,14.36,14.66,14.23
5,20180211,15.04,14.14,15.38,13.74
4,20180204,17.61,15.45,17.77,14.97
3,20180128,17.22,17.57,17.89,17.03
2,20180121,17.5,17.22,17.82,16.95
1,20180114,17.66,17.48,18.1,17.19
0,20180107,17.75,17.63,18.09,17.54
